# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
WP, 10, 2025072506, 03, FNV3,   0, 265N, 1226E,  29,  992, XX,  34, NEQ,    0,    0,    0,    0,     ,     , 114,
WP, 10, 2025072506, 03, FNV3,   6, 262N, 1218E,  30,  994, XX,  34, NEQ,    8,    7,    6,    8,     ,     ,  48,
WP, 10, 2025072506, 03, FNV3,  12, 260N, 1213E,  28,  996, XX,  34, NEQ,    2,    2,    2,    2,     ,     ,  47,
WP, 10, 2025072506, 03, FNV3,  18, 262N, 1220E,  26,  997, XX,  34, NEQ,    1,    2,    1,    1,     ,     ,  46,
WP, 10, 2025072506, 03, FNV3,  24, 264N, 1235E,  25,  998, XX,  34, NEQ,    3,    3,    3,    2,     ,     ,  44,
WP, 10, 2025072506, 03, FNV3,  30, 270N, 1249E,  25,  998, XX,  34, NEQ,    1,    1,    1,    1,     ,     ,  54,
WP, 10, 2025072506, 03, FNV3,  36, 273N, 1263E,  25,  997, XX,  34, NEQ,    2,    2,    1,    1,     ,     ,  52,
WP, 10, 2025072506, 03, FNV3,  42, 271N, 1276E,  27,  996, XX,  34, NEQ,    3,    3,    3,    2,     ,     ,  52,
WP, 10, 2025072506, 03, FNV3,  48, 270N, 1279E,  27,  995, XX,  34, NEQ,    8,    8,    8,    7,     ,     ,  51,
WP, 10, 2025072506, 03, FNV3,  54, 270N, 1278E,  28,  995, XX,  34, NEQ,    6,    6,    5,    5,     ,     ,  53,
WP, 10, 2025072506, 03, FNV3,  60, 273N, 1275E,  31,  993, XX,  34, NEQ,   12,   12,    9,   10,     ,     ,  54,
WP, 10, 2025072506, 03, FNV3,  66, 274N, 1267E,  31,  993, XX,  34, NEQ,   12,   11,    9,   10,     ,     ,  50,
WP, 10, 2025072506, 03, FNV3,  72, 277N, 1260E,  32,  991, XX,  34, NEQ,   15,   13,   11,   12,     ,     ,  48,
WP, 10, 2025072506, 03, FNV3,  78, 278N, 1248E,  34,  990, XX,  34, NEQ,   18,   16,   13,   15,     ,     ,  44,
WP, 10, 2025072506, 03, FNV3,  84, 281N, 1238E,  34,  989, XX,  34, NEQ,   16,   14,   11,   13,     ,     ,  41,
WP, 10, 2025072506, 03, FNV3,  84, 281N, 1238E,  34,  989, XX,  50, NEQ,    1,    1,    0,    1,     ,     ,  41,
WP, 10, 2025072506, 03, FNV3,  90, 284N, 1229E,  34,  990, XX,  34, NEQ,   20,   18,   15,   17,     ,     ,  41,
WP, 10, 2025072506, 03, FNV3,  90, 284N, 1229E,  34,  990, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  41,
WP, 10, 2025072506, 03, FNV3,  96, 287N, 1223E,  33,  990, XX,  34, NEQ,   21,   19,   17,   18,     ,     ,  39,
WP, 10, 2025072506, 03, FNV3,  96, 287N, 1223E,  33,  990, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  39,
WP, 10, 2025072506, 03, FNV3, 102, 289N, 1219E,  32,  990, XX,  34, NEQ,   14,   13,   11,   11,     ,     ,  37,
WP, 10, 2025072506, 03, FNV3, 102, 289N, 1219E,  32,  990, XX,  50, NEQ,    1,    1,    0,    1,     ,     ,  37,
WP, 10, 2025072506, 03, FNV3, 108, 292N, 1217E,  31,  990, XX,  34, NEQ,   10,    9,    8,    8,     ,     ,  45,
WP, 10, 2025072506, 03, FNV3, 108, 292N, 1217E,  31,  990, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  45,
WP, 10, 2025072506, 03, FNV3, 114, 295N, 1218E,  30,  991, XX,  34, NEQ,    7,    7,    6,    6,     ,     ,  37,
