# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 14, 2026011518, 03, FNV3,   0, 169S,  727E, 119,  942, XX,  34, NEQ,   60,  130,  130,   70,     ,     ,   5,
IO, 14, 2026011518, 03, FNV3,   6, 168S,  720E, 115,  949, XX,  34, NEQ,   63,   90,   90,   63,     ,     ,  11,
IO, 14, 2026011518, 03, FNV3,   6, 168S,  720E, 115,  949, XX,  50, NEQ,   34,   42,   41,   32,     ,     ,  11,
IO, 14, 2026011518, 03, FNV3,   6, 168S,  720E, 115,  949, XX,  64, NEQ,   23,   26,   22,   21,     ,     ,  11,
IO, 14, 2026011518, 03, FNV3,  12, 168S,  713E, 108,  954, XX,  34, NEQ,   61,   92,   94,   60,     ,     ,   9,
IO, 14, 2026011518, 03, FNV3,  12, 168S,  713E, 108,  954, XX,  50, NEQ,   33,   42,   42,   31,     ,     ,   9,
IO, 14, 2026011518, 03, FNV3,  12, 168S,  713E, 108,  954, XX,  64, NEQ,   22,   25,   22,   20,     ,     ,   9,
IO, 14, 2026011518, 03, FNV3,  18, 169S,  706E,  97,  963, XX,  34, NEQ,   63,   93,   92,   59,     ,     ,   9,
IO, 14, 2026011518, 03, FNV3,  18, 169S,  706E,  97,  963, XX,  50, NEQ,   36,   44,   43,   32,     ,     ,   9,
IO, 14, 2026011518, 03, FNV3,  18, 169S,  706E,  97,  963, XX,  64, NEQ,   22,   24,   21,   20,     ,     ,   9,
IO, 14, 2026011518, 03, FNV3,  24, 171S,  700E,  81,  975, XX,  34, NEQ,   69,   95,   93,   64,     ,     ,   9,
IO, 14, 2026011518, 03, FNV3,  24, 171S,  700E,  81,  975, XX,  50, NEQ,   38,   44,   42,   34,     ,     ,   9,
IO, 14, 2026011518, 03, FNV3,  24, 171S,  700E,  81,  975, XX,  64, NEQ,   17,   19,   16,   15,     ,     ,   9,
IO, 14, 2026011518, 03, FNV3,  30, 174S,  694E,  69,  982, XX,  34, NEQ,   80,  100,   90,   68,     ,     ,  11,
IO, 14, 2026011518, 03, FNV3,  30, 174S,  694E,  69,  982, XX,  50, NEQ,   36,   40,   35,   30,     ,     ,  11,
IO, 14, 2026011518, 03, FNV3,  30, 174S,  694E,  69,  982, XX,  64, NEQ,   11,   12,   10,    9,     ,     ,  11,
IO, 14, 2026011518, 03, FNV3,  36, 179S,  688E,  57,  991, XX,  34, NEQ,   86,  101,   87,   72,     ,     ,  19,
IO, 14, 2026011518, 03, FNV3,  36, 179S,  688E,  57,  991, XX,  50, NEQ,   25,   28,   23,   19,     ,     ,  19,
IO, 14, 2026011518, 03, FNV3,  36, 179S,  688E,  57,  991, XX,  64, NEQ,    3,    3,    2,    2,     ,     ,  19,
IO, 14, 2026011518, 03, FNV3,  42, 184S,  683E,  57,  990, XX,  34, NEQ,   76,   89,   77,   63,     ,     ,  19,
IO, 14, 2026011518, 03, FNV3,  42, 184S,  683E,  57,  990, XX,  50, NEQ,   23,   26,   20,   18,     ,     ,  19,
IO, 14, 2026011518, 03, FNV3,  42, 184S,  683E,  57,  990, XX,  64, NEQ,    4,    5,    3,    3,     ,     ,  19,
IO, 14, 2026011518, 03, FNV3,  48, 190S,  678E,  55,  992, XX,  34, NEQ,   83,   95,   83,   69,     ,     ,  23,
IO, 14, 2026011518, 03, FNV3,  48, 190S,  678E,  55,  992, XX,  50, NEQ,   24,   25,   21,   18,     ,     ,  23,
IO, 14, 2026011518, 03, FNV3,  48, 190S,  678E,  55,  992, XX,  64, NEQ,    2,    3,    2,    2,     ,     ,  23,
IO, 14, 2026011518, 03, FNV3,  54, 197S,  673E,  59,  988, XX,  34, NEQ,   84,  100,   87,   70,     ,     ,  19,
IO, 14, 2026011518, 03, FNV3,  54, 197S,  673E,  59,  988, XX,  50, NEQ,   28,   31,   26,   22,     ,     ,  19,
IO, 14, 2026011518, 03, FNV3,  54, 197S,  673E,  59,  988, XX,  64, NEQ,    5,    7,    5,    4,     ,     ,  19,
IO, 14, 2026011518, 03, FNV3,  60, 204S,  666E,  59,  989, XX,  34, NEQ,   89,  107,   94,   74,     ,     ,  20,
IO, 14, 2026011518, 03, FNV3,  60, 204S,  666E,  59,  989, XX,  50, NEQ,   30,   33,   28,   24,     ,     ,  20,
IO, 14, 2026011518, 03, FNV3,  60, 204S,  666E,  59,  989, XX,  64, NEQ,    5,    7,    5,    4,     ,     ,  20,
IO, 14, 2026011518, 03, FNV3,  66, 209S,  659E,  61,  987, XX,  34, NEQ,   86,  106,   95,   72,     ,     ,  20,
