# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 05, 2025112412, 03, FNV3,   0, 144S, 1279E,  99,  955, XX,  34, NEQ,   50,   50,   55,   60,     ,     ,   5,
IO, 05, 2025112412, 03, FNV3,   6, 143S, 1279E,  52,  989, XX,  34, NEQ,   31,   38,   36,   27,     ,     ,  18,
IO, 05, 2025112412, 03, FNV3,   6, 143S, 1279E,  52,  989, XX,  50, NEQ,    8,    8,    8,    5,     ,     ,  18,
IO, 05, 2025112412, 03, FNV3,   6, 143S, 1279E,  52,  989, XX,  64, NEQ,    1,    1,    0,    1,     ,     ,  18,
IO, 05, 2025112412, 03, FNV3,  12, 144S, 1277E,  45,  995, XX,  34, NEQ,   25,   28,   27,   22,     ,     ,  24,
IO, 05, 2025112412, 03, FNV3,  12, 144S, 1277E,  45,  995, XX,  50, NEQ,    3,    2,    3,    2,     ,     ,  24,
IO, 05, 2025112412, 03, FNV3,  18, 145S, 1274E,  35,  998, XX,  34, NEQ,   16,   18,   17,   13,     ,     ,  26,
IO, 05, 2025112412, 03, FNV3,  18, 145S, 1274E,  35,  998, XX,  50, NEQ,    1,    0,    1,    0,     ,     ,  26,
IO, 05, 2025112412, 03, FNV3,  24, 147S, 1273E,  29, 1000, XX,  34, NEQ,    2,    3,    4,    2,     ,     ,  28,
IO, 05, 2025112412, 03, FNV3,  30, 148S, 1271E,  26, 1001, XX,  34, NEQ,    2,    2,    1,    1,     ,     ,  38,
IO, 05, 2025112412, 03, FNV3,  36, 148S, 1271E,  22, 1004, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  36,
IO, 05, 2025112412, 03, FNV3,  42, 150S, 1271E,  21, 1003, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  37,
WP, 92, 2025112412, 03, FNV3,   0,  92N, 1255E,  19, 1002, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  60,
WP, 92, 2025112412, 03, FNV3,   6,  98N, 1238E,  32, 1000, XX,  34, NEQ,   14,   10,    9,   12,     ,     ,  28,
