# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
CP, 01, 2026082112, 03, GENC,   0, 270N, 1712W,  91,  964, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC,   6, 281N, 1710W,  85,  970, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC,  12, 292N, 1707W,  79,  975, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC,  18, 299N, 1714W,  76,  977, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC,  24, 305N, 1720W,  73,  980, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC,  30, 309N, 1724W,  70,  982, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC,  36, 313N, 1729W,  68,  984, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC,  42, 316N, 1733W,  66,  985, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC,  48, 319N, 1737W,  64,  986, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC,  54, 321N, 1741W,  61,  988, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC,  60, 322N, 1745W,  59,  990, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC,  66, 324N, 1747W,  58,  991, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC,  72, 326N, 1750W,  56,  992, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC,  78, 330N, 1752W,  55,  992, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC,  84, 333N, 1755W,  54,  993, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC,  90, 337N, 1759W,  54,  994, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC,  96, 341N, 1763W,  53,  994, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC, 102, 345N, 1768W,  51,  995, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC, 108, 348N, 1772W,  49,  997, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC, 114, 353N, 1777W,  46,  998, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC, 120, 357N, 1781W,  44, 1000, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC, 126, 363N, 1786W,  41, 1001, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC, 132, 368N, 1790W,  39, 1002, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC, 138, 374N, 1795W,  37, 1004, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC, 144, 379N, 1800W,  35, 1005, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC, 150, 383N, 1794E,  33, 1006, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC, 156, 386N, 1788E,  30, 1008, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC, 162, 390N, 1777E,  28, 1009, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC, 168, 393N, 1768E,  25, 1010, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC, 174, 386N, 1749E,  31, 1006, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC, 180, 382N, 1733E,  34, 1004, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC, 186, 383N, 1718E,  38, 1002, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082112, 03, GENC, 192, 392N, 1709E,  38, 1001, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 02, 2026082112, 03, GENC,   0, 133N, 1455W,  38, 1003, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 02, 2026082112, 03, GENC,   6, 135N, 1468W,  39, 1003, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 02, 2026082112, 03, GENC,  12, 138N, 1480W,  40, 1002, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 02, 2026082112, 03, GENC,  18, 142N, 1489W,  40, 1002, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 02, 2026082112, 03, GENC,  24, 146N, 1499W,  40, 1002, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 02, 2026082112, 03, GENC,  30, 148N, 1508W,  39, 1003, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 02, 2026082112, 03, GENC,  36, 151N, 1518W,  37, 1004, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 02, 2026082112, 03, GENC,  42, 152N, 1531W,  37, 1004, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 02, 2026082112, 03, GENC,  48, 153N, 1543W,  36, 1004, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 02, 2026082112, 03, GENC,  54, 155N, 1556W,  36, 1004, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 02, 2026082112, 03, GENC,  60, 155N, 1569W,  35, 1005, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026082112, 03, GENC,   0, 160N, 1483E,  57,  991, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026082112, 03, GENC,   6, 168N, 1474E,  60,  989, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026082112, 03, GENC,  12, 176N, 1466E,  63,  987, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026082112, 03, GENC,  18, 183N, 1458E,  67,  984, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026082112, 03, GENC,  24, 189N, 1451E,  71,  981, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026082112, 03, GENC,  30, 197N, 1440E,  76,  977, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026082112, 03, GENC,  36, 205N, 1430E,  81,  973, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026082112, 03, GENC,  42, 212N, 1417E,  84,  970, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026082112, 03, GENC,  48, 219N, 1404E,  88,  967, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026082112, 03, GENC,  54, 224N, 1389E,  91,  965, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026082112, 03, GENC,  60, 230N, 1374E,  94,  962, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026082112, 03, GENC,  66, 234N, 1361E,  96,  960, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
