# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
CP, 01, 2026082106, 03, GENC,   0, 260N, 1718W,  79,  975, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082106, 03, GENC,   6, 270N, 1713W,  80,  974, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082106, 03, GENC,  12, 279N, 1707W,  80,  973, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082106, 03, GENC,  18, 289N, 1710W,  79,  974, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082106, 03, GENC,  24, 299N, 1712W,  78,  975, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082106, 03, GENC,  30, 304N, 1718W,  75,  978, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082106, 03, GENC,  36, 308N, 1725W,  72,  980, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082106, 03, GENC,  42, 312N, 1729W,  71,  981, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082106, 03, GENC,  48, 316N, 1732W,  69,  983, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082106, 03, GENC,  54, 319N, 1737W,  67,  984, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082106, 03, GENC,  60, 322N, 1742W,  66,  985, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082106, 03, GENC,  66, 324N, 1745W,  64,  986, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082106, 03, GENC,  72, 326N, 1748W,  63,  987, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082106, 03, GENC,  78, 328N, 1749W,  61,  988, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082106, 03, GENC,  84, 330N, 1751W,  60,  989, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082106, 03, GENC,  90, 334N, 1754W,  59,  990, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082106, 03, GENC,  96, 337N, 1757W,  58,  990, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082106, 03, GENC, 102, 340N, 1762W,  57,  991, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082106, 03, GENC, 108, 343N, 1766W,  55,  992, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082106, 03, GENC, 114, 346N, 1770W,  53,  994, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082106, 03, GENC, 120, 349N, 1774W,  50,  996, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082106, 03, GENC, 126, 354N, 1778W,  48,  997, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082106, 03, GENC, 132, 359N, 1781W,  45,  999, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082106, 03, GENC, 138, 365N, 1785W,  43, 1000, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026082106, 03, GENC, 144, 372N, 1790W,  41, 1001, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
