# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
WP, 31, 2025110512, 03, FNV3,   0, 125N, 1159E,  89,  970, XX,  34, NEQ,   90,   75,  120,  120,     ,     ,  15,
WP, 31, 2025110512, 03, FNV3,   6, 129N, 1144E, 104,  954, XX,  34, NEQ,  124,  104,   92,  113,     ,     ,   9,
WP, 31, 2025110512, 03, FNV3,   6, 129N, 1144E, 104,  954, XX,  50, NEQ,   66,   57,   48,   59,     ,     ,   9,
WP, 31, 2025110512, 03, FNV3,   6, 129N, 1144E, 104,  954, XX,  64, NEQ,   37,   33,   27,   33,     ,     ,   9,
WP, 31, 2025110512, 03, FNV3,  12, 132N, 1124E, 111,  947, XX,  34, NEQ,  123,  101,   94,  117,     ,     ,   8,
WP, 31, 2025110512, 03, FNV3,  12, 132N, 1124E, 111,  947, XX,  50, NEQ,   65,   55,   47,   59,     ,     ,   8,
WP, 31, 2025110512, 03, FNV3,  12, 132N, 1124E, 111,  947, XX,  64, NEQ,   37,   32,   27,   33,     ,     ,   8,
WP, 31, 2025110512, 03, FNV3,  18, 134N, 1109E, 103,  954, XX,  34, NEQ,  129,  109,  107,  127,     ,     ,  12,
WP, 31, 2025110512, 03, FNV3,  18, 134N, 1109E, 103,  954, XX,  50, NEQ,   73,   63,   55,   68,     ,     ,  12,
WP, 31, 2025110512, 03, FNV3,  18, 134N, 1109E, 103,  954, XX,  64, NEQ,   39,   35,   30,   36,     ,     ,  12,
WP, 31, 2025110512, 03, FNV3,  24, 138N, 1095E,  83,  970, XX,  34, NEQ,  107,   87,   86,  104,     ,     ,  18,
WP, 31, 2025110512, 03, FNV3,  24, 138N, 1095E,  83,  970, XX,  50, NEQ,   60,   49,   42,   53,     ,     ,  18,
WP, 31, 2025110512, 03, FNV3,  24, 138N, 1095E,  83,  970, XX,  64, NEQ,   27,   22,   19,   23,     ,     ,  18,
WP, 31, 2025110512, 03, FNV3,  30, 145N, 1079E,  59,  985, XX,  34, NEQ,   87,   80,   68,   74,     ,     ,  24,
WP, 31, 2025110512, 03, FNV3,  30, 145N, 1079E,  59,  985, XX,  50, NEQ,   29,   24,   20,   22,     ,     ,  24,
WP, 31, 2025110512, 03, FNV3,  30, 145N, 1079E,  59,  985, XX,  64, NEQ,    8,    7,    6,    7,     ,     ,  24,
WP, 31, 2025110512, 03, FNV3,  36, 151N, 1064E,  36,  999, XX,  34, NEQ,   35,   29,   26,   28,     ,     ,  34,
WP, 31, 2025110512, 03, FNV3,  36, 151N, 1064E,  36,  999, XX,  50, NEQ,    4,    4,    3,    4,     ,     ,  34,
WP, 31, 2025110512, 03, FNV3,  42, 156N, 1055E,  25, 1003, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  39,
WP, 31, 2025110512, 03, FNV3,  48, 162N, 1044E,  19, 1005, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  45,
WP, 31, 2025110512, 03, FNV3,  54, 166N, 1034E,  18, 1006, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  52,
WP, 32, 2025110512, 03, FNV3,   0,  86N, 1425E,  29,  998, XX,  34, NEQ,     ,     ,     ,     ,     ,     , 200,
WP, 32, 2025110512, 03, FNV3,   6,  95N, 1418E,  31,  999, XX,  34, NEQ,   15,   11,    9,   10,     ,     ,  52,
WP, 32, 2025110512, 03, FNV3,  12,  99N, 1411E,  35,  997, XX,  34, NEQ,   32,   21,   18,   19,     ,     ,  57,
WP, 32, 2025110512, 03, FNV3,  18, 104N, 1405E,  39,  994, XX,  34, NEQ,   61,   42,   35,   40,     ,     ,  49,
WP, 32, 2025110512, 03, FNV3,  18, 104N, 1405E,  39,  994, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  49,
WP, 32, 2025110512, 03, FNV3,  24, 107N, 1398E,  44,  992, XX,  34, NEQ,   71,   57,   47,   55,     ,     ,  47,
WP, 32, 2025110512, 03, FNV3,  24, 107N, 1398E,  44,  992, XX,  50, NEQ,    5,    3,    3,    2,     ,     ,  47,
WP, 32, 2025110512, 03, FNV3,  30, 111N, 1389E,  51,  989, XX,  34, NEQ,  108,   95,   81,   93,     ,     ,  38,
WP, 32, 2025110512, 03, FNV3,  30, 111N, 1389E,  51,  989, XX,  50, NEQ,   22,   14,   11,   13,     ,     ,  38,
