# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 09, 2025122218, 03, FNV3,   0, 131S, 1005E,  39,  997, XX,  34, NEQ,   30,   50,   60,   30,     ,     ,  25,
IO, 09, 2025122218, 03, FNV3,   6, 126S,  999E,  48,  994, XX,  34, NEQ,   43,   47,   40,   39,     ,     ,  21,
IO, 09, 2025122218, 03, FNV3,   6, 126S,  999E,  48,  994, XX,  50, NEQ,    4,    4,    4,    3,     ,     ,  21,
IO, 09, 2025122218, 03, FNV3,   6, 126S,  999E,  48,  994, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  21,
IO, 09, 2025122218, 03, FNV3,  12, 125S,  994E,  54,  990, XX,  34, NEQ,   46,   52,   47,   41,     ,     ,  21,
IO, 09, 2025122218, 03, FNV3,  12, 125S,  994E,  54,  990, XX,  50, NEQ,    8,   11,   10,    6,     ,     ,  21,
IO, 09, 2025122218, 03, FNV3,  12, 125S,  994E,  54,  990, XX,  64, NEQ,    0,    0,    1,    0,     ,     ,  21,
IO, 09, 2025122218, 03, FNV3,  18, 124S,  990E,  53,  991, XX,  34, NEQ,   45,   49,   46,   41,     ,     ,  18,
IO, 09, 2025122218, 03, FNV3,  18, 124S,  990E,  53,  991, XX,  50, NEQ,   10,   11,    8,    8,     ,     ,  18,
IO, 09, 2025122218, 03, FNV3,  18, 124S,  990E,  53,  991, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  18,
IO, 09, 2025122218, 03, FNV3,  24, 122S,  985E,  51,  991, XX,  34, NEQ,   44,   49,   45,   41,     ,     ,  20,
IO, 09, 2025122218, 03, FNV3,  24, 122S,  985E,  51,  991, XX,  50, NEQ,   10,   10,    8,    7,     ,     ,  20,
IO, 09, 2025122218, 03, FNV3,  24, 122S,  985E,  51,  991, XX,  64, NEQ,    0,    1,    1,    0,     ,     ,  20,
IO, 09, 2025122218, 03, FNV3,  30, 120S,  983E,  51,  993, XX,  34, NEQ,   35,   36,   36,   33,     ,     ,  19,
IO, 09, 2025122218, 03, FNV3,  30, 120S,  983E,  51,  993, XX,  50, NEQ,    7,    8,    8,    6,     ,     ,  19,
IO, 09, 2025122218, 03, FNV3,  30, 120S,  983E,  51,  993, XX,  64, NEQ,    2,    2,    1,    2,     ,     ,  19,
IO, 09, 2025122218, 03, FNV3,  36, 118S,  979E,  55,  989, XX,  34, NEQ,   40,   42,   44,   37,     ,     ,  18,
IO, 09, 2025122218, 03, FNV3,  36, 118S,  979E,  55,  989, XX,  50, NEQ,   12,   12,   11,   10,     ,     ,  18,
IO, 09, 2025122218, 03, FNV3,  36, 118S,  979E,  55,  989, XX,  64, NEQ,    3,    4,    4,    3,     ,     ,  18,
IO, 09, 2025122218, 03, FNV3,  42, 116S,  976E,  55,  989, XX,  34, NEQ,   30,   34,   35,   30,     ,     ,  17,
IO, 09, 2025122218, 03, FNV3,  42, 116S,  976E,  55,  989, XX,  50, NEQ,    9,   10,    9,    8,     ,     ,  17,
