# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 09, 2026010606, 03, FNV3,   0, 172S,  521E,  25, 1007, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  40,
IO, 09, 2026010606, 03, FNV3,   6, 174S,  511E,  28, 1004, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  25,
IO, 09, 2026010606, 03, FNV3,  12, 182S,  503E,  26, 1006, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  35,
IO, 09, 2026010606, 03, FNV3,  18, 188S,  497E,  23, 1006, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  32,
IO, 09, 2026010606, 03, FNV3,  24, 198S,  491E,  20, 1008, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  34,
IO, 12, 2026010606, 03, FNV3,   0, 157S,  948E,  89,  969, XX,  34, NEQ,   90,  100,  100,   80,     ,     ,  12,
IO, 12, 2026010606, 03, FNV3,   6, 163S,  944E,  87,  970, XX,  34, NEQ,   85,  106,   97,   69,     ,     ,  14,
IO, 12, 2026010606, 03, FNV3,   6, 163S,  944E,  87,  970, XX,  50, NEQ,   46,   51,   46,   39,     ,     ,  14,
IO, 12, 2026010606, 03, FNV3,   6, 163S,  944E,  87,  970, XX,  64, NEQ,   25,   26,   22,   21,     ,     ,  14,
IO, 12, 2026010606, 03, FNV3,  12, 168S,  937E,  70,  982, XX,  34, NEQ,   91,  115,  104,   74,     ,     ,  17,
IO, 12, 2026010606, 03, FNV3,  12, 168S,  937E,  70,  982, XX,  50, NEQ,   43,   48,   43,   35,     ,     ,  17,
IO, 12, 2026010606, 03, FNV3,  12, 168S,  937E,  70,  982, XX,  64, NEQ,   13,   15,   13,   11,     ,     ,  17,
IO, 12, 2026010606, 03, FNV3,  18, 173S,  930E,  57,  990, XX,  34, NEQ,   91,  108,   91,   72,     ,     ,  19,
IO, 12, 2026010606, 03, FNV3,  18, 173S,  930E,  57,  990, XX,  50, NEQ,   29,   31,   25,   22,     ,     ,  19,
IO, 12, 2026010606, 03, FNV3,  18, 173S,  930E,  57,  990, XX,  64, NEQ,    2,    2,    2,    2,     ,     ,  19,
IO, 12, 2026010606, 03, FNV3,  24, 178S,  922E,  50,  994, XX,  34, NEQ,   87,  104,   89,   72,     ,     ,  22,
IO, 12, 2026010606, 03, FNV3,  24, 178S,  922E,  50,  994, XX,  50, NEQ,   16,   19,   15,   13,     ,     ,  22,
IO, 12, 2026010606, 03, FNV3,  30, 181S,  917E,  45,  995, XX,  34, NEQ,   74,   81,   70,   62,     ,     ,  27,
IO, 12, 2026010606, 03, FNV3,  30, 181S,  917E,  45,  995, XX,  50, NEQ,    7,    8,    6,    5,     ,     ,  27,
IO, 12, 2026010606, 03, FNV3,  30, 181S,  917E,  45,  995, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  27,
IO, 12, 2026010606, 03, FNV3,  36, 182S,  910E,  40,  998, XX,  34, NEQ,   50,   58,   48,   43,     ,     ,  33,
IO, 12, 2026010606, 03, FNV3,  36, 182S,  910E,  40,  998, XX,  50, NEQ,    3,    3,    3,    2,     ,     ,  33,
IO, 12, 2026010606, 03, FNV3,  42, 182S,  905E,  35, 1001, XX,  34, NEQ,   26,   29,   22,   21,     ,     ,  37,
IO, 12, 2026010606, 03, FNV3,  42, 182S,  905E,  35, 1001, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  37,
IO, 12, 2026010606, 03, FNV3,  48, 181S,  897E,  32, 1002, XX,  34, NEQ,   11,   12,    8,    8,     ,     ,  41,
IO, 12, 2026010606, 03, FNV3,  54, 179S,  889E,  30, 1003, XX,  34, NEQ,    8,    7,    7,    8,     ,     ,  40,
IO, 12, 2026010606, 03, FNV3,  60, 177S,  879E,  29, 1004, XX,  34, NEQ,    5,    5,    5,    6,     ,     ,  42,
IO, 12, 2026010606, 03, FNV3,  66, 176S,  869E,  27, 1005, XX,  34, NEQ,    0,    1,    0,    0,     ,     ,  45,
IO, 12, 2026010606, 03, FNV3,  72, 176S,  859E,  27, 1005, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  42,
IO, 12, 2026010606, 03, FNV3,  78, 176S,  849E,  26, 1005, XX,  34, NEQ,    0,    1,    1,    0,     ,     ,  46,
IO, 12, 2026010606, 03, FNV3,  84, 176S,  838E,  26, 1005, XX,  34, NEQ,    1,    0,    0,    0,     ,     ,  44,
IO, 12, 2026010606, 03, FNV3,  90, 179S,  829E,  25, 1005, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  48,
IO, 12, 2026010606, 03, FNV3,  96, 182S,  821E,  25, 1005, XX,  34, NEQ,    2,    2,    1,    1,     ,     ,  43,
IO, 12, 2026010606, 03, FNV3, 102, 184S,  812E,  24, 1005, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  44,
IO, 12, 2026010606, 03, FNV3, 108, 188S,  803E,  24, 1006, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  48,
