# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
WP, 09, 2026070512, 03, FNV3,   0, 137N, 1469E, 154,  901, XX,  34, NEQ,  200,  160,  160,  190,     ,     ,  17,
WP, 09, 2026070512, 03, FNV3,   6, 140N, 1460E, 133,  923, XX,  34, NEQ,  209,  179,  163,  193,     ,     ,  15,
WP, 09, 2026070512, 03, FNV3,   6, 140N, 1460E, 133,  923, XX,  50, NEQ,  102,   90,   79,   92,     ,     ,  15,
WP, 09, 2026070512, 03, FNV3,   6, 140N, 1460E, 133,  923, XX,  64, NEQ,   59,   55,   47,   53,     ,     ,  15,
WP, 09, 2026070512, 03, FNV3,  12, 143N, 1451E, 132,  922, XX,  34, NEQ,  218,  189,  173,  202,     ,     ,  15,
WP, 09, 2026070512, 03, FNV3,  12, 143N, 1451E, 132,  922, XX,  50, NEQ,  118,  107,   93,  107,     ,     ,  15,
WP, 09, 2026070512, 03, FNV3,  12, 143N, 1451E, 132,  922, XX,  64, NEQ,   67,   63,   54,   60,     ,     ,  15,
WP, 09, 2026070512, 03, FNV3,  18, 148N, 1439E, 133,  922, XX,  34, NEQ,  233,  205,  185,  212,     ,     ,  16,
WP, 09, 2026070512, 03, FNV3,  18, 148N, 1439E, 133,  922, XX,  50, NEQ,  127,  116,   99,  113,     ,     ,  16,
WP, 09, 2026070512, 03, FNV3,  18, 148N, 1439E, 133,  922, XX,  64, NEQ,   71,   66,   56,   63,     ,     ,  16,
WP, 09, 2026070512, 03, FNV3,  24, 153N, 1426E, 133,  921, XX,  34, NEQ,  225,  193,  177,  208,     ,     ,  14,
WP, 09, 2026070512, 03, FNV3,  24, 153N, 1426E, 133,  921, XX,  50, NEQ,  122,  110,   96,  111,     ,     ,  14,
WP, 09, 2026070512, 03, FNV3,  24, 153N, 1426E, 133,  921, XX,  64, NEQ,   68,   64,   54,   61,     ,     ,  14,
WP, 09, 2026070512, 03, FNV3,  30, 156N, 1413E, 132,  922, XX,  34, NEQ,  220,  188,  173,  202,     ,     ,  14,
WP, 09, 2026070512, 03, FNV3,  30, 156N, 1413E, 132,  922, XX,  50, NEQ,  113,  102,   89,  102,     ,     ,  14,
WP, 09, 2026070512, 03, FNV3,  30, 156N, 1413E, 132,  922, XX,  64, NEQ,   63,   58,   50,   56,     ,     ,  14,
WP, 09, 2026070512, 03, FNV3,  36, 159N, 1398E, 129,  925, XX,  34, NEQ,  228,  197,  180,  210,     ,     ,  16,
WP, 09, 2026070512, 03, FNV3,  36, 159N, 1398E, 129,  925, XX,  50, NEQ,  119,  108,   93,  107,     ,     ,  16,
WP, 09, 2026070512, 03, FNV3,  36, 159N, 1398E, 129,  925, XX,  64, NEQ,   65,   60,   51,   58,     ,     ,  16,
WP, 09, 2026070512, 03, FNV3,  42, 163N, 1384E, 129,  922, XX,  34, NEQ,  248,  215,  195,  229,     ,     ,  17,
WP, 09, 2026070512, 03, FNV3,  42, 163N, 1384E, 129,  922, XX,  50, NEQ,  133,  122,  106,  121,     ,     ,  17,
WP, 09, 2026070512, 03, FNV3,  42, 163N, 1384E, 129,  922, XX,  64, NEQ,   74,   69,   59,   66,     ,     ,  17,
WP, 09, 2026070512, 03, FNV3,  48, 166N, 1371E, 132,  921, XX,  34, NEQ,  248,  213,  193,  230,     ,     ,  16,
WP, 09, 2026070512, 03, FNV3,  48, 166N, 1371E, 132,  921, XX,  50, NEQ,  136,  123,  108,  123,     ,     ,  16,
WP, 09, 2026070512, 03, FNV3,  48, 166N, 1371E, 132,  921, XX,  64, NEQ,   76,   71,   61,   68,     ,     ,  16,
WP, 09, 2026070512, 03, FNV3,  54, 169N, 1357E, 132,  920, XX,  34, NEQ,  237,  205,  188,  221,     ,     ,  16,
WP, 09, 2026070512, 03, FNV3,  54, 169N, 1357E, 132,  920, XX,  50, NEQ,  129,  117,  102,  116,     ,     ,  16,
WP, 09, 2026070512, 03, FNV3,  54, 169N, 1357E, 132,  920, XX,  64, NEQ,   71,   67,   57,   64,     ,     ,  16,
WP, 09, 2026070512, 03, FNV3,  60, 171N, 1343E, 126,  926, XX,  34, NEQ,  258,  226,  206,  238,     ,     ,  19,
WP, 09, 2026070512, 03, FNV3,  60, 171N, 1343E, 126,  926, XX,  50, NEQ,  141,  130,  114,  128,     ,     ,  19,
WP, 09, 2026070512, 03, FNV3,  60, 171N, 1343E, 126,  926, XX,  64, NEQ,   78,   74,   63,   70,     ,     ,  19,
WP, 09, 2026070512, 03, FNV3,  66, 175N, 1332E, 126,  924, XX,  34, NEQ,  267,  235,  217,  248,     ,     ,  19,
WP, 09, 2026070512, 03, FNV3,  66, 175N, 1332E, 126,  924, XX,  50, NEQ,  148,  138,  121,  134,     ,     ,  19,
WP, 09, 2026070512, 03, FNV3,  66, 175N, 1332E, 126,  924, XX,  64, NEQ,   81,   77,   66,   73,     ,     ,  19,
WP, 09, 2026070512, 03, FNV3,  72, 177N, 1321E, 124,  927, XX,  34, NEQ,  254,  222,  204,  235,     ,     ,  19,
WP, 09, 2026070512, 03, FNV3,  72, 177N, 1321E, 124,  927, XX,  50, NEQ,  140,  130,  114,  127,     ,     ,  19,
WP, 09, 2026070512, 03, FNV3,  72, 177N, 1321E, 124,  927, XX,  64, NEQ,   77,   73,   63,   69,     ,     ,  19,
WP, 09, 2026070512, 03, FNV3,  78, 181N, 1311E, 122,  926, XX,  34, NEQ,  264,  236,  215,  241,     ,     ,  22,
WP, 09, 2026070512, 03, FNV3,  78, 181N, 1311E, 122,  926, XX,  50, NEQ,  142,  133,  116,  128,     ,     ,  22,
WP, 09, 2026070512, 03, FNV3,  78, 181N, 1311E, 122,  926, XX,  64, NEQ,   77,   74,   63,   69,     ,     ,  22,
WP, 09, 2026070512, 03, FNV3,  84, 187N, 1303E, 117,  931, XX,  34, NEQ,  274,  248,  223,  249,     ,     ,  24,
