# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
SH, 30, 2026040806, 03, GENC,   0,  90S, 1560E,  93,  963, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
SH, 30, 2026040806, 03, GENC,   6,  89S, 1558E,  90,  966, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
SH, 30, 2026040806, 03, GENC,  12,  87S, 1556E,  87,  968, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
SH, 30, 2026040806, 03, GENC,  18,  87S, 1551E,  86,  969, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
SH, 30, 2026040806, 03, GENC,  24,  87S, 1547E,  85,  969, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
SH, 30, 2026040806, 03, GENC,  30,  86S, 1543E,  81,  973, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
SH, 30, 2026040806, 03, GENC,  36,  86S, 1539E,  76,  977, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
SH, 30, 2026040806, 03, GENC,  42,  88S, 1534E,  71,  981, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
SH, 30, 2026040806, 03, GENC,  48,  91S, 1530E,  65,  985, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
SH, 30, 2026040806, 03, GENC,  54,  94S, 1528E,  59,  989, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
SH, 30, 2026040806, 03, GENC,  60,  97S, 1526E,  54,  994, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
SH, 30, 2026040806, 03, GENC,  66, 103S, 1522E,  51,  995, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
SH, 30, 2026040806, 03, GENC,  72, 108S, 1519E,  49,  997, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
SH, 30, 2026040806, 03, GENC,  78, 114S, 1513E,  48,  997, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
SH, 30, 2026040806, 03, GENC,  84, 119S, 1508E,  47,  998, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
SH, 30, 2026040806, 03, GENC,  90, 122S, 1502E,  47,  998, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
SH, 30, 2026040806, 03, GENC,  96, 126S, 1495E,  47,  998, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
SH, 30, 2026040806, 03, GENC, 102, 128S, 1487E,  47,  998, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
SH, 30, 2026040806, 03, GENC, 108, 129S, 1480E,  47,  998, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
SH, 30, 2026040806, 03, GENC, 114, 132S, 1471E,  47,  998, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
SH, 30, 2026040806, 03, GENC, 120, 134S, 1462E,  46,  998, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
SH, 30, 2026040806, 03, GENC, 126, 134S, 1452E,  44,  999, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
SH, 30, 2026040806, 03, GENC, 132, 134S, 1441E,  42, 1001, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
SH, 30, 2026040806, 03, GENC, 138, 134S, 1430E,  41, 1001, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
SH, 30, 2026040806, 03, GENC, 144, 136S, 1419E,  39, 1003, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
