# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 09, 2026010418, 03, FNV3,   0, 163S,  584E,  29, 1005, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  55,
IO, 09, 2026010418, 03, FNV3,   6, 159S,  576E,  29, 1003, XX,  34, NEQ,    3,    2,    2,    2,     ,     ,  35,
IO, 09, 2026010418, 03, FNV3,  12, 161S,  566E,  28, 1005, XX,  34, NEQ,    2,    2,    2,    2,     ,     ,  30,
IO, 09, 2026010418, 03, FNV3,  18, 164S,  556E,  30, 1003, XX,  34, NEQ,    3,    4,    2,    2,     ,     ,  31,
IO, 09, 2026010418, 03, FNV3,  24, 165S,  546E,  30, 1003, XX,  34, NEQ,    4,    6,    5,    3,     ,     ,  29,
IO, 09, 2026010418, 03, FNV3,  30, 168S,  535E,  33, 1002, XX,  34, NEQ,   12,   15,   12,   10,     ,     ,  25,
IO, 09, 2026010418, 03, FNV3,  30, 168S,  535E,  33, 1002, XX,  50, NEQ,    0,    1,    0,    0,     ,     ,  25,
IO, 09, 2026010418, 03, FNV3,  36, 170S,  524E,  31, 1003, XX,  34, NEQ,    7,    7,    7,    5,     ,     ,  26,
IO, 09, 2026010418, 03, FNV3,  42, 174S,  515E,  29, 1004, XX,  34, NEQ,    4,    6,    4,    3,     ,     ,  33,
IO, 09, 2026010418, 03, FNV3,  48, 180S,  506E,  27, 1005, XX,  34, NEQ,    1,    1,    2,    1,     ,     ,  36,
IO, 09, 2026010418, 03, FNV3,  54, 187S,  498E,  24, 1006, XX,  34, NEQ,    1,    0,    0,    0,     ,     ,  36,
IO, 09, 2026010418, 03, FNV3,  60, 194S,  490E,  23, 1007, XX,  34, NEQ,    0,    0,    1,    0,     ,     ,  35,
IO, 12, 2026010418, 03, FNV3,   0,  97S,  969E,  35, 1001, XX,  34, NEQ,  115,   45,   45,  110,     ,     ,  40,
IO, 12, 2026010418, 03, FNV3,   6, 108S,  971E,  38,  999, XX,  34, NEQ,   51,   49,   36,   40,     ,     ,  42,
IO, 12, 2026010418, 03, FNV3,  12, 119S,  973E,  44,  997, XX,  34, NEQ,   83,   82,   63,   65,     ,     ,  38,
IO, 12, 2026010418, 03, FNV3,  12, 119S,  973E,  44,  997, XX,  50, NEQ,    2,    2,    1,    1,     ,     ,  38,
IO, 12, 2026010418, 03, FNV3,  18, 131S,  970E,  51,  994, XX,  34, NEQ,   74,   77,   59,   58,     ,     ,  29,
IO, 12, 2026010418, 03, FNV3,  18, 131S,  970E,  51,  994, XX,  50, NEQ,   14,   12,    8,    8,     ,     ,  29,
IO, 12, 2026010418, 03, FNV3,  18, 131S,  970E,  51,  994, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  29,
IO, 12, 2026010418, 03, FNV3,  24, 140S,  964E,  52,  994, XX,  34, NEQ,   76,   85,   67,   61,     ,     ,  26,
IO, 12, 2026010418, 03, FNV3,  24, 140S,  964E,  52,  994, XX,  50, NEQ,   16,   18,   12,   12,     ,     ,  26,
IO, 12, 2026010418, 03, FNV3,  24, 140S,  964E,  52,  994, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  26,
IO, 12, 2026010418, 03, FNV3,  30, 148S,  958E,  58,  990, XX,  34, NEQ,   87,   99,   78,   69,     ,     ,  22,
IO, 12, 2026010418, 03, FNV3,  30, 148S,  958E,  58,  990, XX,  50, NEQ,   26,   27,   20,   19,     ,     ,  22,
IO, 12, 2026010418, 03, FNV3,  30, 148S,  958E,  58,  990, XX,  64, NEQ,    5,    5,    3,    3,     ,     ,  22,
IO, 12, 2026010418, 03, FNV3,  36, 156S,  951E,  65,  985, XX,  34, NEQ,   95,  113,   95,   76,     ,     ,  20,
IO, 12, 2026010418, 03, FNV3,  36, 156S,  951E,  65,  985, XX,  50, NEQ,   35,   40,   31,   28,     ,     ,  20,
IO, 12, 2026010418, 03, FNV3,  36, 156S,  951E,  65,  985, XX,  64, NEQ,    8,    9,    7,    6,     ,     ,  20,
IO, 12, 2026010418, 03, FNV3,  42, 162S,  944E,  68,  983, XX,  34, NEQ,  102,  122,  103,   83,     ,     ,  17,
IO, 12, 2026010418, 03, FNV3,  42, 162S,  944E,  68,  983, XX,  50, NEQ,   43,   48,   39,   35,     ,     ,  17,
IO, 12, 2026010418, 03, FNV3,  42, 162S,  944E,  68,  983, XX,  64, NEQ,   11,   12,   10,    9,     ,     ,  17,
IO, 12, 2026010418, 03, FNV3,  48, 167S,  936E,  63,  985, XX,  34, NEQ,   94,  113,   98,   76,     ,     ,  18,
IO, 12, 2026010418, 03, FNV3,  48, 167S,  936E,  63,  985, XX,  50, NEQ,   37,   41,   34,   30,     ,     ,  18,
IO, 12, 2026010418, 03, FNV3,  48, 167S,  936E,  63,  985, XX,  64, NEQ,    9,   10,    8,    7,     ,     ,  18,
IO, 12, 2026010418, 03, FNV3,  54, 173S,  929E,  58,  990, XX,  34, NEQ,  102,  119,  100,   83,     ,     ,  18,
IO, 12, 2026010418, 03, FNV3,  54, 173S,  929E,  58,  990, XX,  50, NEQ,   34,   36,   29,   26,     ,     ,  18,
IO, 12, 2026010418, 03, FNV3,  54, 173S,  929E,  58,  990, XX,  64, NEQ,    4,    5,    4,    3,     ,     ,  18,
IO, 12, 2026010418, 03, FNV3,  60, 178S,  923E,  51,  994, XX,  34, NEQ,   87,  101,   87,   71,     ,     ,  24,
