# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
EP, 11, 2026090400, 03, FNV3,   0, 200N, 1380W,  89,  969, XX,  34, NEQ,  120,   80,   90,  120,     ,     ,  20,
EP, 11, 2026090400, 03, FNV3,   0, 200N, 1380W,  89,  969, XX,  50, NEQ,   70,   50,   40,   60,     ,     ,  20,
EP, 11, 2026090400, 03, FNV3,   0, 200N, 1380W,  89,  969, XX,  64, NEQ,   30,   30,   25,   35,     ,     ,  20,
EP, 11, 2026090400, 03, FNV3,   6, 202N, 1390W,  86,  969, XX,  34, NEQ,  118,   97,   82,  106,     ,     ,  23,
EP, 11, 2026090400, 03, FNV3,   6, 202N, 1390W,  86,  969, XX,  50, NEQ,   59,   49,   39,   52,     ,     ,  23,
EP, 11, 2026090400, 03, FNV3,   6, 202N, 1390W,  86,  969, XX,  64, NEQ,   32,   27,   22,   27,     ,     ,  23,
EP, 11, 2026090400, 03, FNV3,  12, 203N, 1399W,  82,  972, XX,  34, NEQ,  123,   97,   79,  110,     ,     ,  20,
EP, 11, 2026090400, 03, FNV3,  12, 203N, 1399W,  82,  972, XX,  50, NEQ,   63,   52,   41,   54,     ,     ,  20,
EP, 11, 2026090400, 03, FNV3,  12, 203N, 1399W,  82,  972, XX,  64, NEQ,   33,   26,   21,   27,     ,     ,  20,
EP, 11, 2026090400, 03, FNV3,  18, 205N, 1407W,  77,  976, XX,  34, NEQ,  119,   97,   80,  105,     ,     ,  23,
EP, 11, 2026090400, 03, FNV3,  18, 205N, 1407W,  77,  976, XX,  50, NEQ,   57,   48,   38,   50,     ,     ,  23,
EP, 11, 2026090400, 03, FNV3,  18, 205N, 1407W,  77,  976, XX,  64, NEQ,   27,   21,   17,   22,     ,     ,  23,
EP, 11, 2026090400, 03, FNV3,  24, 208N, 1415W,  73,  977, XX,  34, NEQ,  124,  103,   83,  108,     ,     ,  20,
