# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
WP, 31, 2025110400, 03, FNV3,   0, 106N, 1232E,  70,  987, XX,  34, NEQ,   95,   80,   75,   70,     ,     ,  10,
WP, 31, 2025110400, 03, FNV3,   6, 108N, 1222E,  61,  986, XX,  34, NEQ,   91,   78,   72,   82,     ,     ,  15,
WP, 31, 2025110400, 03, FNV3,   6, 108N, 1222E,  61,  986, XX,  50, NEQ,   37,   32,   26,   32,     ,     ,  15,
WP, 31, 2025110400, 03, FNV3,   6, 108N, 1222E,  61,  986, XX,  64, NEQ,    6,    4,    4,    4,     ,     ,  15,
WP, 31, 2025110400, 03, FNV3,  12, 111N, 1213E,  56,  989, XX,  34, NEQ,   85,   72,   66,   78,     ,     ,  20,
WP, 31, 2025110400, 03, FNV3,  12, 111N, 1213E,  56,  989, XX,  50, NEQ,   28,   21,   17,   22,     ,     ,  20,
WP, 31, 2025110400, 03, FNV3,  12, 111N, 1213E,  56,  989, XX,  64, NEQ,    2,    1,    1,    2,     ,     ,  20,
WP, 31, 2025110400, 03, FNV3,  18, 115N, 1202E,  64,  984, XX,  34, NEQ,   91,   76,   70,   85,     ,     ,  17,
WP, 31, 2025110400, 03, FNV3,  18, 115N, 1202E,  64,  984, XX,  50, NEQ,   40,   31,   26,   31,     ,     ,  17,
WP, 31, 2025110400, 03, FNV3,  18, 115N, 1202E,  64,  984, XX,  64, NEQ,    9,    7,    6,    7,     ,     ,  17,
WP, 31, 2025110400, 03, FNV3,  24, 119N, 1189E,  73,  978, XX,  34, NEQ,   88,   72,   70,   85,     ,     ,  13,
WP, 31, 2025110400, 03, FNV3,  24, 119N, 1189E,  73,  978, XX,  50, NEQ,   43,   34,   28,   35,     ,     ,  13,
WP, 31, 2025110400, 03, FNV3,  24, 119N, 1189E,  73,  978, XX,  64, NEQ,   15,   12,   10,   13,     ,     ,  13,
WP, 31, 2025110400, 03, FNV3,  30, 123N, 1176E,  76,  975, XX,  34, NEQ,  101,   85,   78,   93,     ,     ,  12,
WP, 31, 2025110400, 03, FNV3,  30, 123N, 1176E,  76,  975, XX,  50, NEQ,   50,   42,   34,   43,     ,     ,  12,
WP, 31, 2025110400, 03, FNV3,  30, 123N, 1176E,  76,  975, XX,  64, NEQ,   21,   16,   13,   17,     ,     ,  12,
WP, 31, 2025110400, 03, FNV3,  36, 126N, 1160E,  82,  970, XX,  34, NEQ,  103,   83,   78,   95,     ,     ,  13,
WP, 31, 2025110400, 03, FNV3,  36, 126N, 1160E,  82,  970, XX,  50, NEQ,   50,   42,   34,   43,     ,     ,  13,
WP, 31, 2025110400, 03, FNV3,  36, 126N, 1160E,  82,  970, XX,  64, NEQ,   22,   18,   15,   19,     ,     ,  13,
WP, 31, 2025110400, 03, FNV3,  42, 129N, 1143E,  96,  960, XX,  34, NEQ,  123,  102,   93,  114,     ,     ,  10,
WP, 31, 2025110400, 03, FNV3,  42, 129N, 1143E,  96,  960, XX,  50, NEQ,   66,   56,   47,   59,     ,     ,  10,
WP, 31, 2025110400, 03, FNV3,  42, 129N, 1143E,  96,  960, XX,  64, NEQ,   35,   31,   26,   31,     ,     ,  10,
WP, 31, 2025110400, 03, FNV3,  48, 130N, 1126E, 102,  954, XX,  34, NEQ,  128,  104,   97,  123,     ,     ,  10,
WP, 31, 2025110400, 03, FNV3,  48, 130N, 1126E, 102,  954, XX,  50, NEQ,   70,   59,   50,   63,     ,     ,  10,
WP, 31, 2025110400, 03, FNV3,  48, 130N, 1126E, 102,  954, XX,  64, NEQ,   36,   31,   26,   32,     ,     ,  10,
WP, 31, 2025110400, 03, FNV3,  54, 133N, 1111E, 101,  957, XX,  34, NEQ,  135,  113,  109,  132,     ,     ,  12,
WP, 31, 2025110400, 03, FNV3,  54, 133N, 1111E, 101,  957, XX,  50, NEQ,   77,   66,   58,   70,     ,     ,  12,
WP, 31, 2025110400, 03, FNV3,  54, 133N, 1111E, 101,  957, XX,  64, NEQ,   41,   36,   31,   36,     ,     ,  12,
WP, 31, 2025110400, 03, FNV3,  60, 138N, 1099E,  89,  967, XX,  34, NEQ,  123,  101,   99,  119,     ,     ,  17,
WP, 31, 2025110400, 03, FNV3,  60, 138N, 1099E,  89,  967, XX,  50, NEQ,   70,   59,   52,   63,     ,     ,  17,
WP, 31, 2025110400, 03, FNV3,  60, 138N, 1099E,  89,  967, XX,  64, NEQ,   35,   31,   26,   31,     ,     ,  17,
WP, 31, 2025110400, 03, FNV3,  66, 144N, 1084E,  64,  981, XX,  34, NEQ,  100,   87,   79,   88,     ,     ,  23,
WP, 31, 2025110400, 03, FNV3,  66, 144N, 1084E,  64,  981, XX,  50, NEQ,   46,   41,   34,   39,     ,     ,  23,
WP, 31, 2025110400, 03, FNV3,  66, 144N, 1084E,  64,  981, XX,  64, NEQ,   12,   10,    9,   10,     ,     ,  23,
WP, 31, 2025110400, 03, FNV3,  72, 151N, 1069E,  42,  994, XX,  34, NEQ,   56,   50,   43,   47,     ,     ,  29,
WP, 31, 2025110400, 03, FNV3,  72, 151N, 1069E,  42,  994, XX,  50, NEQ,   13,   12,   10,   11,     ,     ,  29,
WP, 31, 2025110400, 03, FNV3,  72, 151N, 1069E,  42,  994, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  29,
WP, 31, 2025110400, 03, FNV3,  78, 157N, 1060E,  30, 1001, XX,  34, NEQ,   14,   11,    9,   10,     ,     ,  41,
WP, 31, 2025110400, 03, FNV3,  78, 157N, 1060E,  30, 1001, XX,  50, NEQ,    2,    1,    1,    1,     ,     ,  41,
WP, 31, 2025110400, 03, FNV3,  84, 161N, 1050E,  20, 1004, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  48,
WP, 31, 2025110400, 03, FNV3,  90, 167N, 1039E,  19, 1006, XX,  34, NEQ,    1,    0,    0,    0,     ,     ,  51,
WP, 31, 2025110400, 03, FNV3,  96, 170N, 1029E,  17, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  54,
WP, 31, 2025110400, 03, FNV3, 102, 176N, 1023E,  16, 1008, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  39,
WP, 90, 2025110400, 03, FNV3,   0,  92N, 1443E,  19,  999, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  60,
WP, 90, 2025110400, 03, FNV3,   6,  93N, 1430E,  21, 1005, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  60,
WP, 90, 2025110400, 03, FNV3,  12,  89N, 1427E,  23, 1003, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  59,
