# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 09, 2025122318, 03, FNV3,   0, 123S,  989E,  35,  998, XX,  34, NEQ,   30,   45,   45,   30,     ,     ,  15,
IO, 09, 2025122318, 03, FNV3,   6, 120S,  985E,  41,  998, XX,  34, NEQ,   40,   41,   34,   36,     ,     ,  28,
IO, 09, 2025122318, 03, FNV3,   6, 120S,  985E,  41,  998, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  28,
IO, 09, 2025122318, 03, FNV3,  12, 119S,  982E,  48,  994, XX,  34, NEQ,   41,   42,   38,   37,     ,     ,  21,
IO, 09, 2025122318, 03, FNV3,  12, 119S,  982E,  48,  994, XX,  50, NEQ,    3,    4,    4,    2,     ,     ,  21,
IO, 09, 2025122318, 03, FNV3,  18, 118S,  980E,  48,  993, XX,  34, NEQ,   37,   38,   35,   35,     ,     ,  21,
IO, 09, 2025122318, 03, FNV3,  18, 118S,  980E,  48,  993, XX,  50, NEQ,    7,    8,    5,    5,     ,     ,  21,
IO, 09, 2025122318, 03, FNV3,  18, 118S,  980E,  48,  993, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  21,
IO, 09, 2025122318, 03, FNV3,  24, 118S,  974E,  55,  989, XX,  34, NEQ,   43,   51,   48,   40,     ,     ,  17,
IO, 09, 2025122318, 03, FNV3,  24, 118S,  974E,  55,  989, XX,  50, NEQ,   11,   13,   10,    9,     ,     ,  17,
IO, 09, 2025122318, 03, FNV3,  24, 118S,  974E,  55,  989, XX,  64, NEQ,    1,    2,    2,    1,     ,     ,  17,
IO, 09, 2025122318, 03, FNV3,  30, 119S,  969E,  60,  986, XX,  34, NEQ,   36,   45,   42,   33,     ,     ,  16,
IO, 09, 2025122318, 03, FNV3,  30, 119S,  969E,  60,  986, XX,  50, NEQ,   14,   15,   14,   11,     ,     ,  16,
IO, 09, 2025122318, 03, FNV3,  30, 119S,  969E,  60,  986, XX,  64, NEQ,    5,    5,    4,    3,     ,     ,  16,
IO, 09, 2025122318, 03, FNV3,  36, 120S,  962E,  70,  980, XX,  34, NEQ,   42,   53,   54,   39,     ,     ,  13,
IO, 09, 2025122318, 03, FNV3,  36, 120S,  962E,  70,  980, XX,  50, NEQ,   17,   19,   19,   14,     ,     ,  13,
IO, 09, 2025122318, 03, FNV3,  36, 120S,  962E,  70,  980, XX,  64, NEQ,    6,    8,    8,    6,     ,     ,  13,
IO, 09, 2025122318, 03, FNV3,  42, 121S,  957E,  72,  978, XX,  34, NEQ,   40,   54,   57,   40,     ,     ,  10,
IO, 09, 2025122318, 03, FNV3,  42, 121S,  957E,  72,  978, XX,  50, NEQ,   20,   23,   22,   17,     ,     ,  10,
IO, 09, 2025122318, 03, FNV3,  42, 121S,  957E,  72,  978, XX,  64, NEQ,    9,   11,    9,    8,     ,     ,  10,
IO, 09, 2025122318, 03, FNV3,  48, 121S,  950E,  75,  977, XX,  34, NEQ,   50,   64,   67,   50,     ,     ,  13,
IO, 09, 2025122318, 03, FNV3,  48, 121S,  950E,  75,  977, XX,  50, NEQ,   21,   26,   25,   19,     ,     ,  13,
IO, 09, 2025122318, 03, FNV3,  48, 121S,  950E,  75,  977, XX,  64, NEQ,   11,   12,   11,   10,     ,     ,  13,
IO, 09, 2025122318, 03, FNV3,  54, 122S,  943E,  73,  979, XX,  34, NEQ,   44,   60,   63,   44,     ,     ,  13,
IO, 09, 2025122318, 03, FNV3,  54, 122S,  943E,  73,  979, XX,  50, NEQ,   20,   24,   24,   18,     ,     ,  13,
IO, 09, 2025122318, 03, FNV3,  54, 122S,  943E,  73,  979, XX,  64, NEQ,   10,   11,   10,    9,     ,     ,  13,
IO, 09, 2025122318, 03, FNV3,  60, 123S,  935E,  74,  978, XX,  34, NEQ,   57,   71,   73,   54,     ,     ,  13,
IO, 09, 2025122318, 03, FNV3,  60, 123S,  935E,  74,  978, XX,  50, NEQ,   25,   29,   27,   22,     ,     ,  13,
IO, 09, 2025122318, 03, FNV3,  60, 123S,  935E,  74,  978, XX,  64, NEQ,   11,   12,   10,   10,     ,     ,  13,
IO, 09, 2025122318, 03, FNV3,  66, 124S,  928E,  70,  981, XX,  34, NEQ,   54,   67,   69,   53,     ,     ,  10,
