# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
EP, 02, 2025060906, 03, FNV3,   0, 166N, 1056W,  60,  994, XX,  34, NEQ,   60,   50,   30,   40,     ,     ,  15,
EP, 02, 2025060906, 03, FNV3,   6, 175N, 1065W,  68,  987, XX,  34, NEQ,   50,   43,   32,   42,     ,     ,  15,
EP, 02, 2025060906, 03, FNV3,   6, 175N, 1065W,  68,  987, XX,  50, NEQ,   23,   19,   14,   19,     ,     ,  15,
EP, 02, 2025060906, 03, FNV3,   6, 175N, 1065W,  68,  987, XX,  64, NEQ,    8,    7,    5,    7,     ,     ,  15,
EP, 02, 2025060906, 03, FNV3,  12, 179N, 1074W,  66,  989, XX,  34, NEQ,   49,   41,   30,   42,     ,     ,  16,
EP, 02, 2025060906, 03, FNV3,  12, 179N, 1074W,  66,  989, XX,  50, NEQ,   23,   18,   14,   19,     ,     ,  16,
EP, 02, 2025060906, 03, FNV3,  12, 179N, 1074W,  66,  989, XX,  64, NEQ,    8,    7,    5,    7,     ,     ,  16,
EP, 02, 2025060906, 03, FNV3,  18, 184N, 1081W,  59,  992, XX,  34, NEQ,   45,   40,   30,   37,     ,     ,  18,
EP, 02, 2025060906, 03, FNV3,  18, 184N, 1081W,  59,  992, XX,  50, NEQ,   17,   14,   11,   14,     ,     ,  18,
EP, 02, 2025060906, 03, FNV3,  18, 184N, 1081W,  59,  992, XX,  64, NEQ,    5,    4,    3,    4,     ,     ,  18,
EP, 02, 2025060906, 03, FNV3,  24, 190N, 1086W,  49,  998, XX,  34, NEQ,   29,   26,   18,   24,     ,     ,  23,
EP, 02, 2025060906, 03, FNV3,  24, 190N, 1086W,  49,  998, XX,  50, NEQ,   10,    8,    6,    8,     ,     ,  23,
EP, 02, 2025060906, 03, FNV3,  24, 190N, 1086W,  49,  998, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  23,
EP, 02, 2025060906, 03, FNV3,  30, 198N, 1089W,  37, 1004, XX,  34, NEQ,   12,   11,    7,    9,     ,     ,  31,
EP, 02, 2025060906, 03, FNV3,  30, 198N, 1089W,  37, 1004, XX,  50, NEQ,    2,    2,    1,    1,     ,     ,  31,
EP, 02, 2025060906, 03, FNV3,  36, 197N, 1098W,  33, 1005, XX,  34, NEQ,   10,    9,    6,    8,     ,     ,  36,
EP, 02, 2025060906, 03, FNV3,  36, 197N, 1098W,  33, 1005, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  36,
EP, 02, 2025060906, 03, FNV3,  42, 189N, 1111W,  33, 1005, XX,  34, NEQ,   11,   11,    8,    9,     ,     ,  35,
EP, 02, 2025060906, 03, FNV3,  42, 189N, 1111W,  33, 1005, XX,  50, NEQ,    1,    1,    0,    0,     ,     ,  35,
EP, 02, 2025060906, 03, FNV3,  48, 177N, 1124W,  33, 1005, XX,  34, NEQ,    9,    8,    5,    7,     ,     ,  40,
EP, 02, 2025060906, 03, FNV3,  54, 171N, 1127W,  30, 1006, XX,  34, NEQ,    3,    3,    2,    2,     ,     ,  38,
EP, 02, 2025060906, 03, FNV3,  60, 170N, 1125W,  25, 1007, XX,  34, NEQ,    1,    1,    1,    1,     ,     ,  40,
EP, 02, 2025060906, 03, FNV3,  66, 173N, 1119W,  23, 1008, XX,  34, NEQ,    2,    2,    2,    1,     ,     ,  42,
EP, 03, 2025060906, 03, FNV3,   0, 140N, 1124W,  45,  999, XX,  34, NEQ,   40,   30,   30,   40,     ,     ,  25,
EP, 03, 2025060906, 03, FNV3,   6, 142N, 1130W,  62,  990, XX,  34, NEQ,   42,   35,   27,   36,     ,     ,  18,
EP, 03, 2025060906, 03, FNV3,   6, 142N, 1130W,  62,  990, XX,  50, NEQ,   18,   14,   11,   15,     ,     ,  18,
EP, 03, 2025060906, 03, FNV3,   6, 142N, 1130W,  62,  990, XX,  64, NEQ,    5,    4,    3,    4,     ,     ,  18,
EP, 03, 2025060906, 03, FNV3,  12, 144N, 1135W,  60,  992, XX,  34, NEQ,   43,   36,   29,   38,     ,     ,  19,
EP, 03, 2025060906, 03, FNV3,  12, 144N, 1135W,  60,  992, XX,  50, NEQ,   17,   14,   10,   14,     ,     ,  19,
EP, 03, 2025060906, 03, FNV3,  12, 144N, 1135W,  60,  992, XX,  64, NEQ,    4,    3,    3,    4,     ,     ,  19,
EP, 03, 2025060906, 03, FNV3,  18, 146N, 1141W,  60,  992, XX,  34, NEQ,   47,   41,   33,   41,     ,     ,  19,
EP, 03, 2025060906, 03, FNV3,  18, 146N, 1141W,  60,  992, XX,  50, NEQ,   17,   14,   10,   14,     ,     ,  19,
EP, 03, 2025060906, 03, FNV3,  18, 146N, 1141W,  60,  992, XX,  64, NEQ,    5,    4,    3,    4,     ,     ,  19,
EP, 03, 2025060906, 03, FNV3,  24, 147N, 1145W,  57,  994, XX,  34, NEQ,   44,   38,   30,   39,     ,     ,  19,
EP, 03, 2025060906, 03, FNV3,  24, 147N, 1145W,  57,  994, XX,  50, NEQ,   16,   13,   10,   13,     ,     ,  19,
EP, 03, 2025060906, 03, FNV3,  24, 147N, 1145W,  57,  994, XX,  64, NEQ,    3,    3,    2,    3,     ,     ,  19,
