# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 09, 2025122906, 03, FNV3,   0, 136S,  815E, 115,  948, XX,  34, NEQ,   55,   65,   55,   50,     ,     ,   5,
IO, 09, 2025122906, 03, FNV3,   6, 139S,  805E,  89,  968, XX,  34, NEQ,   43,   58,   58,   40,     ,     ,   8,
IO, 09, 2025122906, 03, FNV3,   6, 139S,  805E,  89,  968, XX,  50, NEQ,   23,   26,   24,   20,     ,     ,   8,
IO, 09, 2025122906, 03, FNV3,   6, 139S,  805E,  89,  968, XX,  64, NEQ,   14,   14,   12,   12,     ,     ,   8,
IO, 09, 2025122906, 03, FNV3,  12, 141S,  794E,  90,  968, XX,  34, NEQ,   45,   58,   56,   41,     ,     ,   9,
IO, 09, 2025122906, 03, FNV3,  12, 141S,  794E,  90,  968, XX,  50, NEQ,   20,   24,   22,   18,     ,     ,   9,
IO, 09, 2025122906, 03, FNV3,  12, 141S,  794E,  90,  968, XX,  64, NEQ,   12,   13,   12,   11,     ,     ,   9,
IO, 09, 2025122906, 03, FNV3,  18, 142S,  783E,  90,  968, XX,  34, NEQ,   41,   56,   56,   40,     ,     ,   8,
IO, 09, 2025122906, 03, FNV3,  18, 142S,  783E,  90,  968, XX,  50, NEQ,   23,   26,   25,   21,     ,     ,   8,
IO, 09, 2025122906, 03, FNV3,  18, 142S,  783E,  90,  968, XX,  64, NEQ,   16,   16,   14,   14,     ,     ,   8,
IO, 09, 2025122906, 03, FNV3,  24, 143S,  771E,  88,  970, XX,  34, NEQ,   38,   53,   57,   39,     ,     ,  10,
IO, 09, 2025122906, 03, FNV3,  24, 143S,  771E,  88,  970, XX,  50, NEQ,   23,   27,   27,   21,     ,     ,  10,
IO, 09, 2025122906, 03, FNV3,  24, 143S,  771E,  88,  970, XX,  64, NEQ,   18,   18,   16,   16,     ,     ,  10,
IO, 09, 2025122906, 03, FNV3,  30, 143S,  761E,  82,  974, XX,  34, NEQ,   40,   59,   62,   39,     ,     ,   9,
IO, 09, 2025122906, 03, FNV3,  30, 143S,  761E,  82,  974, XX,  50, NEQ,   24,   29,   27,   21,     ,     ,   9,
IO, 09, 2025122906, 03, FNV3,  30, 143S,  761E,  82,  974, XX,  64, NEQ,   15,   16,   14,   14,     ,     ,   9,
IO, 09, 2025122906, 03, FNV3,  36, 144S,  749E,  71,  982, XX,  34, NEQ,   44,   57,   57,   41,     ,     ,  12,
IO, 09, 2025122906, 03, FNV3,  36, 144S,  749E,  71,  982, XX,  50, NEQ,   21,   24,   22,   18,     ,     ,  12,
IO, 09, 2025122906, 03, FNV3,  36, 144S,  749E,  71,  982, XX,  64, NEQ,   10,   11,    9,    9,     ,     ,  12,
IO, 09, 2025122906, 03, FNV3,  42, 146S,  738E,  68,  983, XX,  34, NEQ,   41,   56,   54,   39,     ,     ,  12,
IO, 09, 2025122906, 03, FNV3,  42, 146S,  738E,  68,  983, XX,  50, NEQ,   18,   22,   20,   16,     ,     ,  12,
IO, 09, 2025122906, 03, FNV3,  42, 146S,  738E,  68,  983, XX,  64, NEQ,   10,   11,    9,    9,     ,     ,  12,
IO, 09, 2025122906, 03, FNV3,  48, 150S,  726E,  65,  984, XX,  34, NEQ,   39,   50,   50,   37,     ,     ,  16,
IO, 09, 2025122906, 03, FNV3,  48, 150S,  726E,  65,  984, XX,  50, NEQ,   18,   20,   19,   16,     ,     ,  16,
IO, 09, 2025122906, 03, FNV3,  48, 150S,  726E,  65,  984, XX,  64, NEQ,    9,    9,    8,    8,     ,     ,  16,
IO, 09, 2025122906, 03, FNV3,  54, 153S,  717E,  63,  986, XX,  34, NEQ,   43,   55,   53,   38,     ,     ,  17,
IO, 09, 2025122906, 03, FNV3,  54, 153S,  717E,  63,  986, XX,  50, NEQ,   16,   20,   16,   13,     ,     ,  17,
IO, 09, 2025122906, 03, FNV3,  54, 153S,  717E,  63,  986, XX,  64, NEQ,    7,    9,    7,    7,     ,     ,  17,
IO, 09, 2025122906, 03, FNV3,  60, 156S,  707E,  57,  989, XX,  34, NEQ,   39,   49,   48,   38,     ,     ,  19,
IO, 09, 2025122906, 03, FNV3,  60, 156S,  707E,  57,  989, XX,  50, NEQ,   13,   15,   14,   12,     ,     ,  19,
IO, 09, 2025122906, 03, FNV3,  60, 156S,  707E,  57,  989, XX,  64, NEQ,    6,    7,    6,    5,     ,     ,  19,
IO, 09, 2025122906, 03, FNV3,  66, 157S,  701E,  54,  990, XX,  34, NEQ,   35,   46,   45,   35,     ,     ,  21,
IO, 09, 2025122906, 03, FNV3,  66, 157S,  701E,  54,  990, XX,  50, NEQ,   13,   16,   14,   12,     ,     ,  21,
IO, 09, 2025122906, 03, FNV3,  66, 157S,  701E,  54,  990, XX,  64, NEQ,    5,    6,    6,    5,     ,     ,  21,
IO, 09, 2025122906, 03, FNV3,  72, 157S,  694E,  47,  994, XX,  34, NEQ,   31,   35,   36,   31,     ,     ,  23,
IO, 09, 2025122906, 03, FNV3,  72, 157S,  694E,  47,  994, XX,  50, NEQ,    9,   11,   10,    8,     ,     ,  23,
IO, 09, 2025122906, 03, FNV3,  72, 157S,  694E,  47,  994, XX,  64, NEQ,    3,    3,    3,    3,     ,     ,  23,
IO, 09, 2025122906, 03, FNV3,  78, 156S,  690E,  42,  996, XX,  34, NEQ,   29,   29,   30,   27,     ,     ,  28,
IO, 09, 2025122906, 03, FNV3,  78, 156S,  690E,  42,  996, XX,  50, NEQ,    7,    8,    7,    6,     ,     ,  28,
IO, 09, 2025122906, 03, FNV3,  78, 156S,  690E,  42,  996, XX,  64, NEQ,    2,    2,    2,    2,     ,     ,  28,
IO, 09, 2025122906, 03, FNV3,  84, 152S,  683E,  40,  997, XX,  34, NEQ,   20,   22,   22,   24,     ,     ,  27,
IO, 09, 2025122906, 03, FNV3,  84, 152S,  683E,  40,  997, XX,  50, NEQ,    4,    5,    4,    3,     ,     ,  27,
IO, 09, 2025122906, 03, FNV3,  84, 152S,  683E,  40,  997, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  27,
IO, 09, 2025122906, 03, FNV3,  90, 149S,  678E,  37,  998, XX,  34, NEQ,   19,   21,   21,   19,     ,     ,  32,
IO, 09, 2025122906, 03, FNV3,  90, 149S,  678E,  37,  998, XX,  50, NEQ,    3,    3,    3,    2,     ,     ,  32,
IO, 09, 2025122906, 03, FNV3,  90, 149S,  678E,  37,  998, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  32,
IO, 09, 2025122906, 03, FNV3,  96, 145S,  672E,  35, 1000, XX,  34, NEQ,   14,   14,   14,   16,     ,     ,  30,
IO, 09, 2025122906, 03, FNV3,  96, 145S,  672E,  35, 1000, XX,  50, NEQ,    2,    2,    2,    2,     ,     ,  30,
IO, 09, 2025122906, 03, FNV3,  96, 145S,  672E,  35, 1000, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  30,
IO, 09, 2025122906, 03, FNV3, 102, 142S,  667E,  33, 1000, XX,  34, NEQ,   12,   12,   12,   12,     ,     ,  34,
IO, 09, 2025122906, 03, FNV3, 102, 142S,  667E,  33, 1000, XX,  50, NEQ,    2,    3,    2,    2,     ,     ,  34,
IO, 09, 2025122906, 03, FNV3, 102, 142S,  667E,  33, 1000, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  34,
IO, 09, 2025122906, 03, FNV3, 108, 139S,  663E,  34, 1001, XX,  34, NEQ,   18,   18,   19,   19,     ,     ,  35,
IO, 09, 2025122906, 03, FNV3, 108, 139S,  663E,  34, 1001, XX,  50, NEQ,    2,    2,    2,    1,     ,     ,  35,
IO, 09, 2025122906, 03, FNV3, 114, 137S,  657E,  35, 1000, XX,  34, NEQ,   17,   18,   17,   15,     ,     ,  34,
IO, 09, 2025122906, 03, FNV3, 114, 137S,  657E,  35, 1000, XX,  50, NEQ,    2,    2,    1,    1,     ,     ,  34,
IO, 09, 2025122906, 03, FNV3, 120, 136S,  652E,  31, 1001, XX,  34, NEQ,   15,   15,   13,   12,     ,     ,  36,
IO, 09, 2025122906, 03, FNV3, 120, 136S,  652E,  31, 1001, XX,  50, NEQ,    2,    3,    2,    2,     ,     ,  36,
IO, 09, 2025122906, 03, FNV3, 126, 136S,  647E,  32, 1001, XX,  34, NEQ,   11,   13,   11,   10,     ,     ,  37,
IO, 09, 2025122906, 03, FNV3, 126, 136S,  647E,  32, 1001, XX,  50, NEQ,    2,    2,    2,    2,     ,     ,  37,
IO, 09, 2025122906, 03, FNV3, 132, 136S,  641E,  31, 1002, XX,  34, NEQ,   12,   13,   12,   11,     ,     ,  35,
IO, 09, 2025122906, 03, FNV3, 132, 136S,  641E,  31, 1002, XX,  50, NEQ,    1,    2,    1,    1,     ,     ,  35,
IO, 09, 2025122906, 03, FNV3, 138, 138S,  633E,  34, 1000, XX,  34, NEQ,   17,   20,   18,   15,     ,     ,  34,
IO, 09, 2025122906, 03, FNV3, 138, 138S,  633E,  34, 1000, XX,  50, NEQ,    3,    3,    3,    2,     ,     ,  34,
IO, 09, 2025122906, 03, FNV3, 138, 138S,  633E,  34, 1000, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  34,
IO, 09, 2025122906, 03, FNV3, 144, 140S,  624E,  32, 1001, XX,  34, NEQ,   15,   16,   16,   13,     ,     ,  35,
IO, 09, 2025122906, 03, FNV3, 144, 140S,  624E,  32, 1001, XX,  50, NEQ,    3,    4,    3,    3,     ,     ,  35,
IO, 09, 2025122906, 03, FNV3, 144, 140S,  624E,  32, 1001, XX,  64, NEQ,    2,    2,    1,    1,     ,     ,  35,
IO, 09, 2025122906, 03, FNV3, 150, 141S,  615E,  37,  998, XX,  34, NEQ,   17,   21,   19,   15,     ,     ,  32,
IO, 09, 2025122906, 03, FNV3, 150, 141S,  615E,  37,  998, XX,  50, NEQ,    5,    5,    5,    4,     ,     ,  32,
IO, 09, 2025122906, 03, FNV3, 150, 141S,  615E,  37,  998, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  32,
IO, 09, 2025122906, 03, FNV3, 156, 142S,  605E,  39,  997, XX,  34, NEQ,   25,   27,   26,   23,     ,     ,  29,
IO, 09, 2025122906, 03, FNV3, 156, 142S,  605E,  39,  997, XX,  50, NEQ,    6,    6,    6,    5,     ,     ,  29,
IO, 09, 2025122906, 03, FNV3, 156, 142S,  605E,  39,  997, XX,  64, NEQ,    2,    2,    2,    2,     ,     ,  29,
IO, 09, 2025122906, 03, FNV3, 162, 141S,  596E,  43,  996, XX,  34, NEQ,   29,   37,   33,   27,     ,     ,  28,
IO, 09, 2025122906, 03, FNV3, 162, 141S,  596E,  43,  996, XX,  50, NEQ,   10,   11,   10,    8,     ,     ,  28,
IO, 09, 2025122906, 03, FNV3, 162, 141S,  596E,  43,  996, XX,  64, NEQ,    4,    5,    4,    3,     ,     ,  28,
IO, 09, 2025122906, 03, FNV3, 168, 141S,  586E,  42,  997, XX,  34, NEQ,   27,   32,   34,   25,     ,     ,  30,
IO, 09, 2025122906, 03, FNV3, 168, 141S,  586E,  42,  997, XX,  50, NEQ,    9,   11,   10,    8,     ,     ,  30,
IO, 09, 2025122906, 03, FNV3, 168, 141S,  586E,  42,  997, XX,  64, NEQ,    4,    4,    4,    3,     ,     ,  30,
IO, 09, 2025122906, 03, FNV3, 174, 140S,  578E,  47,  993, XX,  34, NEQ,   26,   33,   34,   25,     ,     ,  31,
IO, 09, 2025122906, 03, FNV3, 174, 140S,  578E,  47,  993, XX,  50, NEQ,   12,   14,   13,   11,     ,     ,  31,
IO, 09, 2025122906, 03, FNV3, 174, 140S,  578E,  47,  993, XX,  64, NEQ,    5,    6,    5,    5,     ,     ,  31,
IO, 09, 2025122906, 03, FNV3, 180, 140S,  567E,  50,  991, XX,  34, NEQ,   37,   45,   45,   36,     ,     ,  28,
IO, 09, 2025122906, 03, FNV3, 180, 140S,  567E,  50,  991, XX,  50, NEQ,   13,   15,   14,   11,     ,     ,  28,
IO, 09, 2025122906, 03, FNV3, 180, 140S,  567E,  50,  991, XX,  64, NEQ,    5,    6,    6,    5,     ,     ,  28,
IO, 09, 2025122906, 03, FNV3, 186, 140S,  555E,  54,  988, XX,  34, NEQ,   40,   50,   48,   38,     ,     ,  29,
IO, 09, 2025122906, 03, FNV3, 186, 140S,  555E,  54,  988, XX,  50, NEQ,   16,   19,   18,   14,     ,     ,  29,
IO, 09, 2025122906, 03, FNV3, 186, 140S,  555E,  54,  988, XX,  64, NEQ,    8,    9,    8,    7,     ,     ,  29,
IO, 09, 2025122906, 03, FNV3, 192, 140S,  547E,  52,  990, XX,  34, NEQ,   48,   55,   58,   48,     ,     ,  30,
IO, 09, 2025122906, 03, FNV3, 192, 140S,  547E,  52,  990, XX,  50, NEQ,   19,   22,   22,   18,     ,     ,  30,
IO, 09, 2025122906, 03, FNV3, 192, 140S,  547E,  52,  990, XX,  64, NEQ,    9,   10,    8,    8,     ,     ,  30,
IO, 09, 2025122906, 03, FNV3, 198, 139S,  539E,  57,  987, XX,  34, NEQ,   49,   59,   60,   46,     ,     ,  30,
IO, 09, 2025122906, 03, FNV3, 198, 139S,  539E,  57,  987, XX,  50, NEQ,   20,   23,   22,   18,     ,     ,  30,
