# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 09, 2026010406, 03, FNV3,   0, 154S,  614E,  29, 1006, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  45,
IO, 09, 2026010406, 03, FNV3,   6, 159S,  602E,  26, 1004, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  37,
IO, 09, 2026010406, 03, FNV3,  12, 159S,  590E,  26, 1005, XX,  34, NEQ,    3,    3,    2,    2,     ,     ,  41,
IO, 09, 2026010406, 03, FNV3,  18, 160S,  578E,  27, 1004, XX,  34, NEQ,    0,    1,    0,    0,     ,     ,  36,
IO, 09, 2026010406, 03, FNV3,  24, 162S,  567E,  24, 1006, XX,  34, NEQ,    3,    3,    3,    3,     ,     ,  36,
IO, 09, 2026010406, 03, FNV3,  30, 163S,  556E,  26, 1004, XX,  34, NEQ,    0,    1,    1,    0,     ,     ,  38,
IO, 09, 2026010406, 03, FNV3,  36, 165S,  545E,  27, 1005, XX,  34, NEQ,    3,    3,    2,    2,     ,     ,  36,
IO, 09, 2026010406, 03, FNV3,  42, 168S,  535E,  27, 1005, XX,  34, NEQ,    2,    4,    3,    2,     ,     ,  36,
IO, 09, 2026010406, 03, FNV3,  48, 170S,  525E,  25, 1005, XX,  34, NEQ,    1,    3,    1,    1,     ,     ,  37,
IO, 09, 2026010406, 03, FNV3,  54, 176S,  517E,  25, 1006, XX,  34, NEQ,    1,    0,    3,    0,     ,     ,  45,
IO, 09, 2026010406, 03, FNV3,  60, 180S,  508E,  25, 1006, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  44,
IO, 91, 2026010406, 03, FNV3,   0,  80S,  945E,  29, 1001, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  45,
IO, 91, 2026010406, 03, FNV3,   6,  88S,  958E,  32, 1001, XX,  34, NEQ,   28,   24,   20,   22,     ,     ,  43,
IO, 91, 2026010406, 03, FNV3,  12,  96S,  966E,  34, 1001, XX,  34, NEQ,   43,   33,   27,   30,     ,     ,  48,
IO, 91, 2026010406, 03, FNV3,  18, 105S,  970E,  38,  999, XX,  34, NEQ,   57,   51,   39,   44,     ,     ,  41,
IO, 91, 2026010406, 03, FNV3,  18, 105S,  970E,  38,  999, XX,  50, NEQ,    1,    1,    0,    0,     ,     ,  41,
IO, 91, 2026010406, 03, FNV3,  24, 117S,  971E,  41,  999, XX,  34, NEQ,   58,   57,   44,   44,     ,     ,  36,
IO, 91, 2026010406, 03, FNV3,  24, 117S,  971E,  41,  999, XX,  50, NEQ,    1,    1,    0,    1,     ,     ,  36,
IO, 91, 2026010406, 03, FNV3,  30, 127S,  969E,  47,  995, XX,  34, NEQ,   72,   75,   58,   57,     ,     ,  27,
IO, 91, 2026010406, 03, FNV3,  30, 127S,  969E,  47,  995, XX,  50, NEQ,   10,    9,    7,    7,     ,     ,  27,
IO, 91, 2026010406, 03, FNV3,  30, 127S,  969E,  47,  995, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  27,
IO, 91, 2026010406, 03, FNV3,  36, 137S,  964E,  50,  994, XX,  34, NEQ,   70,   77,   62,   56,     ,     ,  28,
IO, 91, 2026010406, 03, FNV3,  36, 137S,  964E,  50,  994, XX,  50, NEQ,   11,   13,    9,    8,     ,     ,  28,
IO, 91, 2026010406, 03, FNV3,  42, 146S,  958E,  54,  992, XX,  34, NEQ,   73,   84,   66,   58,     ,     ,  24,
IO, 91, 2026010406, 03, FNV3,  42, 146S,  958E,  54,  992, XX,  50, NEQ,   18,   22,   14,   13,     ,     ,  24,
IO, 91, 2026010406, 03, FNV3,  42, 146S,  958E,  54,  992, XX,  64, NEQ,    2,    3,    1,    1,     ,     ,  24,
IO, 91, 2026010406, 03, FNV3,  48, 153S,  951E,  61,  988, XX,  34, NEQ,   93,  107,   89,   75,     ,     ,  23,
IO, 91, 2026010406, 03, FNV3,  48, 153S,  951E,  61,  988, XX,  50, NEQ,   32,   36,   29,   25,     ,     ,  23,
IO, 91, 2026010406, 03, FNV3,  48, 153S,  951E,  61,  988, XX,  64, NEQ,    5,    6,    4,    3,     ,     ,  23,
IO, 91, 2026010406, 03, FNV3,  54, 160S,  944E,  68,  983, XX,  34, NEQ,   88,  106,   90,   70,     ,     ,  18,
IO, 91, 2026010406, 03, FNV3,  54, 160S,  944E,  68,  983, XX,  50, NEQ,   38,   41,   35,   29,     ,     ,  18,
IO, 91, 2026010406, 03, FNV3,  54, 160S,  944E,  68,  983, XX,  64, NEQ,   11,   13,   10,    9,     ,     ,  18,
IO, 91, 2026010406, 03, FNV3,  60, 166S,  937E,  67,  983, XX,  34, NEQ,   90,  108,   92,   72,     ,     ,  16,
IO, 91, 2026010406, 03, FNV3,  60, 166S,  937E,  67,  983, XX,  50, NEQ,   36,   41,   35,   29,     ,     ,  16,
IO, 91, 2026010406, 03, FNV3,  60, 166S,  937E,  67,  983, XX,  64, NEQ,   11,   12,   10,   10,     ,     ,  16,
IO, 91, 2026010406, 03, FNV3,  66, 171S,  931E,  61,  987, XX,  34, NEQ,   89,  108,   92,   71,     ,     ,  21,
IO, 91, 2026010406, 03, FNV3,  66, 171S,  931E,  61,  987, XX,  50, NEQ,   31,   35,   27,   24,     ,     ,  21,
IO, 91, 2026010406, 03, FNV3,  66, 171S,  931E,  61,  987, XX,  64, NEQ,    6,    6,    5,    4,     ,     ,  21,
IO, 91, 2026010406, 03, FNV3,  72, 176S,  925E,  59,  989, XX,  34, NEQ,   78,   97,   85,   63,     ,     ,  20,
IO, 91, 2026010406, 03, FNV3,  72, 176S,  925E,  59,  989, XX,  50, NEQ,   26,   29,   25,   21,     ,     ,  20,
IO, 91, 2026010406, 03, FNV3,  72, 176S,  925E,  59,  989, XX,  64, NEQ,    6,    7,    5,    5,     ,     ,  20,
IO, 91, 2026010406, 03, FNV3,  78, 180S,  920E,  53,  991, XX,  34, NEQ,   82,   93,   80,   68,     ,     ,  24,
IO, 91, 2026010406, 03, FNV3,  78, 180S,  920E,  53,  991, XX,  50, NEQ,   13,   14,   12,    9,     ,     ,  24,
IO, 91, 2026010406, 03, FNV3,  78, 180S,  920E,  53,  991, XX,  64, NEQ,    2,    2,    2,    2,     ,     ,  24,
IO, 91, 2026010406, 03, FNV3,  84, 180S,  915E,  46,  995, XX,  34, NEQ,   79,   83,   76,   69,     ,     ,  30,
IO, 91, 2026010406, 03, FNV3,  84, 180S,  915E,  46,  995, XX,  50, NEQ,   13,   13,   11,   11,     ,     ,  30,
IO, 91, 2026010406, 03, FNV3,  84, 180S,  915E,  46,  995, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  30,
IO, 91, 2026010406, 03, FNV3,  90, 181S,  910E,  39,  999, XX,  34, NEQ,   47,   47,   40,   39,     ,     ,  32,
IO, 91, 2026010406, 03, FNV3,  90, 181S,  910E,  39,  999, XX,  50, NEQ,    3,    2,    2,    2,     ,     ,  32,
IO, 91, 2026010406, 03, FNV3,  96, 180S,  904E,  34, 1001, XX,  34, NEQ,   25,   27,   24,   20,     ,     ,  38,
IO, 91, 2026010406, 03, FNV3, 102, 179S,  898E,  32, 1002, XX,  34, NEQ,   15,   14,   12,   12,     ,     ,  37,
IO, 91, 2026010406, 03, FNV3, 108, 177S,  890E,  30, 1003, XX,  34, NEQ,   14,   16,   13,   13,     ,     ,  43,
IO, 91, 2026010406, 03, FNV3, 114, 178S,  882E,  30, 1003, XX,  34, NEQ,    6,    7,    7,    6,     ,     ,  42,
IO, 91, 2026010406, 03, FNV3, 120, 178S,  873E,  30, 1003, XX,  34, NEQ,   13,   14,   11,    9,     ,     ,  43,
IO, 91, 2026010406, 03, FNV3, 126, 178S,  865E,  30, 1003, XX,  34, NEQ,   13,   14,   12,   11,     ,     ,  39,
IO, 91, 2026010406, 03, FNV3, 132, 181S,  854E,  29, 1004, XX,  34, NEQ,    9,    9,    6,    6,     ,     ,  44,
IO, 91, 2026010406, 03, FNV3, 138, 185S,  844E,  27, 1004, XX,  34, NEQ,    1,    1,    0,    0,     ,     ,  46,
IO, 91, 2026010406, 03, FNV3, 144, 188S,  835E,  27, 1004, XX,  34, NEQ,    2,    2,    2,    2,     ,     ,  43,
IO, 91, 2026010406, 03, FNV3, 150, 191S,  824E,  26, 1004, XX,  34, NEQ,    2,    1,    1,    1,     ,     ,  46,
IO, 91, 2026010406, 03, FNV3, 156, 194S,  816E,  25, 1005, XX,  34, NEQ,    1,    1,    1,    1,     ,     ,  47,
IO, 91, 2026010406, 03, FNV3, 162, 197S,  807E,  25, 1005, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  40,
IO, 91, 2026010406, 03, FNV3, 168, 201S,  797E,  23, 1006, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  51,
IO, 91, 2026010406, 03, FNV3, 174, 207S,  787E,  24, 1005, XX,  34, NEQ,    0,    0,    2,    0,     ,     ,  49,
IO, 91, 2026010406, 03, FNV3, 180, 209S,  777E,  24, 1006, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  51,
IO, 91, 2026010406, 03, FNV3, 186, 208S,  767E,  23, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  41,
