# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 07, 2025121718, 03, FNV3,   0, 110S,  914E,  29, 1004, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  60,
IO, 07, 2025121718, 03, FNV3,   6, 112S,  919E,  30, 1004, XX,  34, NEQ,   11,    7,    6,    7,     ,     ,  39,
IO, 07, 2025121718, 03, FNV3,  12, 111S,  919E,  31, 1003, XX,  34, NEQ,    9,    8,    7,    8,     ,     ,  37,
IO, 07, 2025121718, 03, FNV3,  18, 105S,  916E,  28, 1003, XX,  34, NEQ,    1,    1,    1,    2,     ,     ,  39,
IO, 07, 2025121718, 03, FNV3,  24,  98S,  912E,  25, 1005, XX,  34, NEQ,    5,    5,    4,    4,     ,     ,  44,
IO, 07, 2025121718, 03, FNV3,  30,  94S,  908E,  24, 1005, XX,  34, NEQ,    3,    4,    3,    4,     ,     ,  45,
IO, 93, 2025121718, 03, FNV3,   0, 129S, 1122E,  29, 1001, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  20,
IO, 93, 2025121718, 03, FNV3,   6, 124S, 1112E,  29, 1002, XX,  34, NEQ,    2,    3,    1,    1,     ,     ,  40,
IO, 93, 2025121718, 03, FNV3,  12, 122S, 1105E,  29, 1002, XX,  34, NEQ,    5,    5,    5,    5,     ,     ,  41,
IO, 93, 2025121718, 03, FNV3,  18, 120S, 1099E,  32, 1000, XX,  34, NEQ,   14,   13,   11,   12,     ,     ,  40,
IO, 93, 2025121718, 03, FNV3,  24, 119S, 1095E,  33,  999, XX,  34, NEQ,    9,    7,    7,   10,     ,     ,  39,
IO, 93, 2025121718, 03, FNV3,  30, 119S, 1090E,  32, 1000, XX,  34, NEQ,   11,   12,   12,   10,     ,     ,  37,
IO, 93, 2025121718, 03, FNV3,  36, 119S, 1086E,  32,  999, XX,  34, NEQ,    7,    7,    8,    6,     ,     ,  36,
IO, 93, 2025121718, 03, FNV3,  42, 120S, 1083E,  32,  999, XX,  34, NEQ,   10,   11,    9,    8,     ,     ,  39,
IO, 93, 2025121718, 03, FNV3,  48, 121S, 1079E,  32, 1000, XX,  34, NEQ,    9,    9,   10,   11,     ,     ,  38,
IO, 93, 2025121718, 03, FNV3,  54, 122S, 1075E,  33,  999, XX,  34, NEQ,   14,   15,   12,   11,     ,     ,  36,
IO, 93, 2025121718, 03, FNV3,  60, 123S, 1070E,  34,  999, XX,  34, NEQ,   21,   24,   21,   19,     ,     ,  40,
IO, 93, 2025121718, 03, FNV3,  66, 125S, 1064E,  35,  999, XX,  34, NEQ,   18,   21,   16,   16,     ,     ,  34,
IO, 93, 2025121718, 03, FNV3,  72, 126S, 1057E,  38,  998, XX,  34, NEQ,   21,   25,   22,   19,     ,     ,  32,
IO, 93, 2025121718, 03, FNV3,  72, 126S, 1057E,  38,  998, XX,  50, NEQ,    2,    3,    2,    2,     ,     ,  32,
IO, 93, 2025121718, 03, FNV3,  78, 128S, 1052E,  40,  998, XX,  34, NEQ,   28,   30,   26,   24,     ,     ,  30,
IO, 93, 2025121718, 03, FNV3,  78, 128S, 1052E,  40,  998, XX,  50, NEQ,    3,    3,    2,    2,     ,     ,  30,
IO, 93, 2025121718, 03, FNV3,  84, 129S, 1047E,  46,  995, XX,  34, NEQ,   38,   44,   39,   33,     ,     ,  26,
IO, 93, 2025121718, 03, FNV3,  84, 129S, 1047E,  46,  995, XX,  50, NEQ,    8,    9,    9,    7,     ,     ,  26,
IO, 93, 2025121718, 03, FNV3,  84, 129S, 1047E,  46,  995, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  26,
IO, 93, 2025121718, 03, FNV3,  90, 129S, 1042E,  48,  994, XX,  34, NEQ,   38,   41,   38,   33,     ,     ,  26,
IO, 93, 2025121718, 03, FNV3,  90, 129S, 1042E,  48,  994, XX,  50, NEQ,    7,    9,    7,    6,     ,     ,  26,
IO, 93, 2025121718, 03, FNV3,  90, 129S, 1042E,  48,  994, XX,  64, NEQ,    2,    2,    2,    2,     ,     ,  26,
IO, 93, 2025121718, 03, FNV3,  96, 129S, 1036E,  54,  990, XX,  34, NEQ,   45,   53,   51,   43,     ,     ,  21,
IO, 93, 2025121718, 03, FNV3,  96, 129S, 1036E,  54,  990, XX,  50, NEQ,   11,   13,   12,   10,     ,     ,  21,
IO, 93, 2025121718, 03, FNV3,  96, 129S, 1036E,  54,  990, XX,  64, NEQ,    4,    4,    4,    3,     ,     ,  21,
IO, 93, 2025121718, 03, FNV3, 102, 130S, 1032E,  59,  988, XX,  34, NEQ,   48,   59,   53,   44,     ,     ,  19,
IO, 93, 2025121718, 03, FNV3, 102, 130S, 1032E,  59,  988, XX,  50, NEQ,   14,   16,   15,   12,     ,     ,  19,
IO, 93, 2025121718, 03, FNV3, 102, 130S, 1032E,  59,  988, XX,  64, NEQ,    5,    6,    5,    4,     ,     ,  19,
IO, 93, 2025121718, 03, FNV3, 108, 131S, 1028E,  68,  981, XX,  34, NEQ,   53,   64,   63,   49,     ,     ,  20,
IO, 93, 2025121718, 03, FNV3, 108, 131S, 1028E,  68,  981, XX,  50, NEQ,   19,   23,   21,   17,     ,     ,  20,
IO, 93, 2025121718, 03, FNV3, 108, 131S, 1028E,  68,  981, XX,  64, NEQ,    9,   11,    9,    9,     ,     ,  20,
IO, 93, 2025121718, 03, FNV3, 114, 132S, 1025E,  69,  979, XX,  34, NEQ,   49,   58,   57,   46,     ,     ,  19,
IO, 93, 2025121718, 03, FNV3, 114, 132S, 1025E,  69,  979, XX,  50, NEQ,   16,   19,   18,   15,     ,     ,  19,
IO, 93, 2025121718, 03, FNV3, 114, 132S, 1025E,  69,  979, XX,  64, NEQ,   10,   10,    9,    9,     ,     ,  19,
IO, 93, 2025121718, 03, FNV3, 120, 132S, 1021E,  67,  981, XX,  34, NEQ,   51,   59,   58,   47,     ,     ,  20,
IO, 93, 2025121718, 03, FNV3, 120, 132S, 1021E,  67,  981, XX,  50, NEQ,   18,   20,   19,   17,     ,     ,  20,
IO, 93, 2025121718, 03, FNV3, 120, 132S, 1021E,  67,  981, XX,  64, NEQ,   10,   11,    9,    9,     ,     ,  20,
IO, 93, 2025121718, 03, FNV3, 126, 134S, 1017E,  63,  983, XX,  34, NEQ,   47,   55,   55,   45,     ,     ,  19,
IO, 93, 2025121718, 03, FNV3, 126, 134S, 1017E,  63,  983, XX,  50, NEQ,   18,   20,   18,   16,     ,     ,  19,
IO, 93, 2025121718, 03, FNV3, 126, 134S, 1017E,  63,  983, XX,  64, NEQ,    9,    9,    8,    8,     ,     ,  19,
IO, 93, 2025121718, 03, FNV3, 132, 134S, 1014E,  63,  984, XX,  34, NEQ,   49,   56,   54,   44,     ,     ,  17,
IO, 93, 2025121718, 03, FNV3, 132, 134S, 1014E,  63,  984, XX,  50, NEQ,   20,   22,   20,   17,     ,     ,  17,
IO, 93, 2025121718, 03, FNV3, 132, 134S, 1014E,  63,  984, XX,  64, NEQ,    8,    8,    7,    7,     ,     ,  17,
IO, 93, 2025121718, 03, FNV3, 138, 134S, 1010E,  59,  985, XX,  34, NEQ,   38,   44,   45,   37,     ,     ,  17,
IO, 93, 2025121718, 03, FNV3, 138, 134S, 1010E,  59,  985, XX,  50, NEQ,   14,   16,   15,   13,     ,     ,  17,
