# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
EP, 11, 2026090312, 03, FNV3,   0, 197N, 1362W,  99,  961, XX,  34, NEQ,  110,   80,   80,  110,     ,     ,  15,
EP, 11, 2026090312, 03, FNV3,   0, 197N, 1362W,  99,  961, XX,  50, NEQ,   60,   50,   50,   60,     ,     ,  15,
EP, 11, 2026090312, 03, FNV3,   0, 197N, 1362W,  99,  961, XX,  64, NEQ,   30,   30,   30,   30,     ,     ,  15,
EP, 11, 2026090312, 03, FNV3,   6, 198N, 1371W,  88,  969, XX,  34, NEQ,  121,  100,   79,  105,     ,     ,  19,
EP, 11, 2026090312, 03, FNV3,   6, 198N, 1371W,  88,  969, XX,  50, NEQ,   55,   45,   35,   47,     ,     ,  19,
EP, 11, 2026090312, 03, FNV3,   6, 198N, 1371W,  88,  969, XX,  64, NEQ,   30,   24,   20,   24,     ,     ,  19,
EP, 11, 2026090312, 03, FNV3,  12, 201N, 1380W,  90,  965, XX,  34, NEQ,  127,  106,   85,  112,     ,     ,  19,
EP, 11, 2026090312, 03, FNV3,  12, 201N, 1380W,  90,  965, XX,  50, NEQ,   60,   49,   39,   51,     ,     ,  19,
EP, 11, 2026090312, 03, FNV3,  12, 201N, 1380W,  90,  965, XX,  64, NEQ,   34,   27,   22,   27,     ,     ,  19,
EP, 11, 2026090312, 03, FNV3,  18, 203N, 1389W,  82,  973, XX,  34, NEQ,  130,  107,   89,  119,     ,     ,  24,
EP, 11, 2026090312, 03, FNV3,  18, 203N, 1389W,  82,  973, XX,  50, NEQ,   64,   53,   43,   56,     ,     ,  24,
EP, 11, 2026090312, 03, FNV3,  18, 203N, 1389W,  82,  973, XX,  64, NEQ,   35,   28,   23,   28,     ,     ,  24,
EP, 11, 2026090312, 03, FNV3,  24, 205N, 1398W,  76,  976, XX,  34, NEQ,  130,  107,   86,  115,     ,     ,  22,
EP, 11, 2026090312, 03, FNV3,  24, 205N, 1398W,  76,  976, XX,  50, NEQ,   64,   52,   41,   54,     ,     ,  22,
EP, 11, 2026090312, 03, FNV3,  24, 205N, 1398W,  76,  976, XX,  64, NEQ,   29,   23,   18,   23,     ,     ,  22,
EP, 11, 2026090312, 03, FNV3,  30, 207N, 1407W,  68,  982, XX,  34, NEQ,  120,   99,   83,  107,     ,     ,  25,
EP, 11, 2026090312, 03, FNV3,  30, 207N, 1407W,  68,  982, XX,  50, NEQ,   55,   45,   35,   46,     ,     ,  25,
EP, 11, 2026090312, 03, FNV3,  30, 207N, 1407W,  68,  982, XX,  64, NEQ,   22,   15,   12,   15,     ,     ,  25,
EP, 11, 2026090312, 03, FNV3,  36, 209N, 1414W,  70,  980, XX,  34, NEQ,  131,  109,   88,  116,     ,     ,  21,
EP, 11, 2026090312, 03, FNV3,  36, 209N, 1414W,  70,  980, XX,  50, NEQ,   59,   49,   37,   49,     ,     ,  21,
EP, 11, 2026090312, 03, FNV3,  36, 209N, 1414W,  70,  980, XX,  64, NEQ,   21,   17,   13,   17,     ,     ,  21,
EP, 11, 2026090312, 03, FNV3,  42, 212N, 1421W,  64,  984, XX,  34, NEQ,  126,  106,   87,  109,     ,     ,  28,
EP, 11, 2026090312, 03, FNV3,  42, 212N, 1421W,  64,  984, XX,  50, NEQ,   50,   40,   30,   41,     ,     ,  28,
EP, 11, 2026090312, 03, FNV3,  42, 212N, 1421W,  64,  984, XX,  64, NEQ,   18,   10,    8,   10,     ,     ,  28,
EP, 11, 2026090312, 03, FNV3,  48, 215N, 1427W,  61,  986, XX,  34, NEQ,  125,  104,   84,  107,     ,     ,  27,
EP, 11, 2026090312, 03, FNV3,  48, 215N, 1427W,  61,  986, XX,  50, NEQ,   50,   40,   30,   39,     ,     ,  27,
EP, 11, 2026090312, 03, FNV3,  48, 215N, 1427W,  61,  986, XX,  64, NEQ,   10,    6,    5,    6,     ,     ,  27,
EP, 11, 2026090312, 03, FNV3,  54, 219N, 1432W,  56,  989, XX,  34, NEQ,  119,  102,   81,   99,     ,     ,  35,
EP, 11, 2026090312, 03, FNV3,  54, 219N, 1432W,  56,  989, XX,  50, NEQ,   36,   24,   17,   23,     ,     ,  35,
EP, 11, 2026090312, 03, FNV3,  54, 219N, 1432W,  56,  989, XX,  64, NEQ,    3,    1,    1,    1,     ,     ,  35,
EP, 11, 2026090312, 03, FNV3,  60, 223N, 1435W,  53,  991, XX,  34, NEQ,  120,  104,   81,   99,     ,     ,  35,
EP, 11, 2026090312, 03, FNV3,  60, 223N, 1435W,  53,  991, XX,  50, NEQ,   26,   18,   13,   17,     ,     ,  35,
EP, 11, 2026090312, 03, FNV3,  60, 223N, 1435W,  53,  991, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  35,
EP, 11, 2026090312, 03, FNV3,  66, 227N, 1439W,  48,  993, XX,  34, NEQ,  108,   93,   74,   88,     ,     ,  46,
EP, 11, 2026090312, 03, FNV3,  66, 227N, 1439W,  48,  993, XX,  50, NEQ,   20,   12,    9,   11,     ,     ,  46,
EP, 11, 2026090312, 03, FNV3,  66, 227N, 1439W,  48,  993, XX,  64, NEQ,    0,    1,    0,    0,     ,     ,  46,
EP, 11, 2026090312, 03, FNV3,  72, 231N, 1443W,  46,  995, XX,  34, NEQ,   97,   81,   61,   75,     ,     ,  44,
EP, 11, 2026090312, 03, FNV3,  72, 231N, 1443W,  46,  995, XX,  50, NEQ,   10,    3,    2,    4,     ,     ,  44,
EP, 11, 2026090312, 03, FNV3,  78, 235N, 1448W,  42,  997, XX,  34, NEQ,   78,   60,   45,   56,     ,     ,  48,
EP, 11, 2026090312, 03, FNV3,  78, 235N, 1448W,  42,  997, XX,  50, NEQ,    2,    0,    0,    1,     ,     ,  48,
EP, 11, 2026090312, 03, FNV3,  84, 239N, 1454W,  40,  998, XX,  34, NEQ,   59,   39,   31,   41,     ,     ,  51,
EP, 11, 2026090312, 03, FNV3,  90, 241N, 1462W,  36, 1000, XX,  34, NEQ,   46,   26,   21,   28,     ,     ,  56,
EP, 11, 2026090312, 03, FNV3,  96, 244N, 1472W,  33, 1002, XX,  34, NEQ,   24,    9,    7,   12,     ,     ,  54,
EP, 11, 2026090312, 03, FNV3, 102, 247N, 1483W,  32, 1003, XX,  34, NEQ,   12,    3,    2,    8,     ,     ,  54,
EP, 11, 2026090312, 03, FNV3, 108, 249N, 1496W,  31, 1005, XX,  34, NEQ,    5,    1,    0,    1,     ,     ,  55,
EP, 12, 2026090312, 03, FNV3,   0, 134N, 1567W, 121,  945, XX,  34, NEQ,  120,   80,   70,  110,     ,     ,  10,
EP, 12, 2026090312, 03, FNV3,   0, 134N, 1567W, 121,  945, XX,  50, NEQ,   50,   40,   35,   50,     ,     ,  10,
EP, 12, 2026090312, 03, FNV3,   0, 134N, 1567W, 121,  945, XX,  64, NEQ,   35,   25,   20,   35,     ,     ,  10,
EP, 12, 2026090312, 03, FNV3,   6, 134N, 1574W, 113,  950, XX,  34, NEQ,  109,   83,   77,  106,     ,     ,  17,
EP, 12, 2026090312, 03, FNV3,   6, 134N, 1574W, 113,  950, XX,  50, NEQ,   57,   45,   38,   52,     ,     ,  17,
EP, 12, 2026090312, 03, FNV3,   6, 134N, 1574W, 113,  950, XX,  64, NEQ,   34,   29,   25,   30,     ,     ,  17,
