# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
CP, 92, 2026072612, 03, GENC,   0, 125N, 1788W,  35, 1005, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC,   6, 126N, 1798E,  37, 1004, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC,  12, 126N, 1784E,  38, 1003, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC,  18, 126N, 1770E,  40, 1002, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC,  24, 126N, 1757E,  42, 1001, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC,  30, 127N, 1746E,  44, 1000, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC,  36, 128N, 1735E,  46,  998, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC,  42, 130N, 1725E,  49,  997, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC,  48, 133N, 1716E,  51,  995, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC,  54, 137N, 1708E,  55,  993, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC,  60, 141N, 1700E,  58,  990, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC,  66, 147N, 1693E,  60,  989, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC,  72, 152N, 1686E,  62,  987, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC,  78, 158N, 1679E,  66,  985, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC,  84, 164N, 1672E,  69,  982, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC,  90, 171N, 1664E,  72,  980, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC,  96, 177N, 1656E,  75,  978, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 102, 183N, 1646E,  80,  974, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 108, 190N, 1637E,  84,  970, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 114, 196N, 1627E,  87,  968, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 120, 203N, 1616E,  89,  966, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 126, 211N, 1606E,  92,  963, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 132, 218N, 1595E,  95,  961, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 138, 227N, 1585E,  97,  959, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 144, 235N, 1574E,  99,  958, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 150, 244N, 1563E,  98,  958, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 156, 253N, 1552E,  98,  958, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 162, 262N, 1542E,  97,  959, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 168, 270N, 1532E,  96,  960, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 174, 280N, 1521E,  94,  962, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 180, 289N, 1511E,  91,  964, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 186, 297N, 1501E,  89,  966, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 192, 305N, 1491E,  87,  968, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 198, 313N, 1483E,  84,  970, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 204, 320N, 1474E,  81,  973, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 210, 327N, 1467E,  79,  974, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 216, 334N, 1460E,  77,  976, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 222, 342N, 1455E,  76,  977, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 228, 350N, 1449E,  74,  978, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 234, 356N, 1445E,  74,  978, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 240, 365N, 1441E,  73,  979, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 246, 371N, 1435E,  71,  980, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 252, 380N, 1432E,  70,  981, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 258, 384N, 1426E,  68,  983, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 264, 391N, 1425E,  66,  985, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 270, 394N, 1420E,  65,  985, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 276, 400N, 1420E,  63,  986, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 282, 396N, 1418E,  62,  987, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 288, 402N, 1424E,  60,  988, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 294, 405N, 1428E,  60,  989, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 300, 412N, 1434E,  58,  990, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 306, 403N, 1402E,  59,  989, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 312, 407N, 1405E,  58,  990, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 318, 396N, 1388E,  58,  990, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 324, 400N, 1393E,  58,  990, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 330, 400N, 1397E,  58,  990, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 336, 403N, 1398E,  57,  991, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 342, 385N, 1372E,  56,  992, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 348, 387N, 1371E,  54,  993, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 354, 385N, 1384E,  55,  992, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 92, 2026072612, 03, GENC, 360, 390N, 1383E,  53,  993, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
EP, 06, 2026072612, 03, GENC,   0, 198N, 1405W,  59,  990, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
EP, 06, 2026072612, 03, GENC,   6, 199N, 1418W,  56,  992, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
