# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
WP, 99, 2026052612, 03, FNV3,   0,  87N, 1372E,  19, 1005, XX,  34, NEQ,    0,    0,    0,    0,     ,     , 114,
WP, 99, 2026052612, 03, FNV3,   6,  90N, 1377E,  21, 1005, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  60,
WP, 99, 2026052612, 03, FNV3,  12,  93N, 1375E,  25, 1003, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  53,
WP, 99, 2026052612, 03, FNV3,  18,  98N, 1371E,  27, 1002, XX,  34, NEQ,    2,    2,    1,    1,     ,     ,  53,
WP, 99, 2026052612, 03, FNV3,  24, 106N, 1370E,  33, 1000, XX,  34, NEQ,    9,    5,    5,    4,     ,     ,  46,
WP, 99, 2026052612, 03, FNV3,  30, 114N, 1366E,  37,  998, XX,  34, NEQ,   36,   28,   19,   24,     ,     ,  45,
WP, 99, 2026052612, 03, FNV3,  36, 121N, 1361E,  41,  997, XX,  34, NEQ,   73,   59,   45,   51,     ,     ,  48,
WP, 99, 2026052612, 03, FNV3,  36, 121N, 1361E,  41,  997, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  48,
WP, 99, 2026052612, 03, FNV3,  42, 128N, 1357E,  46,  994, XX,  34, NEQ,   93,   82,   64,   73,     ,     ,  40,
WP, 99, 2026052612, 03, FNV3,  42, 128N, 1357E,  46,  994, XX,  50, NEQ,   12,    7,    4,    6,     ,     ,  40,
WP, 99, 2026052612, 03, FNV3,  42, 128N, 1357E,  46,  994, XX,  64, NEQ,    1,    1,    0,    0,     ,     ,  40,
WP, 99, 2026052612, 03, FNV3,  48, 134N, 1353E,  53,  991, XX,  34, NEQ,   93,   81,   64,   75,     ,     ,  37,
WP, 99, 2026052612, 03, FNV3,  48, 134N, 1353E,  53,  991, XX,  50, NEQ,   21,   12,    9,   11,     ,     ,  37,
WP, 99, 2026052612, 03, FNV3,  48, 134N, 1353E,  53,  991, XX,  64, NEQ,    5,    2,    2,    2,     ,     ,  37,
WP, 99, 2026052612, 03, FNV3,  54, 141N, 1348E,  57,  987, XX,  34, NEQ,  112,   99,   78,   92,     ,     ,  33,
WP, 99, 2026052612, 03, FNV3,  54, 141N, 1348E,  57,  987, XX,  50, NEQ,   31,   23,   18,   23,     ,     ,  33,
WP, 99, 2026052612, 03, FNV3,  54, 141N, 1348E,  57,  987, XX,  64, NEQ,    6,    5,    4,    5,     ,     ,  33,
WP, 99, 2026052612, 03, FNV3,  60, 147N, 1342E,  63,  984, XX,  34, NEQ,  113,   99,   79,   91,     ,     ,  30,
WP, 99, 2026052612, 03, FNV3,  60, 147N, 1342E,  63,  984, XX,  50, NEQ,   38,   25,   19,   24,     ,     ,  30,
WP, 99, 2026052612, 03, FNV3,  60, 147N, 1342E,  63,  984, XX,  64, NEQ,   12,    8,    6,    7,     ,     ,  30,
WP, 99, 2026052612, 03, FNV3,  66, 153N, 1336E,  74,  974, XX,  34, NEQ,  122,  109,   87,  101,     ,     ,  23,
WP, 99, 2026052612, 03, FNV3,  66, 153N, 1336E,  74,  974, XX,  50, NEQ,   48,   38,   29,   36,     ,     ,  23,
WP, 99, 2026052612, 03, FNV3,  66, 153N, 1336E,  74,  974, XX,  64, NEQ,   18,   15,   12,   14,     ,     ,  23,
WP, 99, 2026052612, 03, FNV3,  72, 158N, 1328E,  84,  965, XX,  34, NEQ,  141,  124,  106,  122,     ,     ,  19,
WP, 99, 2026052612, 03, FNV3,  72, 158N, 1328E,  84,  965, XX,  50, NEQ,   59,   51,   43,   50,     ,     ,  19,
WP, 99, 2026052612, 03, FNV3,  72, 158N, 1328E,  84,  965, XX,  64, NEQ,   27,   23,   19,   22,     ,     ,  19,
WP, 99, 2026052612, 03, FNV3,  78, 164N, 1321E,  94,  956, XX,  34, NEQ,  149,  129,  108,  128,     ,     ,  17,
WP, 99, 2026052612, 03, FNV3,  78, 164N, 1321E,  94,  956, XX,  50, NEQ,   64,   55,   45,   54,     ,     ,  17,
WP, 99, 2026052612, 03, FNV3,  78, 164N, 1321E,  94,  956, XX,  64, NEQ,   28,   23,   19,   22,     ,     ,  17,
WP, 99, 2026052612, 03, FNV3,  84, 171N, 1314E, 101,  952, XX,  34, NEQ,  159,  144,  120,  135,     ,     ,  17,
WP, 99, 2026052612, 03, FNV3,  84, 171N, 1314E, 101,  952, XX,  50, NEQ,   69,   61,   48,   58,     ,     ,  17,
WP, 99, 2026052612, 03, FNV3,  84, 171N, 1314E, 101,  952, XX,  64, NEQ,   33,   29,   23,   26,     ,     ,  17,
WP, 99, 2026052612, 03, FNV3,  90, 179N, 1308E, 105,  947, XX,  34, NEQ,  165,  151,  123,  139,     ,     ,  15,
WP, 99, 2026052612, 03, FNV3,  90, 179N, 1308E, 105,  947, XX,  50, NEQ,   78,   71,   57,   66,     ,     ,  15,
WP, 99, 2026052612, 03, FNV3,  90, 179N, 1308E, 105,  947, XX,  64, NEQ,   40,   36,   30,   34,     ,     ,  15,
WP, 99, 2026052612, 03, FNV3,  96, 187N, 1303E, 113,  940, XX,  34, NEQ,  167,  157,  127,  141,     ,     ,  15,
WP, 99, 2026052612, 03, FNV3,  96, 187N, 1303E, 113,  940, XX,  50, NEQ,   74,   69,   56,   64,     ,     ,  15,
WP, 99, 2026052612, 03, FNV3,  96, 187N, 1303E, 113,  940, XX,  64, NEQ,   38,   36,   29,   33,     ,     ,  15,
WP, 99, 2026052612, 03, FNV3, 102, 197N, 1300E, 109,  942, XX,  34, NEQ,  173,  165,  127,  141,     ,     ,  14,
WP, 99, 2026052612, 03, FNV3, 102, 197N, 1300E, 109,  942, XX,  50, NEQ,   77,   72,   56,   65,     ,     ,  14,
WP, 99, 2026052612, 03, FNV3, 102, 197N, 1300E, 109,  942, XX,  64, NEQ,   39,   34,   28,   32,     ,     ,  14,
WP, 99, 2026052612, 03, FNV3, 108, 207N, 1298E, 111,  941, XX,  34, NEQ,  183,  182,  142,  149,     ,     ,  15,
WP, 99, 2026052612, 03, FNV3, 108, 207N, 1298E, 111,  941, XX,  50, NEQ,   78,   74,   59,   65,     ,     ,  15,
WP, 99, 2026052612, 03, FNV3, 108, 207N, 1298E, 111,  941, XX,  64, NEQ,   41,   36,   30,   32,     ,     ,  15,
WP, 99, 2026052612, 03, FNV3, 114, 219N, 1298E, 107,  944, XX,  34, NEQ,  178,  186,  143,  144,     ,     ,  19,
WP, 99, 2026052612, 03, FNV3, 114, 219N, 1298E, 107,  944, XX,  50, NEQ,   79,   79,   62,   65,     ,     ,  19,
WP, 99, 2026052612, 03, FNV3, 114, 219N, 1298E, 107,  944, XX,  64, NEQ,   41,   41,   32,   34,     ,     ,  19,
