# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
WP, 06, 2026053000, 03, FNV3,   0, 175N, 1301E,  54,  983, XX,  34, NEQ,  150,  180,  160,  140,     ,     ,  60,
WP, 06, 2026053000, 03, FNV3,   6, 183N, 1295E,  90,  961, XX,  34, NEQ,  159,  143,  119,  138,     ,     ,  20,
WP, 06, 2026053000, 03, FNV3,   6, 183N, 1295E,  90,  961, XX,  50, NEQ,   84,   77,   64,   74,     ,     ,  20,
WP, 06, 2026053000, 03, FNV3,   6, 183N, 1295E,  90,  961, XX,  64, NEQ,   44,   40,   33,   37,     ,     ,  20,
WP, 06, 2026053000, 03, FNV3,  12, 191N, 1289E,  97,  954, XX,  34, NEQ,  162,  146,  119,  137,     ,     ,  17,
WP, 06, 2026053000, 03, FNV3,  12, 191N, 1289E,  97,  954, XX,  50, NEQ,   84,   76,   62,   72,     ,     ,  17,
WP, 06, 2026053000, 03, FNV3,  12, 191N, 1289E,  97,  954, XX,  64, NEQ,   45,   41,   34,   39,     ,     ,  17,
WP, 06, 2026053000, 03, FNV3,  18, 200N, 1284E, 100,  952, XX,  34, NEQ,  165,  151,  118,  135,     ,     ,  14,
WP, 06, 2026053000, 03, FNV3,  18, 200N, 1284E, 100,  952, XX,  50, NEQ,   80,   73,   58,   67,     ,     ,  14,
WP, 06, 2026053000, 03, FNV3,  18, 200N, 1284E, 100,  952, XX,  64, NEQ,   43,   39,   32,   36,     ,     ,  14,
WP, 06, 2026053000, 03, FNV3,  24, 210N, 1281E, 101,  952, XX,  34, NEQ,  167,  160,  123,  135,     ,     ,  17,
WP, 06, 2026053000, 03, FNV3,  24, 210N, 1281E, 101,  952, XX,  50, NEQ,   77,   70,   55,   63,     ,     ,  17,
WP, 06, 2026053000, 03, FNV3,  24, 210N, 1281E, 101,  952, XX,  64, NEQ,   40,   36,   29,   33,     ,     ,  17,
