# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 97, 2025111706, 03, FNV3,   0, 110S, 1291E,  29, 1003, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  30,
IO, 97, 2025111706, 03, FNV3,   6, 111S, 1291E,  26, 1004, XX,  34, NEQ,    1,    1,    0,    0,     ,     ,  46,
IO, 97, 2025111706, 03, FNV3,  12, 108S, 1297E,  26, 1003, XX,  34, NEQ,    1,    0,    0,    0,     ,     ,  44,
IO, 97, 2025111706, 03, FNV3,  18, 105S, 1303E,  26, 1003, XX,  34, NEQ,    0,    0,    1,    1,     ,     ,  41,
IO, 97, 2025111706, 03, FNV3,  24, 102S, 1309E,  29, 1000, XX,  34, NEQ,    4,    3,    5,    3,     ,     ,  39,
IO, 97, 2025111706, 03, FNV3,  30,  99S, 1314E,  32,  999, XX,  34, NEQ,   11,    7,    7,   10,     ,     ,  36,
IO, 97, 2025111706, 03, FNV3,  36,  97S, 1320E,  37,  997, XX,  34, NEQ,   24,   21,   17,   22,     ,     ,  37,
IO, 97, 2025111706, 03, FNV3,  36,  97S, 1320E,  37,  997, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  37,
IO, 97, 2025111706, 03, FNV3,  42,  94S, 1325E,  37,  998, XX,  34, NEQ,   24,   20,   16,   22,     ,     ,  34,
IO, 97, 2025111706, 03, FNV3,  42,  94S, 1325E,  37,  998, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  34,
IO, 97, 2025111706, 03, FNV3,  48,  93S, 1329E,  41,  995, XX,  34, NEQ,   36,   27,   25,   33,     ,     ,  29,
IO, 97, 2025111706, 03, FNV3,  48,  93S, 1329E,  41,  995, XX,  50, NEQ,    1,    0,    0,    1,     ,     ,  29,
IO, 97, 2025111706, 03, FNV3,  54,  93S, 1334E,  43,  995, XX,  34, NEQ,   41,   33,   30,   37,     ,     ,  29,
IO, 97, 2025111706, 03, FNV3,  54,  93S, 1334E,  43,  995, XX,  50, NEQ,    6,    3,    2,    3,     ,     ,  29,
IO, 97, 2025111706, 03, FNV3,  60,  94S, 1338E,  47,  992, XX,  34, NEQ,   51,   45,   39,   44,     ,     ,  25,
IO, 97, 2025111706, 03, FNV3,  60,  94S, 1338E,  47,  992, XX,  50, NEQ,    7,    7,    4,    6,     ,     ,  25,
IO, 97, 2025111706, 03, FNV3,  60,  94S, 1338E,  47,  992, XX,  64, NEQ,    1,    1,    0,    1,     ,     ,  25,
IO, 97, 2025111706, 03, FNV3,  66,  96S, 1342E,  51,  991, XX,  34, NEQ,   61,   55,   47,   52,     ,     ,  22,
IO, 97, 2025111706, 03, FNV3,  66,  96S, 1342E,  51,  991, XX,  50, NEQ,    8,    7,    5,    5,     ,     ,  22,
IO, 97, 2025111706, 03, FNV3,  66,  96S, 1342E,  51,  991, XX,  64, NEQ,    2,    2,    2,    2,     ,     ,  22,
IO, 97, 2025111706, 03, FNV3,  72,  99S, 1345E,  52,  989, XX,  34, NEQ,   64,   60,   52,   53,     ,     ,  25,
IO, 97, 2025111706, 03, FNV3,  72,  99S, 1345E,  52,  989, XX,  50, NEQ,   12,   13,   11,   10,     ,     ,  25,
IO, 97, 2025111706, 03, FNV3,  72,  99S, 1345E,  52,  989, XX,  64, NEQ,    3,    3,    2,    2,     ,     ,  25,
IO, 97, 2025111706, 03, FNV3,  78, 103S, 1345E,  54,  990, XX,  34, NEQ,   56,   55,   49,   49,     ,     ,  20,
IO, 97, 2025111706, 03, FNV3,  78, 103S, 1345E,  54,  990, XX,  50, NEQ,   13,   13,   10,   10,     ,     ,  20,
IO, 97, 2025111706, 03, FNV3,  78, 103S, 1345E,  54,  990, XX,  64, NEQ,    2,    2,    1,    2,     ,     ,  20,
IO, 97, 2025111706, 03, FNV3,  84, 107S, 1344E,  53,  990, XX,  34, NEQ,   52,   57,   50,   44,     ,     ,  23,
IO, 97, 2025111706, 03, FNV3,  84, 107S, 1344E,  53,  990, XX,  50, NEQ,   14,   13,   13,   10,     ,     ,  23,
IO, 97, 2025111706, 03, FNV3,  84, 107S, 1344E,  53,  990, XX,  64, NEQ,    3,    2,    2,    2,     ,     ,  23,
IO, 97, 2025111706, 03, FNV3,  90, 111S, 1342E,  60,  986, XX,  34, NEQ,   60,   64,   54,   52,     ,     ,  19,
IO, 97, 2025111706, 03, FNV3,  90, 111S, 1342E,  60,  986, XX,  50, NEQ,   18,   18,   14,   14,     ,     ,  19,
IO, 97, 2025111706, 03, FNV3,  90, 111S, 1342E,  60,  986, XX,  64, NEQ,    5,    4,    3,    3,     ,     ,  19,
