# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 09, 2025122518, 03, FNV3,   0, 126S,  944E,  45,  995, XX,  34, NEQ,   35,   50,   50,   35,     ,     ,  20,
IO, 09, 2025122518, 03, FNV3,   6, 122S,  936E,  62,  985, XX,  34, NEQ,   38,   48,   49,   37,     ,     ,  12,
IO, 09, 2025122518, 03, FNV3,   6, 122S,  936E,  62,  985, XX,  50, NEQ,   11,   14,   12,    9,     ,     ,  12,
IO, 09, 2025122518, 03, FNV3,   6, 122S,  936E,  62,  985, XX,  64, NEQ,    3,    3,    3,    3,     ,     ,  12,
IO, 09, 2025122518, 03, FNV3,  12, 121S,  928E,  68,  981, XX,  34, NEQ,   46,   59,   61,   45,     ,     ,   9,
IO, 09, 2025122518, 03, FNV3,  12, 121S,  928E,  68,  981, XX,  50, NEQ,   19,   21,   21,   16,     ,     ,   9,
IO, 09, 2025122518, 03, FNV3,  12, 121S,  928E,  68,  981, XX,  64, NEQ,    7,    8,    7,    6,     ,     ,   9,
IO, 09, 2025122518, 03, FNV3,  18, 121S,  921E,  64,  983, XX,  34, NEQ,   41,   51,   53,   40,     ,     ,  13,
IO, 09, 2025122518, 03, FNV3,  18, 121S,  921E,  64,  983, XX,  50, NEQ,   18,   20,   18,   15,     ,     ,  13,
IO, 09, 2025122518, 03, FNV3,  18, 121S,  921E,  64,  983, XX,  64, NEQ,    7,    8,    6,    6,     ,     ,  13,
IO, 09, 2025122518, 03, FNV3,  24, 121S,  911E,  67,  982, XX,  34, NEQ,   45,   57,   59,   43,     ,     ,  11,
IO, 09, 2025122518, 03, FNV3,  24, 121S,  911E,  67,  982, XX,  50, NEQ,   19,   22,   20,   16,     ,     ,  11,
IO, 09, 2025122518, 03, FNV3,  24, 121S,  911E,  67,  982, XX,  64, NEQ,    8,    8,    7,    6,     ,     ,  11,
IO, 09, 2025122518, 03, FNV3,  30, 122S,  902E,  74,  979, XX,  34, NEQ,   41,   54,   57,   42,     ,     ,  10,
IO, 09, 2025122518, 03, FNV3,  30, 122S,  902E,  74,  979, XX,  50, NEQ,   21,   25,   22,   18,     ,     ,  10,
IO, 09, 2025122518, 03, FNV3,  30, 122S,  902E,  74,  979, XX,  64, NEQ,    9,   11,    9,    9,     ,     ,  10,
IO, 09, 2025122518, 03, FNV3,  36, 124S,  892E,  78,  976, XX,  34, NEQ,   43,   57,   58,   43,     ,     ,  11,
IO, 09, 2025122518, 03, FNV3,  36, 124S,  892E,  78,  976, XX,  50, NEQ,   21,   23,   23,   18,     ,     ,  11,
IO, 09, 2025122518, 03, FNV3,  36, 124S,  892E,  78,  976, XX,  64, NEQ,   11,   11,   11,    9,     ,     ,  11,
IO, 09, 2025122518, 03, FNV3,  42, 125S,  881E,  81,  973, XX,  34, NEQ,   48,   62,   63,   46,     ,     ,   9,
IO, 09, 2025122518, 03, FNV3,  42, 125S,  881E,  81,  973, XX,  50, NEQ,   24,   28,   27,   22,     ,     ,   9,
IO, 09, 2025122518, 03, FNV3,  42, 125S,  881E,  81,  973, XX,  64, NEQ,   15,   15,   13,   13,     ,     ,   9,
IO, 09, 2025122518, 03, FNV3,  48, 127S,  868E,  84,  971, XX,  34, NEQ,   49,   62,   62,   48,     ,     ,   8,
IO, 09, 2025122518, 03, FNV3,  48, 127S,  868E,  84,  971, XX,  50, NEQ,   23,   27,   25,   21,     ,     ,   8,
IO, 09, 2025122518, 03, FNV3,  48, 127S,  868E,  84,  971, XX,  64, NEQ,   14,   14,   13,   12,     ,     ,   8,
IO, 09, 2025122518, 03, FNV3,  54, 129S,  858E,  91,  967, XX,  34, NEQ,   49,   64,   62,   44,     ,     ,   8,
IO, 09, 2025122518, 03, FNV3,  54, 129S,  858E,  91,  967, XX,  50, NEQ,   26,   29,   28,   23,     ,     ,   8,
IO, 09, 2025122518, 03, FNV3,  54, 129S,  858E,  91,  967, XX,  64, NEQ,   17,   18,   15,   15,     ,     ,   8,
IO, 09, 2025122518, 03, FNV3,  60, 132S,  847E,  95,  963, XX,  34, NEQ,   49,   66,   66,   45,     ,     ,   7,
IO, 09, 2025122518, 03, FNV3,  60, 132S,  847E,  95,  963, XX,  50, NEQ,   25,   30,   28,   23,     ,     ,   7,
IO, 09, 2025122518, 03, FNV3,  60, 132S,  847E,  95,  963, XX,  64, NEQ,   16,   17,   15,   15,     ,     ,   7,
IO, 09, 2025122518, 03, FNV3,  66, 134S,  836E,  94,  965, XX,  34, NEQ,   51,   67,   65,   47,     ,     ,   8,
IO, 09, 2025122518, 03, FNV3,  66, 134S,  836E,  94,  965, XX,  50, NEQ,   27,   31,   29,   25,     ,     ,   8,
IO, 09, 2025122518, 03, FNV3,  66, 134S,  836E,  94,  965, XX,  64, NEQ,   17,   18,   16,   15,     ,     ,   8,
IO, 09, 2025122518, 03, FNV3,  72, 135S,  824E,  85,  972, XX,  34, NEQ,   52,   67,   64,   48,     ,     ,   9,
IO, 09, 2025122518, 03, FNV3,  72, 135S,  824E,  85,  972, XX,  50, NEQ,   24,   28,   26,   21,     ,     ,   9,
IO, 09, 2025122518, 03, FNV3,  72, 135S,  824E,  85,  972, XX,  64, NEQ,   13,   14,   12,   12,     ,     ,   9,
IO, 09, 2025122518, 03, FNV3,  78, 136S,  814E,  84,  971, XX,  34, NEQ,   46,   63,   59,   41,     ,     ,  11,
IO, 09, 2025122518, 03, FNV3,  78, 136S,  814E,  84,  971, XX,  50, NEQ,   21,   25,   23,   19,     ,     ,  11,
IO, 09, 2025122518, 03, FNV3,  78, 136S,  814E,  84,  971, XX,  64, NEQ,   12,   15,   11,   11,     ,     ,  11,
IO, 09, 2025122518, 03, FNV3,  84, 138S,  802E,  87,  970, XX,  34, NEQ,   46,   62,   61,   42,     ,     ,   9,
IO, 09, 2025122518, 03, FNV3,  84, 138S,  802E,  87,  970, XX,  50, NEQ,   22,   25,   25,   19,     ,     ,   9,
IO, 09, 2025122518, 03, FNV3,  84, 138S,  802E,  87,  970, XX,  64, NEQ,   13,   14,   13,   12,     ,     ,   9,
IO, 09, 2025122518, 03, FNV3,  90, 139S,  792E,  89,  967, XX,  34, NEQ,   49,   65,   64,   46,     ,     ,  10,
IO, 09, 2025122518, 03, FNV3,  90, 139S,  792E,  89,  967, XX,  50, NEQ,   23,   28,   27,   21,     ,     ,  10,
IO, 09, 2025122518, 03, FNV3,  90, 139S,  792E,  89,  967, XX,  64, NEQ,   15,   15,   14,   13,     ,     ,  10,
IO, 09, 2025122518, 03, FNV3,  96, 140S,  780E,  86,  972, XX,  34, NEQ,   46,   61,   60,   43,     ,     ,   7,
IO, 09, 2025122518, 03, FNV3,  96, 140S,  780E,  86,  972, XX,  50, NEQ,   25,   29,   27,   22,     ,     ,   7,
IO, 09, 2025122518, 03, FNV3,  96, 140S,  780E,  86,  972, XX,  64, NEQ,   14,   15,   13,   13,     ,     ,   7,
IO, 09, 2025122518, 03, FNV3, 102, 141S,  769E,  89,  969, XX,  34, NEQ,   49,   66,   63,   44,     ,     ,   9,
IO, 09, 2025122518, 03, FNV3, 102, 141S,  769E,  89,  969, XX,  50, NEQ,   25,   29,   26,   21,     ,     ,   9,
IO, 09, 2025122518, 03, FNV3, 102, 141S,  769E,  89,  969, XX,  64, NEQ,   15,   15,   13,   13,     ,     ,   9,
IO, 09, 2025122518, 03, FNV3, 108, 143S,  757E,  89,  969, XX,  34, NEQ,   50,   66,   67,   48,     ,     ,  10,
IO, 09, 2025122518, 03, FNV3, 108, 143S,  757E,  89,  969, XX,  50, NEQ,   29,   33,   31,   26,     ,     ,  10,
IO, 09, 2025122518, 03, FNV3, 108, 143S,  757E,  89,  969, XX,  64, NEQ,   18,   19,   16,   16,     ,     ,  10,
IO, 09, 2025122518, 03, FNV3, 114, 145S,  746E,  90,  969, XX,  34, NEQ,   48,   68,   68,   45,     ,     ,   9,
IO, 09, 2025122518, 03, FNV3, 114, 145S,  746E,  90,  969, XX,  50, NEQ,   28,   34,   33,   26,     ,     ,   9,
IO, 09, 2025122518, 03, FNV3, 114, 145S,  746E,  90,  969, XX,  64, NEQ,   19,   21,   18,   17,     ,     ,   9,
IO, 09, 2025122518, 03, FNV3, 120, 148S,  734E,  89,  970, XX,  34, NEQ,   54,   70,   69,   50,     ,     ,  10,
IO, 09, 2025122518, 03, FNV3, 120, 148S,  734E,  89,  970, XX,  50, NEQ,   29,   35,   32,   27,     ,     ,  10,
IO, 09, 2025122518, 03, FNV3, 120, 148S,  734E,  89,  970, XX,  64, NEQ,   18,   20,   17,   17,     ,     ,  10,
IO, 09, 2025122518, 03, FNV3, 126, 151S,  723E,  87,  970, XX,  34, NEQ,   45,   69,   67,   43,     ,     ,   8,
IO, 09, 2025122518, 03, FNV3, 126, 151S,  723E,  87,  970, XX,  50, NEQ,   28,   34,   32,   25,     ,     ,   8,
IO, 09, 2025122518, 03, FNV3, 126, 151S,  723E,  87,  970, XX,  64, NEQ,   18,   19,   17,   16,     ,     ,   8,
IO, 09, 2025122518, 03, FNV3, 132, 155S,  712E,  88,  969, XX,  34, NEQ,   52,   72,   74,   51,     ,     ,  10,
IO, 09, 2025122518, 03, FNV3, 132, 155S,  712E,  88,  969, XX,  50, NEQ,   30,   36,   34,   27,     ,     ,  10,
IO, 09, 2025122518, 03, FNV3, 132, 155S,  712E,  88,  969, XX,  64, NEQ,   19,   20,   18,   17,     ,     ,  10,
IO, 09, 2025122518, 03, FNV3, 138, 159S,  704E,  83,  972, XX,  34, NEQ,   46,   69,   70,   44,     ,     ,  11,
IO, 09, 2025122518, 03, FNV3, 138, 159S,  704E,  83,  972, XX,  50, NEQ,   27,   33,   31,   25,     ,     ,  11,
IO, 09, 2025122518, 03, FNV3, 138, 159S,  704E,  83,  972, XX,  64, NEQ,   16,   18,   16,   15,     ,     ,  11,
IO, 09, 2025122518, 03, FNV3, 144, 161S,  695E,  79,  975, XX,  34, NEQ,   43,   62,   68,   45,     ,     ,  13,
IO, 09, 2025122518, 03, FNV3, 144, 161S,  695E,  79,  975, XX,  50, NEQ,   25,   31,   30,   24,     ,     ,  13,
IO, 09, 2025122518, 03, FNV3, 144, 161S,  695E,  79,  975, XX,  64, NEQ,   15,   17,   14,   14,     ,     ,  13,
IO, 09, 2025122518, 03, FNV3, 150, 163S,  687E,  77,  976, XX,  34, NEQ,   43,   63,   67,   44,     ,     ,  14,
IO, 09, 2025122518, 03, FNV3, 150, 163S,  687E,  77,  976, XX,  50, NEQ,   24,   30,   29,   23,     ,     ,  14,
IO, 09, 2025122518, 03, FNV3, 150, 163S,  687E,  77,  976, XX,  64, NEQ,   15,   17,   15,   14,     ,     ,  14,
IO, 09, 2025122518, 03, FNV3, 156, 164S,  680E,  73,  978, XX,  34, NEQ,   47,   62,   69,   48,     ,     ,  15,
IO, 09, 2025122518, 03, FNV3, 156, 164S,  680E,  73,  978, XX,  50, NEQ,   24,   29,   29,   23,     ,     ,  15,
IO, 09, 2025122518, 03, FNV3, 156, 164S,  680E,  73,  978, XX,  64, NEQ,   14,   15,   14,   13,     ,     ,  15,
IO, 09, 2025122518, 03, FNV3, 162, 163S,  673E,  69,  981, XX,  34, NEQ,   41,   57,   62,   42,     ,     ,  17,
IO, 09, 2025122518, 03, FNV3, 162, 163S,  673E,  69,  981, XX,  50, NEQ,   20,   26,   25,   19,     ,     ,  17,
IO, 09, 2025122518, 03, FNV3, 162, 163S,  673E,  69,  981, XX,  64, NEQ,   13,   14,   13,   12,     ,     ,  17,
IO, 09, 2025122518, 03, FNV3, 168, 161S,  665E,  67,  983, XX,  34, NEQ,   41,   55,   60,   44,     ,     ,  16,
IO, 09, 2025122518, 03, FNV3, 168, 161S,  665E,  67,  983, XX,  50, NEQ,   20,   24,   24,   19,     ,     ,  16,
IO, 09, 2025122518, 03, FNV3, 168, 161S,  665E,  67,  983, XX,  64, NEQ,   11,   13,   12,   11,     ,     ,  16,
IO, 09, 2025122518, 03, FNV3, 174, 159S,  658E,  64,  985, XX,  34, NEQ,   47,   61,   62,   46,     ,     ,  18,
IO, 09, 2025122518, 03, FNV3, 174, 159S,  658E,  64,  985, XX,  50, NEQ,   19,   23,   23,   18,     ,     ,  18,
IO, 09, 2025122518, 03, FNV3, 174, 159S,  658E,  64,  985, XX,  64, NEQ,   10,   11,   10,    9,     ,     ,  18,
IO, 09, 2025122518, 03, FNV3, 180, 158S,  650E,  62,  985, XX,  34, NEQ,   40,   52,   57,   41,     ,     ,  18,
IO, 09, 2025122518, 03, FNV3, 180, 158S,  650E,  62,  985, XX,  50, NEQ,   21,   24,   24,   19,     ,     ,  18,
IO, 09, 2025122518, 03, FNV3, 180, 158S,  650E,  62,  985, XX,  64, NEQ,   10,   11,   10,    9,     ,     ,  18,
IO, 09, 2025122518, 03, FNV3, 186, 157S,  645E,  62,  985, XX,  34, NEQ,   42,   54,   57,   42,     ,     ,  20,
IO, 09, 2025122518, 03, FNV3, 186, 157S,  645E,  62,  985, XX,  50, NEQ,   20,   25,   24,   19,     ,     ,  20,
IO, 09, 2025122518, 03, FNV3, 186, 157S,  645E,  62,  985, XX,  64, NEQ,   11,   12,   11,   10,     ,     ,  20,
IO, 09, 2025122518, 03, FNV3, 192, 158S,  637E,  61,  986, XX,  34, NEQ,   40,   51,   53,   41,     ,     ,  21,
IO, 09, 2025122518, 03, FNV3, 192, 158S,  637E,  61,  986, XX,  50, NEQ,   16,   20,   19,   15,     ,     ,  21,
IO, 09, 2025122518, 03, FNV3, 192, 158S,  637E,  61,  986, XX,  64, NEQ,    8,   10,    9,    8,     ,     ,  21,
IO, 09, 2025122518, 03, FNV3, 198, 159S,  630E,  61,  986, XX,  34, NEQ,   41,   53,   55,   39,     ,     ,  21,
IO, 09, 2025122518, 03, FNV3, 198, 159S,  630E,  61,  986, XX,  50, NEQ,   20,   23,   22,   17,     ,     ,  21,
IO, 09, 2025122518, 03, FNV3, 198, 159S,  630E,  61,  986, XX,  64, NEQ,    9,   10,    9,    9,     ,     ,  21,
IO, 09, 2025122518, 03, FNV3, 204, 161S,  624E,  62,  985, XX,  34, NEQ,   47,   58,   59,   45,     ,     ,  21,
IO, 09, 2025122518, 03, FNV3, 204, 161S,  624E,  62,  985, XX,  50, NEQ,   22,   25,   24,   20,     ,     ,  21,
IO, 09, 2025122518, 03, FNV3, 204, 161S,  624E,  62,  985, XX,  64, NEQ,   11,   12,   11,   10,     ,     ,  21,
IO, 09, 2025122518, 03, FNV3, 210, 163S,  618E,  60,  986, XX,  34, NEQ,   43,   57,   56,   41,     ,     ,  23,
IO, 09, 2025122518, 03, FNV3, 210, 163S,  618E,  60,  986, XX,  50, NEQ,   19,   23,   22,   18,     ,     ,  23,
IO, 09, 2025122518, 03, FNV3, 210, 163S,  618E,  60,  986, XX,  64, NEQ,   11,   12,   11,   10,     ,     ,  23,
IO, 09, 2025122518, 03, FNV3, 216, 165S,  612E,  63,  983, XX,  34, NEQ,   40,   54,   55,   38,     ,     ,  22,
IO, 09, 2025122518, 03, FNV3, 216, 165S,  612E,  63,  983, XX,  50, NEQ,   20,   24,   24,   19,     ,     ,  22,
IO, 09, 2025122518, 03, FNV3, 216, 165S,  612E,  63,  983, XX,  64, NEQ,   12,   13,   12,   11,     ,     ,  22,
IO, 09, 2025122518, 03, FNV3, 222, 166S,  604E,  64,  981, XX,  34, NEQ,   41,   54,   51,   37,     ,     ,  23,
IO, 09, 2025122518, 03, FNV3, 222, 166S,  604E,  64,  981, XX,  50, NEQ,   20,   25,   22,   18,     ,     ,  23,
IO, 09, 2025122518, 03, FNV3, 222, 166S,  604E,  64,  981, XX,  64, NEQ,   12,   14,   12,   11,     ,     ,  23,
IO, 09, 2025122518, 03, FNV3, 228, 170S,  599E,  63,  982, XX,  34, NEQ,   45,   58,   56,   39,     ,     ,  24,
IO, 09, 2025122518, 03, FNV3, 228, 170S,  599E,  63,  982, XX,  50, NEQ,   22,   25,   24,   19,     ,     ,  24,
IO, 09, 2025122518, 03, FNV3, 228, 170S,  599E,  63,  982, XX,  64, NEQ,   12,   13,   11,   10,     ,     ,  24,
