# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
SH, 30, 2026040606, 03, FNV3,   0,  97S, 1553E,  84,  964, XX,  34, NEQ,  130,  110,  100,  130,     ,     ,  15,
SH, 30, 2026040606, 03, FNV3,   6,  98S, 1554E,  85,  969, XX,  34, NEQ,  100,  102,  105,   95,     ,     ,  18,
SH, 30, 2026040606, 03, FNV3,   6,  98S, 1554E,  85,  969, XX,  50, NEQ,   55,   53,   51,   51,     ,     ,  18,
SH, 30, 2026040606, 03, FNV3,   6,  98S, 1554E,  85,  969, XX,  64, NEQ,   27,   26,   23,   25,     ,     ,  18,
SH, 30, 2026040606, 03, FNV3,  12,  99S, 1558E,  84,  969, XX,  34, NEQ,  100,   93,   97,   95,     ,     ,  15,
SH, 30, 2026040606, 03, FNV3,  12,  99S, 1558E,  84,  969, XX,  50, NEQ,   49,   47,   44,   45,     ,     ,  15,
SH, 30, 2026040606, 03, FNV3,  12,  99S, 1558E,  84,  969, XX,  64, NEQ,   26,   23,   20,   21,     ,     ,  15,
SH, 30, 2026040606, 03, FNV3,  18,  97S, 1561E,  88,  966, XX,  34, NEQ,   92,   88,   94,   89,     ,     ,  15,
SH, 30, 2026040606, 03, FNV3,  18,  97S, 1561E,  88,  966, XX,  50, NEQ,   40,   39,   37,   37,     ,     ,  15,
SH, 30, 2026040606, 03, FNV3,  18,  97S, 1561E,  88,  966, XX,  64, NEQ,   21,   19,   18,   17,     ,     ,  15,
SH, 30, 2026040606, 03, FNV3,  24,  96S, 1564E,  89,  963, XX,  34, NEQ,   98,   93,  102,   97,     ,     ,  13,
SH, 30, 2026040606, 03, FNV3,  24,  96S, 1564E,  89,  963, XX,  50, NEQ,   49,   48,   45,   45,     ,     ,  13,
SH, 30, 2026040606, 03, FNV3,  24,  96S, 1564E,  89,  963, XX,  64, NEQ,   26,   25,   22,   22,     ,     ,  13,
SH, 30, 2026040606, 03, FNV3,  30,  95S, 1563E,  85,  966, XX,  34, NEQ,   89,   94,  103,   92,     ,     ,  16,
SH, 30, 2026040606, 03, FNV3,  30,  95S, 1563E,  85,  966, XX,  50, NEQ,   46,   48,   47,   44,     ,     ,  16,
SH, 30, 2026040606, 03, FNV3,  30,  95S, 1563E,  85,  966, XX,  64, NEQ,   22,   24,   21,   20,     ,     ,  16,
SH, 30, 2026040606, 03, FNV3,  36,  94S, 1563E,  91,  963, XX,  34, NEQ,   92,   99,  105,   93,     ,     ,  15,
SH, 30, 2026040606, 03, FNV3,  36,  94S, 1563E,  91,  963, XX,  50, NEQ,   46,   48,   47,   42,     ,     ,  15,
SH, 30, 2026040606, 03, FNV3,  36,  94S, 1563E,  91,  963, XX,  64, NEQ,   24,   25,   23,   22,     ,     ,  15,
SH, 30, 2026040606, 03, FNV3,  42,  92S, 1562E,  94,  960, XX,  34, NEQ,   88,   99,  108,   91,     ,     ,  16,
SH, 30, 2026040606, 03, FNV3,  42,  92S, 1562E,  94,  960, XX,  50, NEQ,   46,   49,   49,   44,     ,     ,  16,
SH, 30, 2026040606, 03, FNV3,  42,  92S, 1562E,  94,  960, XX,  64, NEQ,   26,   26,   24,   23,     ,     ,  16,
SH, 30, 2026040606, 03, FNV3,  48,  92S, 1559E,  93,  961, XX,  34, NEQ,   91,  107,  117,   92,     ,     ,  16,
SH, 30, 2026040606, 03, FNV3,  48,  92S, 1559E,  93,  961, XX,  50, NEQ,   45,   52,   51,   43,     ,     ,  16,
SH, 30, 2026040606, 03, FNV3,  48,  92S, 1559E,  93,  961, XX,  64, NEQ,   25,   27,   24,   22,     ,     ,  16,
SH, 30, 2026040606, 03, FNV3,  54,  91S, 1556E,  97,  958, XX,  34, NEQ,   98,  116,  123,   99,     ,     ,  15,
SH, 30, 2026040606, 03, FNV3,  54,  91S, 1556E,  97,  958, XX,  50, NEQ,   51,   59,   57,   49,     ,     ,  15,
SH, 30, 2026040606, 03, FNV3,  54,  91S, 1556E,  97,  958, XX,  64, NEQ,   29,   32,   29,   27,     ,     ,  15,
SH, 30, 2026040606, 03, FNV3,  60,  91S, 1550E,  97,  960, XX,  34, NEQ,   94,  116,  122,   94,     ,     ,  16,
SH, 30, 2026040606, 03, FNV3,  60,  91S, 1550E,  97,  960, XX,  50, NEQ,   53,   61,   59,   49,     ,     ,  16,
SH, 30, 2026040606, 03, FNV3,  60,  91S, 1550E,  97,  960, XX,  64, NEQ,   28,   31,   28,   26,     ,     ,  16,
SH, 30, 2026040606, 03, FNV3,  66,  91S, 1544E,  94,  962, XX,  34, NEQ,   84,  109,  115,   85,     ,     ,  14,
SH, 30, 2026040606, 03, FNV3,  66,  91S, 1544E,  94,  962, XX,  50, NEQ,   46,   55,   53,   43,     ,     ,  14,
SH, 30, 2026040606, 03, FNV3,  66,  91S, 1544E,  94,  962, XX,  64, NEQ,   27,   31,   26,   25,     ,     ,  14,
SH, 30, 2026040606, 03, FNV3,  72,  91S, 1538E,  88,  966, XX,  34, NEQ,  100,  125,  129,   99,     ,     ,  16,
SH, 30, 2026040606, 03, FNV3,  72,  91S, 1538E,  88,  966, XX,  50, NEQ,   55,   64,   61,   51,     ,     ,  16,
SH, 30, 2026040606, 03, FNV3,  72,  91S, 1538E,  88,  966, XX,  64, NEQ,   28,   32,   28,   26,     ,     ,  16,
SH, 30, 2026040606, 03, FNV3,  78,  91S, 1532E,  84,  969, XX,  34, NEQ,   98,  114,  119,   99,     ,     ,  18,
SH, 30, 2026040606, 03, FNV3,  78,  91S, 1532E,  84,  969, XX,  50, NEQ,   51,   56,   54,   47,     ,     ,  18,
SH, 30, 2026040606, 03, FNV3,  78,  91S, 1532E,  84,  969, XX,  64, NEQ,   25,   26,   24,   23,     ,     ,  18,
SH, 30, 2026040606, 03, FNV3,  84,  92S, 1526E,  77,  975, XX,  34, NEQ,   93,  110,  111,   90,     ,     ,  16,
SH, 30, 2026040606, 03, FNV3,  84,  92S, 1526E,  77,  975, XX,  50, NEQ,   47,   53,   50,   43,     ,     ,  16,
SH, 30, 2026040606, 03, FNV3,  84,  92S, 1526E,  77,  975, XX,  64, NEQ,   22,   24,   21,   20,     ,     ,  16,
SH, 30, 2026040606, 03, FNV3,  90,  95S, 1521E,  67,  981, XX,  34, NEQ,   90,  100,   97,   85,     ,     ,  19,
SH, 30, 2026040606, 03, FNV3,  90,  95S, 1521E,  67,  981, XX,  50, NEQ,   36,   40,   36,   32,     ,     ,  19,
SH, 30, 2026040606, 03, FNV3,  90,  95S, 1521E,  67,  981, XX,  64, NEQ,   15,   16,   14,   13,     ,     ,  19,
SH, 30, 2026040606, 03, FNV3,  96,  97S, 1515E,  59,  985, XX,  34, NEQ,   84,   90,   88,   78,     ,     ,  24,
SH, 30, 2026040606, 03, FNV3,  96,  97S, 1515E,  59,  985, XX,  50, NEQ,   30,   32,   29,   26,     ,     ,  24,
SH, 30, 2026040606, 03, FNV3,  96,  97S, 1515E,  59,  985, XX,  64, NEQ,   10,   11,    9,    9,     ,     ,  24,
SH, 30, 2026040606, 03, FNV3, 102,  98S, 1510E,  50,  991, XX,  34, NEQ,   56,   61,   59,   53,     ,     ,  25,
SH, 30, 2026040606, 03, FNV3, 102,  98S, 1510E,  50,  991, XX,  50, NEQ,   21,   22,   21,   18,     ,     ,  25,
SH, 30, 2026040606, 03, FNV3, 102,  98S, 1510E,  50,  991, XX,  64, NEQ,    7,    9,    7,    7,     ,     ,  25,
SH, 30, 2026040606, 03, FNV3, 108, 101S, 1503E,  44,  993, XX,  34, NEQ,   50,   52,   50,   46,     ,     ,  30,
SH, 30, 2026040606, 03, FNV3, 108, 101S, 1503E,  44,  993, XX,  50, NEQ,   15,   14,   12,   12,     ,     ,  30,
SH, 30, 2026040606, 03, FNV3, 108, 101S, 1503E,  44,  993, XX,  64, NEQ,    2,    2,    4,    2,     ,     ,  30,
SH, 30, 2026040606, 03, FNV3, 114, 103S, 1499E,  43,  995, XX,  34, NEQ,   42,   48,   44,   37,     ,     ,  29,
SH, 30, 2026040606, 03, FNV3, 114, 103S, 1499E,  43,  995, XX,  50, NEQ,    9,   10,    9,    7,     ,     ,  29,
SH, 30, 2026040606, 03, FNV3, 114, 103S, 1499E,  43,  995, XX,  64, NEQ,    2,    3,    2,    2,     ,     ,  29,
SH, 30, 2026040606, 03, FNV3, 120, 105S, 1492E,  43,  994, XX,  34, NEQ,   42,   47,   44,   39,     ,     ,  30,
SH, 30, 2026040606, 03, FNV3, 120, 105S, 1492E,  43,  994, XX,  50, NEQ,   13,   14,   13,   12,     ,     ,  30,
SH, 30, 2026040606, 03, FNV3, 120, 105S, 1492E,  43,  994, XX,  64, NEQ,    3,    3,    3,    3,     ,     ,  30,
SH, 30, 2026040606, 03, FNV3, 126, 109S, 1479E,  48,  991, XX,  34, NEQ,   43,   50,   47,   38,     ,     ,  27,
SH, 30, 2026040606, 03, FNV3, 126, 109S, 1479E,  48,  991, XX,  50, NEQ,   14,   16,   15,   13,     ,     ,  27,
SH, 30, 2026040606, 03, FNV3, 126, 109S, 1479E,  48,  991, XX,  64, NEQ,    7,    8,    7,    6,     ,     ,  27,
SH, 30, 2026040606, 03, FNV3, 132, 111S, 1473E,  47,  992, XX,  34, NEQ,   39,   43,   47,   36,     ,     ,  29,
SH, 30, 2026040606, 03, FNV3, 132, 111S, 1473E,  47,  992, XX,  50, NEQ,   15,   18,   16,   13,     ,     ,  29,
SH, 30, 2026040606, 03, FNV3, 132, 111S, 1473E,  47,  992, XX,  64, NEQ,    6,    6,    5,    5,     ,     ,  29,
SH, 30, 2026040606, 03, FNV3, 138, 111S, 1466E,  46,  994, XX,  34, NEQ,   33,   39,   41,   29,     ,     ,  28,
SH, 30, 2026040606, 03, FNV3, 138, 111S, 1466E,  46,  994, XX,  50, NEQ,    8,   10,   10,    8,     ,     ,  28,
SH, 30, 2026040606, 03, FNV3, 138, 111S, 1466E,  46,  994, XX,  64, NEQ,    4,    5,    4,    3,     ,     ,  28,
SH, 30, 2026040606, 03, FNV3, 144, 113S, 1458E,  48,  992, XX,  34, NEQ,   40,   48,   45,   36,     ,     ,  29,
SH, 30, 2026040606, 03, FNV3, 144, 113S, 1458E,  48,  992, XX,  50, NEQ,   12,   15,   13,   11,     ,     ,  29,
SH, 30, 2026040606, 03, FNV3, 144, 113S, 1458E,  48,  992, XX,  64, NEQ,    6,    6,    5,    5,     ,     ,  29,
SH, 30, 2026040606, 03, FNV3, 150, 112S, 1452E,  49,  992, XX,  34, NEQ,   35,   37,   38,   32,     ,     ,  23,
SH, 30, 2026040606, 03, FNV3, 150, 112S, 1452E,  49,  992, XX,  50, NEQ,   10,   13,   10,    9,     ,     ,  23,
SH, 30, 2026040606, 03, FNV3, 150, 112S, 1452E,  49,  992, XX,  64, NEQ,    4,    4,    3,    3,     ,     ,  23,
SH, 30, 2026040606, 03, FNV3, 156, 112S, 1442E,  52,  990, XX,  34, NEQ,   56,   63,   59,   50,     ,     ,  21,
SH, 30, 2026040606, 03, FNV3, 156, 112S, 1442E,  52,  990, XX,  50, NEQ,   15,   18,   16,   14,     ,     ,  21,
SH, 30, 2026040606, 03, FNV3, 156, 112S, 1442E,  52,  990, XX,  64, NEQ,    6,    7,    6,    6,     ,     ,  21,
SH, 30, 2026040606, 03, FNV3, 162, 113S, 1435E,  49,  994, XX,  34, NEQ,   42,   50,   50,   38,     ,     ,  22,
SH, 30, 2026040606, 03, FNV3, 162, 113S, 1435E,  49,  994, XX,  50, NEQ,   10,   13,   12,    9,     ,     ,  22,
SH, 30, 2026040606, 03, FNV3, 162, 113S, 1435E,  49,  994, XX,  64, NEQ,    4,    4,    5,    4,     ,     ,  22,
SH, 30, 2026040606, 03, FNV3, 168, 114S, 1427E,  54,  988, XX,  34, NEQ,   45,   59,   53,   41,     ,     ,  25,
SH, 30, 2026040606, 03, FNV3, 168, 114S, 1427E,  54,  988, XX,  50, NEQ,   16,   19,   18,   14,     ,     ,  25,
SH, 30, 2026040606, 03, FNV3, 168, 114S, 1427E,  54,  988, XX,  64, NEQ,    6,    7,    5,    5,     ,     ,  25,
SH, 30, 2026040606, 03, FNV3, 174, 114S, 1418E,  59,  987, XX,  34, NEQ,   47,   58,   57,   45,     ,     ,  23,
SH, 30, 2026040606, 03, FNV3, 174, 114S, 1418E,  59,  987, XX,  50, NEQ,   15,   18,   20,   14,     ,     ,  23,
SH, 30, 2026040606, 03, FNV3, 174, 114S, 1418E,  59,  987, XX,  64, NEQ,    8,    9,    9,    7,     ,     ,  23,
SH, 30, 2026040606, 03, FNV3, 180, 114S, 1409E,  62,  984, XX,  34, NEQ,   48,   60,   60,   47,     ,     ,  18,
SH, 30, 2026040606, 03, FNV3, 180, 114S, 1409E,  62,  984, XX,  50, NEQ,   20,   23,   23,   18,     ,     ,  18,
SH, 30, 2026040606, 03, FNV3, 180, 114S, 1409E,  62,  984, XX,  64, NEQ,    9,   10,    8,    8,     ,     ,  18,
SH, 30, 2026040606, 03, FNV3, 186, 114S, 1400E,  56,  989, XX,  34, NEQ,   41,   53,   51,   39,     ,     ,  17,
SH, 30, 2026040606, 03, FNV3, 186, 114S, 1400E,  56,  989, XX,  50, NEQ,   16,   18,   18,   14,     ,     ,  17,
SH, 30, 2026040606, 03, FNV3, 186, 114S, 1400E,  56,  989, XX,  64, NEQ,    7,    7,    7,    6,     ,     ,  17,
SH, 30, 2026040606, 03, FNV3, 192, 116S, 1392E,  59,  986, XX,  34, NEQ,   43,   57,   50,   38,     ,     ,  19,
SH, 30, 2026040606, 03, FNV3, 192, 116S, 1392E,  59,  986, XX,  50, NEQ,   14,   17,   16,   13,     ,     ,  19,
SH, 30, 2026040606, 03, FNV3, 192, 116S, 1392E,  59,  986, XX,  64, NEQ,    9,    9,    8,    8,     ,     ,  19,
SH, 30, 2026040606, 03, FNV3, 198, 116S, 1384E,  59,  985, XX,  34, NEQ,   44,   53,   52,   42,     ,     ,  21,
SH, 30, 2026040606, 03, FNV3, 198, 116S, 1384E,  59,  985, XX,  50, NEQ,   16,   19,   18,   15,     ,     ,  21,
SH, 30, 2026040606, 03, FNV3, 198, 116S, 1384E,  59,  985, XX,  64, NEQ,    8,   10,    7,    7,     ,     ,  21,
SH, 30, 2026040606, 03, FNV3, 204, 116S, 1376E,  52,  991, XX,  34, NEQ,   34,   43,   42,   32,     ,     ,  20,
SH, 30, 2026040606, 03, FNV3, 204, 116S, 1376E,  52,  991, XX,  50, NEQ,   13,   15,   16,   12,     ,     ,  20,
SH, 30, 2026040606, 03, FNV3, 204, 116S, 1376E,  52,  991, XX,  64, NEQ,    7,    8,    7,    7,     ,     ,  20,
SH, 30, 2026040606, 03, FNV3, 210, 119S, 1368E,  51,  992, XX,  34, NEQ,   29,   39,   39,   29,     ,     ,  24,
SH, 30, 2026040606, 03, FNV3, 210, 119S, 1368E,  51,  992, XX,  50, NEQ,    9,   12,   13,    9,     ,     ,  24,
SH, 30, 2026040606, 03, FNV3, 210, 119S, 1368E,  51,  992, XX,  64, NEQ,    6,    7,    6,    5,     ,     ,  24,
SH, 30, 2026040606, 03, FNV3, 216, 119S, 1360E,  51,  990, XX,  34, NEQ,   31,   40,   39,   28,     ,     ,  21,
SH, 30, 2026040606, 03, FNV3, 216, 119S, 1360E,  51,  990, XX,  50, NEQ,   14,   17,   16,   13,     ,     ,  21,
SH, 30, 2026040606, 03, FNV3, 216, 119S, 1360E,  51,  990, XX,  64, NEQ,    6,    7,    6,    6,     ,     ,  21,
SH, 30, 2026040606, 03, FNV3, 222, 116S, 1354E,  53,  989, XX,  34, NEQ,   38,   48,   46,   37,     ,     ,  20,
SH, 30, 2026040606, 03, FNV3, 222, 116S, 1354E,  53,  989, XX,  50, NEQ,   15,   16,   18,   13,     ,     ,  20,
SH, 30, 2026040606, 03, FNV3, 222, 116S, 1354E,  53,  989, XX,  64, NEQ,    6,    7,    6,    6,     ,     ,  20,
SH, 30, 2026040606, 03, FNV3, 228, 117S, 1345E,  49,  992, XX,  34, NEQ,   35,   45,   42,   32,     ,     ,  24,
SH, 30, 2026040606, 03, FNV3, 228, 117S, 1345E,  49,  992, XX,  50, NEQ,   11,   14,   13,   10,     ,     ,  24,
SH, 30, 2026040606, 03, FNV3, 228, 117S, 1345E,  49,  992, XX,  64, NEQ,    5,    6,    5,    5,     ,     ,  24,
SH, 31, 2026040606, 03, FNV3,   0, 161S, 1736E,  89,  964, XX,  34, NEQ,  120,  120,  100,   70,     ,     ,  15,
SH, 31, 2026040606, 03, FNV3,   6, 165S, 1739E,  89,  962, XX,  34, NEQ,  126,  129,  116,  106,     ,     ,  16,
SH, 31, 2026040606, 03, FNV3,   6, 165S, 1739E,  89,  962, XX,  50, NEQ,   64,   62,   54,   54,     ,     ,  16,
SH, 31, 2026040606, 03, FNV3,   6, 165S, 1739E,  89,  962, XX,  64, NEQ,   31,   30,   26,   27,     ,     ,  16,
SH, 31, 2026040606, 03, FNV3,  12, 174S, 1743E,  95,  957, XX,  34, NEQ,  130,  139,  119,  104,     ,     ,  14,
SH, 31, 2026040606, 03, FNV3,  12, 174S, 1743E,  95,  957, XX,  50, NEQ,   66,   64,   55,   54,     ,     ,  14,
SH, 31, 2026040606, 03, FNV3,  12, 174S, 1743E,  95,  957, XX,  64, NEQ,   33,   32,   27,   28,     ,     ,  14,
SH, 31, 2026040606, 03, FNV3,  18, 181S, 1747E, 101,  950, XX,  34, NEQ,  124,  141,  122,  101,     ,     ,  13,
SH, 31, 2026040606, 03, FNV3,  18, 181S, 1747E, 101,  950, XX,  50, NEQ,   60,   61,   52,   50,     ,     ,  13,
SH, 31, 2026040606, 03, FNV3,  18, 181S, 1747E, 101,  950, XX,  64, NEQ,   30,   30,   24,   25,     ,     ,  13,
