# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 09, 2025122818, 03, FNV3,   0, 133S,  835E,  80,  978, XX,  34, NEQ,   40,   50,   50,   35,     ,     ,  10,
IO, 09, 2025122818, 03, FNV3,   6, 134S,  825E,  79,  975, XX,  34, NEQ,   40,   50,   45,   34,     ,     ,   6,
IO, 09, 2025122818, 03, FNV3,   6, 134S,  825E,  79,  975, XX,  50, NEQ,   17,   19,   17,   14,     ,     ,   6,
IO, 09, 2025122818, 03, FNV3,   6, 134S,  825E,  79,  975, XX,  64, NEQ,    9,   10,    8,    8,     ,     ,   6,
IO, 09, 2025122818, 03, FNV3,  12, 136S,  814E,  85,  972, XX,  34, NEQ,   45,   60,   59,   41,     ,     ,   9,
IO, 09, 2025122818, 03, FNV3,  12, 136S,  814E,  85,  972, XX,  50, NEQ,   22,   26,   24,   20,     ,     ,   9,
IO, 09, 2025122818, 03, FNV3,  12, 136S,  814E,  85,  972, XX,  64, NEQ,   14,   14,   12,   12,     ,     ,   9,
IO, 09, 2025122818, 03, FNV3,  18, 138S,  803E,  90,  967, XX,  34, NEQ,   39,   54,   55,   36,     ,     ,   6,
IO, 09, 2025122818, 03, FNV3,  18, 138S,  803E,  90,  967, XX,  50, NEQ,   21,   24,   23,   18,     ,     ,   6,
IO, 09, 2025122818, 03, FNV3,  18, 138S,  803E,  90,  967, XX,  64, NEQ,   13,   14,   12,   12,     ,     ,   6,
IO, 09, 2025122818, 03, FNV3,  24, 139S,  792E,  95,  964, XX,  34, NEQ,   39,   53,   54,   37,     ,     ,   6,
IO, 09, 2025122818, 03, FNV3,  24, 139S,  792E,  95,  964, XX,  50, NEQ,   20,   24,   23,   19,     ,     ,   6,
IO, 09, 2025122818, 03, FNV3,  24, 139S,  792E,  95,  964, XX,  64, NEQ,   14,   15,   13,   13,     ,     ,   6,
IO, 09, 2025122818, 03, FNV3,  30, 140S,  781E,  92,  967, XX,  34, NEQ,   40,   57,   57,   39,     ,     ,   7,
IO, 09, 2025122818, 03, FNV3,  30, 140S,  781E,  92,  967, XX,  50, NEQ,   24,   27,   25,   22,     ,     ,   7,
IO, 09, 2025122818, 03, FNV3,  30, 140S,  781E,  92,  967, XX,  64, NEQ,   16,   16,   14,   14,     ,     ,   7,
IO, 09, 2025122818, 03, FNV3,  36, 140S,  769E,  91,  968, XX,  34, NEQ,   38,   52,   57,   39,     ,     ,   7,
IO, 09, 2025122818, 03, FNV3,  36, 140S,  769E,  91,  968, XX,  50, NEQ,   23,   26,   26,   21,     ,     ,   7,
IO, 09, 2025122818, 03, FNV3,  36, 140S,  769E,  91,  968, XX,  64, NEQ,   16,   17,   14,   14,     ,     ,   7,
IO, 09, 2025122818, 03, FNV3,  42, 140S,  758E,  90,  968, XX,  34, NEQ,   37,   54,   58,   37,     ,     ,   9,
IO, 09, 2025122818, 03, FNV3,  42, 140S,  758E,  90,  968, XX,  50, NEQ,   23,   29,   27,   22,     ,     ,   9,
IO, 09, 2025122818, 03, FNV3,  42, 140S,  758E,  90,  968, XX,  64, NEQ,   16,   17,   15,   15,     ,     ,   9,
IO, 09, 2025122818, 03, FNV3,  48, 141S,  746E,  80,  976, XX,  34, NEQ,   46,   60,   62,   45,     ,     ,   9,
IO, 09, 2025122818, 03, FNV3,  48, 141S,  746E,  80,  976, XX,  50, NEQ,   26,   30,   28,   23,     ,     ,   9,
IO, 09, 2025122818, 03, FNV3,  48, 141S,  746E,  80,  976, XX,  64, NEQ,   14,   15,   13,   12,     ,     ,   9,
IO, 09, 2025122818, 03, FNV3,  54, 142S,  735E,  77,  978, XX,  34, NEQ,   45,   59,   58,   43,     ,     ,   9,
IO, 09, 2025122818, 03, FNV3,  54, 142S,  735E,  77,  978, XX,  50, NEQ,   24,   27,   25,   20,     ,     ,   9,
IO, 09, 2025122818, 03, FNV3,  54, 142S,  735E,  77,  978, XX,  64, NEQ,   13,   14,   11,   11,     ,     ,   9,
IO, 09, 2025122818, 03, FNV3,  60, 145S,  723E,  73,  981, XX,  34, NEQ,   42,   52,   56,   40,     ,     ,  11,
IO, 09, 2025122818, 03, FNV3,  60, 145S,  723E,  73,  981, XX,  50, NEQ,   20,   23,   22,   18,     ,     ,  11,
IO, 09, 2025122818, 03, FNV3,  60, 145S,  723E,  73,  981, XX,  64, NEQ,   10,   11,    9,    9,     ,     ,  11,
IO, 09, 2025122818, 03, FNV3,  66, 148S,  713E,  71,  981, XX,  34, NEQ,   48,   63,   60,   44,     ,     ,  14,
IO, 09, 2025122818, 03, FNV3,  66, 148S,  713E,  71,  981, XX,  50, NEQ,   22,   25,   23,   19,     ,     ,  14,
IO, 09, 2025122818, 03, FNV3,  66, 148S,  713E,  71,  981, XX,  64, NEQ,   12,   12,   10,   10,     ,     ,  14,
