# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
WP, 06, 2026052806, 03, FNV3,   0, 130N, 1359E,  29,  998, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  80,
WP, 06, 2026052806, 03, FNV3,   6, 140N, 1353E,  43,  996, XX,  34, NEQ,   91,   81,   64,   71,     ,     ,  50,
WP, 06, 2026052806, 03, FNV3,   6, 140N, 1353E,  43,  996, XX,  50, NEQ,    1,    1,    1,    2,     ,     ,  50,
WP, 06, 2026052806, 03, FNV3,  12, 147N, 1347E,  45,  993, XX,  34, NEQ,  102,   90,   70,   81,     ,     ,  47,
WP, 06, 2026052806, 03, FNV3,  12, 147N, 1347E,  45,  993, XX,  50, NEQ,    8,    3,    2,    3,     ,     ,  47,
WP, 06, 2026052806, 03, FNV3,  18, 153N, 1339E,  51,  991, XX,  34, NEQ,  120,  107,   86,  100,     ,     ,  44,
WP, 06, 2026052806, 03, FNV3,  18, 153N, 1339E,  51,  991, XX,  50, NEQ,   18,   13,    9,   12,     ,     ,  44,
WP, 06, 2026052806, 03, FNV3,  18, 153N, 1339E,  51,  991, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  44,
WP, 06, 2026052806, 03, FNV3,  24, 159N, 1330E,  54,  988, XX,  34, NEQ,  129,  114,   92,  108,     ,     ,  40,
WP, 06, 2026052806, 03, FNV3,  24, 159N, 1330E,  54,  988, XX,  50, NEQ,   25,   15,   11,   17,     ,     ,  40,
WP, 06, 2026052806, 03, FNV3,  24, 159N, 1330E,  54,  988, XX,  64, NEQ,    3,    1,    1,    1,     ,     ,  40,
WP, 06, 2026052806, 03, FNV3,  30, 162N, 1321E,  60,  984, XX,  34, NEQ,  134,  118,   98,  116,     ,     ,  37,
WP, 06, 2026052806, 03, FNV3,  30, 162N, 1321E,  60,  984, XX,  50, NEQ,   36,   24,   19,   25,     ,     ,  37,
WP, 06, 2026052806, 03, FNV3,  30, 162N, 1321E,  60,  984, XX,  64, NEQ,   11,    7,    5,    7,     ,     ,  37,
WP, 06, 2026052806, 03, FNV3,  36, 167N, 1312E,  65,  980, XX,  34, NEQ,  157,  137,  112,  134,     ,     ,  36,
WP, 06, 2026052806, 03, FNV3,  36, 167N, 1312E,  65,  980, XX,  50, NEQ,   50,   39,   31,   38,     ,     ,  36,
WP, 06, 2026052806, 03, FNV3,  36, 167N, 1312E,  65,  980, XX,  64, NEQ,   12,    9,    7,   10,     ,     ,  36,
WP, 06, 2026052806, 03, FNV3,  42, 173N, 1303E,  74,  973, XX,  34, NEQ,  166,  147,  122,  142,     ,     ,  32,
WP, 06, 2026052806, 03, FNV3,  42, 173N, 1303E,  74,  973, XX,  50, NEQ,   64,   52,   41,   53,     ,     ,  32,
WP, 06, 2026052806, 03, FNV3,  42, 173N, 1303E,  74,  973, XX,  64, NEQ,   19,   16,   13,   16,     ,     ,  32,
WP, 06, 2026052806, 03, FNV3,  48, 179N, 1296E,  79,  967, XX,  34, NEQ,  184,  163,  133,  156,     ,     ,  25,
WP, 06, 2026052806, 03, FNV3,  48, 179N, 1296E,  79,  967, XX,  50, NEQ,   87,   76,   61,   71,     ,     ,  25,
WP, 06, 2026052806, 03, FNV3,  48, 179N, 1296E,  79,  967, XX,  64, NEQ,   32,   28,   24,   26,     ,     ,  25,
WP, 06, 2026052806, 03, FNV3,  54, 186N, 1289E,  84,  963, XX,  34, NEQ,  186,  166,  137,  158,     ,     ,  25,
WP, 06, 2026052806, 03, FNV3,  54, 186N, 1289E,  84,  963, XX,  50, NEQ,   78,   69,   55,   65,     ,     ,  25,
WP, 06, 2026052806, 03, FNV3,  54, 186N, 1289E,  84,  963, XX,  64, NEQ,   29,   24,   20,   23,     ,     ,  25,
WP, 06, 2026052806, 03, FNV3,  60, 194N, 1285E,  92,  956, XX,  34, NEQ,  191,  177,  143,  160,     ,     ,  22,
WP, 06, 2026052806, 03, FNV3,  60, 194N, 1285E,  92,  956, XX,  50, NEQ,   89,   83,   66,   75,     ,     ,  22,
WP, 06, 2026052806, 03, FNV3,  60, 194N, 1285E,  92,  956, XX,  64, NEQ,   38,   33,   26,   29,     ,     ,  22,
WP, 06, 2026052806, 03, FNV3,  66, 204N, 1282E,  95,  954, XX,  34, NEQ,  204,  194,  155,  169,     ,     ,  23,
WP, 06, 2026052806, 03, FNV3,  66, 204N, 1282E,  95,  954, XX,  50, NEQ,   94,   89,   72,   79,     ,     ,  23,
WP, 06, 2026052806, 03, FNV3,  66, 204N, 1282E,  95,  954, XX,  64, NEQ,   43,   38,   32,   35,     ,     ,  23,
WP, 06, 2026052806, 03, FNV3,  72, 214N, 1280E,  99,  950, XX,  34, NEQ,  199,  196,  155,  164,     ,     ,  19,
WP, 06, 2026052806, 03, FNV3,  72, 214N, 1280E,  99,  950, XX,  50, NEQ,   93,   91,   72,   78,     ,     ,  19,
WP, 06, 2026052806, 03, FNV3,  72, 214N, 1280E,  99,  950, XX,  64, NEQ,   43,   43,   34,   37,     ,     ,  19,
WP, 06, 2026052806, 03, FNV3,  78, 222N, 1278E,  97,  951, XX,  34, NEQ,  197,  192,  154,  163,     ,     ,  21,
WP, 06, 2026052806, 03, FNV3,  78, 222N, 1278E,  97,  951, XX,  50, NEQ,   93,   90,   73,   78,     ,     ,  21,
WP, 06, 2026052806, 03, FNV3,  78, 222N, 1278E,  97,  951, XX,  64, NEQ,   47,   43,   36,   38,     ,     ,  21,
WP, 06, 2026052806, 03, FNV3,  84, 232N, 1277E,  94,  952, XX,  34, NEQ,  207,  202,  160,  170,     ,     ,  25,
WP, 06, 2026052806, 03, FNV3,  84, 232N, 1277E,  94,  952, XX,  50, NEQ,  105,  101,   82,   89,     ,     ,  25,
WP, 06, 2026052806, 03, FNV3,  84, 232N, 1277E,  94,  952, XX,  64, NEQ,   55,   52,   43,   46,     ,     ,  25,
WP, 06, 2026052806, 03, FNV3,  90, 243N, 1277E,  89,  956, XX,  34, NEQ,  197,  199,  156,  162,     ,     ,  25,
WP, 06, 2026052806, 03, FNV3,  90, 243N, 1277E,  89,  956, XX,  50, NEQ,   99,   97,   78,   82,     ,     ,  25,
WP, 06, 2026052806, 03, FNV3,  90, 243N, 1277E,  89,  956, XX,  64, NEQ,   51,   48,   39,   41,     ,     ,  25,
WP, 06, 2026052806, 03, FNV3,  96, 255N, 1278E,  88,  956, XX,  34, NEQ,  205,  212,  168,  167,     ,     ,  27,
WP, 06, 2026052806, 03, FNV3,  96, 255N, 1278E,  88,  956, XX,  50, NEQ,  114,  115,   94,   98,     ,     ,  27,
WP, 06, 2026052806, 03, FNV3,  96, 255N, 1278E,  88,  956, XX,  64, NEQ,   60,   59,   49,   52,     ,     ,  27,
WP, 06, 2026052806, 03, FNV3, 102, 266N, 1283E,  79,  963, XX,  34, NEQ,  197,  207,  165,  160,     ,     ,  25,
WP, 06, 2026052806, 03, FNV3, 102, 266N, 1283E,  79,  963, XX,  50, NEQ,  109,  114,   94,   94,     ,     ,  25,
WP, 06, 2026052806, 03, FNV3, 102, 266N, 1283E,  79,  963, XX,  64, NEQ,   55,   56,   46,   47,     ,     ,  25,
WP, 06, 2026052806, 03, FNV3, 108, 280N, 1291E,  74,  965, XX,  34, NEQ,  201,  213,  169,  161,     ,     ,  27,
WP, 06, 2026052806, 03, FNV3, 108, 280N, 1291E,  74,  965, XX,  50, NEQ,  112,  115,   95,   94,     ,     ,  27,
WP, 06, 2026052806, 03, FNV3, 108, 280N, 1291E,  74,  965, XX,  64, NEQ,   50,   50,   41,   41,     ,     ,  27,
WP, 06, 2026052806, 03, FNV3, 114, 293N, 1303E,  66,  971, XX,  34, NEQ,  214,  227,  186,  176,     ,     ,  34,
WP, 06, 2026052806, 03, FNV3, 114, 293N, 1303E,  66,  971, XX,  50, NEQ,  104,  110,   89,   87,     ,     ,  34,
WP, 06, 2026052806, 03, FNV3, 114, 293N, 1303E,  66,  971, XX,  64, NEQ,   27,   33,   23,   23,     ,     ,  34,
WP, 06, 2026052806, 03, FNV3, 120, 307N, 1318E,  64,  971, XX,  34, NEQ,  213,  231,  190,  175,     ,     ,  36,
WP, 06, 2026052806, 03, FNV3, 120, 307N, 1318E,  64,  971, XX,  50, NEQ,  104,  110,   89,   86,     ,     ,  36,
WP, 06, 2026052806, 03, FNV3, 120, 307N, 1318E,  64,  971, XX,  64, NEQ,   17,   21,   15,   15,     ,     ,  36,
WP, 06, 2026052806, 03, FNV3, 126, 320N, 1339E,  62,  973, XX,  34, NEQ,  203,  218,  181,  168,     ,     ,  38,
WP, 06, 2026052806, 03, FNV3, 126, 320N, 1339E,  62,  973, XX,  50, NEQ,   77,   83,   66,   63,     ,     ,  38,
WP, 06, 2026052806, 03, FNV3, 126, 320N, 1339E,  62,  973, XX,  64, NEQ,   10,   14,   11,    7,     ,     ,  38,
WP, 06, 2026052806, 03, FNV3, 132, 334N, 1360E,  59,  972, XX,  34, NEQ,  215,  227,  187,  180,     ,     ,  41,
WP, 06, 2026052806, 03, FNV3, 132, 334N, 1360E,  59,  972, XX,  50, NEQ,   84,   88,   69,   68,     ,     ,  41,
WP, 06, 2026052806, 03, FNV3, 132, 334N, 1360E,  59,  972, XX,  64, NEQ,    5,    6,    4,    3,     ,     ,  41,
WP, 06, 2026052806, 03, FNV3, 138, 346N, 1382E,  55,  974, XX,  34, NEQ,  172,  179,  151,  143,     ,     ,  51,
WP, 06, 2026052806, 03, FNV3, 138, 346N, 1382E,  55,  974, XX,  50, NEQ,   48,   60,   40,   38,     ,     ,  51,
WP, 06, 2026052806, 03, FNV3, 138, 346N, 1382E,  55,  974, XX,  64, NEQ,    2,    2,    3,    1,     ,     ,  51,
WP, 06, 2026052806, 03, FNV3, 144, 357N, 1408E,  51,  977, XX,  34, NEQ,  171,  182,  155,  142,     ,     ,  57,
WP, 06, 2026052806, 03, FNV3, 144, 357N, 1408E,  51,  977, XX,  50, NEQ,   38,   50,   37,   32,     ,     ,  57,
WP, 06, 2026052806, 03, FNV3, 150, 365N, 1432E,  49,  978, XX,  34, NEQ,  124,  141,  110,  104,     ,     ,  71,
WP, 06, 2026052806, 03, FNV3, 150, 365N, 1432E,  49,  978, XX,  50, NEQ,   15,   30,   14,   13,     ,     ,  71,
WP, 06, 2026052806, 03, FNV3, 156, 373N, 1452E,  45,  980, XX,  34, NEQ,   93,  106,   79,   72,     ,     ,  70,
WP, 06, 2026052806, 03, FNV3, 156, 373N, 1452E,  45,  980, XX,  50, NEQ,    4,    6,    6,    3,     ,     ,  70,
WP, 06, 2026052806, 03, FNV3, 162, 379N, 1470E,  41,  982, XX,  34, NEQ,   78,   71,   62,   54,     ,     ,  78,
WP, 06, 2026052806, 03, FNV3, 162, 379N, 1470E,  41,  982, XX,  50, NEQ,    5,    4,    2,    2,     ,     ,  78,
WP, 06, 2026052806, 03, FNV3, 168, 381N, 1486E,  42,  984, XX,  34, NEQ,   62,   57,   50,   49,     ,     ,  75,
WP, 06, 2026052806, 03, FNV3, 168, 381N, 1486E,  42,  984, XX,  50, NEQ,    5,    4,    0,    3,     ,     ,  75,
WP, 06, 2026052806, 03, FNV3, 174, 385N, 1498E,  39,  985, XX,  34, NEQ,   55,   35,   30,   35,     ,     ,  69,
WP, 06, 2026052806, 03, FNV3, 180, 384N, 1519E,  39,  985, XX,  34, NEQ,   20,   18,   21,   12,     ,     ,  71,
WP, 06, 2026052806, 03, FNV3, 180, 384N, 1519E,  39,  985, XX,  50, NEQ,    2,    0,    0,    0,     ,     ,  71,
WP, 06, 2026052806, 03, FNV3, 186, 386N, 1534E,  36,  987, XX,  34, NEQ,    5,    8,    4,   26,     ,     ,  72,
