# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
WP, 06, 2026052800, 03, FNV3,   0, 127N, 1359E,  29, 1001, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  50,
WP, 06, 2026052800, 03, FNV3,   6, 133N, 1357E,  42,  996, XX,  34, NEQ,   79,   68,   56,   62,     ,     ,  42,
WP, 06, 2026052800, 03, FNV3,  12, 139N, 1354E,  45,  995, XX,  34, NEQ,   90,   81,   63,   72,     ,     ,  48,
WP, 06, 2026052800, 03, FNV3,  12, 139N, 1354E,  45,  995, XX,  50, NEQ,    9,    6,    5,    5,     ,     ,  48,
WP, 06, 2026052800, 03, FNV3,  18, 146N, 1348E,  47,  993, XX,  34, NEQ,  103,   92,   71,   82,     ,     ,  49,
WP, 06, 2026052800, 03, FNV3,  18, 146N, 1348E,  47,  993, XX,  50, NEQ,   11,    4,    3,    3,     ,     ,  49,
WP, 06, 2026052800, 03, FNV3,  24, 152N, 1340E,  52,  990, XX,  34, NEQ,  118,  104,   83,   99,     ,     ,  40,
WP, 06, 2026052800, 03, FNV3,  24, 152N, 1340E,  52,  990, XX,  50, NEQ,   30,   16,   13,   16,     ,     ,  40,
WP, 06, 2026052800, 03, FNV3,  24, 152N, 1340E,  52,  990, XX,  64, NEQ,    1,    1,    0,    1,     ,     ,  40,
WP, 06, 2026052800, 03, FNV3,  30, 158N, 1331E,  55,  987, XX,  34, NEQ,  130,  115,   93,  110,     ,     ,  40,
WP, 06, 2026052800, 03, FNV3,  30, 158N, 1331E,  55,  987, XX,  50, NEQ,   33,   23,   18,   22,     ,     ,  40,
WP, 06, 2026052800, 03, FNV3,  30, 158N, 1331E,  55,  987, XX,  64, NEQ,    3,    1,    1,    2,     ,     ,  40,
