# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 14, 2026011712, 03, FNV3,   0, 180S,  674E,  54,  994, XX,  34, NEQ,   35,  130,  165,   25,     ,     ,  10,
IO, 14, 2026011712, 03, FNV3,   6, 185S,  674E,  52,  994, XX,  34, NEQ,   77,   88,   74,   62,     ,     ,  21,
IO, 14, 2026011712, 03, FNV3,   6, 185S,  674E,  52,  994, XX,  50, NEQ,   12,   14,   12,    8,     ,     ,  21,
IO, 14, 2026011712, 03, FNV3,  12, 192S,  667E,  55,  991, XX,  34, NEQ,   77,   92,   76,   61,     ,     ,  22,
IO, 14, 2026011712, 03, FNV3,  12, 192S,  667E,  55,  991, XX,  50, NEQ,   18,   24,   16,   13,     ,     ,  22,
IO, 14, 2026011712, 03, FNV3,  12, 192S,  667E,  55,  991, XX,  64, NEQ,    1,    0,    1,    0,     ,     ,  22,
IO, 14, 2026011712, 03, FNV3,  18, 199S,  661E,  59,  990, XX,  34, NEQ,   81,   99,   87,   67,     ,     ,  20,
IO, 14, 2026011712, 03, FNV3,  18, 199S,  661E,  59,  990, XX,  50, NEQ,   28,   32,   26,   22,     ,     ,  20,
IO, 14, 2026011712, 03, FNV3,  18, 199S,  661E,  59,  990, XX,  64, NEQ,    3,    3,    2,    2,     ,     ,  20,
IO, 14, 2026011712, 03, FNV3,  24, 206S,  655E,  64,  985, XX,  34, NEQ,   82,  102,   92,   68,     ,     ,  17,
IO, 14, 2026011712, 03, FNV3,  24, 206S,  655E,  64,  985, XX,  50, NEQ,   39,   42,   35,   31,     ,     ,  17,
IO, 14, 2026011712, 03, FNV3,  24, 206S,  655E,  64,  985, XX,  64, NEQ,    6,    9,    6,    5,     ,     ,  17,
IO, 14, 2026011712, 03, FNV3,  30, 209S,  646E,  61,  988, XX,  34, NEQ,   85,  105,  100,   76,     ,     ,  18,
IO, 14, 2026011712, 03, FNV3,  30, 209S,  646E,  61,  988, XX,  50, NEQ,   33,   39,   33,   28,     ,     ,  18,
IO, 14, 2026011712, 03, FNV3,  30, 209S,  646E,  61,  988, XX,  64, NEQ,    5,    7,    5,    4,     ,     ,  18,
IO, 14, 2026011712, 03, FNV3,  36, 213S,  634E,  59,  989, XX,  34, NEQ,   92,  114,  102,   78,     ,     ,  20,
IO, 14, 2026011712, 03, FNV3,  36, 213S,  634E,  59,  989, XX,  50, NEQ,   32,   39,   31,   25,     ,     ,  20,
IO, 14, 2026011712, 03, FNV3,  36, 213S,  634E,  59,  989, XX,  64, NEQ,    4,    5,    4,    3,     ,     ,  20,
IO, 14, 2026011712, 03, FNV3,  42, 217S,  621E,  59,  989, XX,  34, NEQ,   82,  105,   96,   72,     ,     ,  19,
IO, 14, 2026011712, 03, FNV3,  42, 217S,  621E,  59,  989, XX,  50, NEQ,   27,   34,   27,   22,     ,     ,  19,
IO, 14, 2026011712, 03, FNV3,  42, 217S,  621E,  59,  989, XX,  64, NEQ,    5,    7,    5,    5,     ,     ,  19,
IO, 14, 2026011712, 03, FNV3,  48, 222S,  608E,  63,  986, XX,  34, NEQ,   82,  107,   97,   70,     ,     ,  19,
IO, 14, 2026011712, 03, FNV3,  48, 222S,  608E,  63,  986, XX,  50, NEQ,   38,   43,   37,   31,     ,     ,  19,
IO, 14, 2026011712, 03, FNV3,  48, 222S,  608E,  63,  986, XX,  64, NEQ,    9,   11,    9,    8,     ,     ,  19,
IO, 14, 2026011712, 03, FNV3,  54, 227S,  594E,  67,  984, XX,  34, NEQ,   83,  106,   96,   70,     ,     ,  19,
IO, 14, 2026011712, 03, FNV3,  54, 227S,  594E,  67,  984, XX,  50, NEQ,   37,   43,   37,   31,     ,     ,  19,
IO, 14, 2026011712, 03, FNV3,  54, 227S,  594E,  67,  984, XX,  64, NEQ,   14,   15,   13,   12,     ,     ,  19,
IO, 14, 2026011712, 03, FNV3,  60, 234S,  584E,  69,  982, XX,  34, NEQ,   81,  106,   91,   65,     ,     ,  18,
IO, 14, 2026011712, 03, FNV3,  60, 234S,  584E,  69,  982, XX,  50, NEQ,   35,   42,   34,   28,     ,     ,  18,
IO, 14, 2026011712, 03, FNV3,  60, 234S,  584E,  69,  982, XX,  64, NEQ,   11,   13,   10,    9,     ,     ,  18,
IO, 14, 2026011712, 03, FNV3,  66, 243S,  575E,  68,  982, XX,  34, NEQ,   80,  104,   88,   63,     ,     ,  19,
IO, 14, 2026011712, 03, FNV3,  66, 243S,  575E,  68,  982, XX,  50, NEQ,   35,   40,   32,   28,     ,     ,  19,
IO, 14, 2026011712, 03, FNV3,  66, 243S,  575E,  68,  982, XX,  64, NEQ,   11,   13,   10,    9,     ,     ,  19,
