# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 05, 2025111918, 03, FNV3,   0,  95S, 1330E,  60,  984, XX,  34, NEQ,   65,   30,   50,   75,     ,     ,  10,
IO, 05, 2025111918, 03, FNV3,   6,  98S, 1332E,  66,  982, XX,  34, NEQ,   64,   64,   59,   56,     ,     ,  14,
IO, 05, 2025111918, 03, FNV3,   6,  98S, 1332E,  66,  982, XX,  50, NEQ,   25,   21,   19,   19,     ,     ,  14,
IO, 05, 2025111918, 03, FNV3,   6,  98S, 1332E,  66,  982, XX,  64, NEQ,    6,    5,    5,    5,     ,     ,  14,
IO, 05, 2025111918, 03, FNV3,  12, 100S, 1332E,  67,  981, XX,  34, NEQ,   56,   59,   61,   51,     ,     ,  12,
IO, 05, 2025111918, 03, FNV3,  12, 100S, 1332E,  67,  981, XX,  50, NEQ,   28,   27,   25,   23,     ,     ,  12,
IO, 05, 2025111918, 03, FNV3,  12, 100S, 1332E,  67,  981, XX,  64, NEQ,    8,    8,    8,    6,     ,     ,  12,
IO, 05, 2025111918, 03, FNV3,  18, 101S, 1331E,  64,  983, XX,  34, NEQ,   58,   61,   60,   55,     ,     ,  14,
IO, 05, 2025111918, 03, FNV3,  18, 101S, 1331E,  64,  983, XX,  50, NEQ,   22,   22,   19,   19,     ,     ,  14,
IO, 05, 2025111918, 03, FNV3,  18, 101S, 1331E,  64,  983, XX,  64, NEQ,    5,    4,    4,    4,     ,     ,  14,
IO, 05, 2025111918, 03, FNV3,  24, 102S, 1330E,  62,  986, XX,  34, NEQ,   55,   59,   57,   49,     ,     ,  14,
IO, 05, 2025111918, 03, FNV3,  24, 102S, 1330E,  62,  986, XX,  50, NEQ,   21,   20,   18,   16,     ,     ,  14,
IO, 05, 2025111918, 03, FNV3,  24, 102S, 1330E,  62,  986, XX,  64, NEQ,    5,    4,    4,    4,     ,     ,  14,
IO, 05, 2025111918, 03, FNV3,  30, 106S, 1328E,  67,  983, XX,  34, NEQ,   57,   64,   59,   50,     ,     ,  15,
IO, 05, 2025111918, 03, FNV3,  30, 106S, 1328E,  67,  983, XX,  50, NEQ,   21,   22,   18,   16,     ,     ,  15,
IO, 05, 2025111918, 03, FNV3,  30, 106S, 1328E,  67,  983, XX,  64, NEQ,    6,    8,    6,    5,     ,     ,  15,
IO, 05, 2025111918, 03, FNV3,  36, 111S, 1326E,  70,  980, XX,  34, NEQ,   53,   63,   57,   45,     ,     ,  12,
IO, 05, 2025111918, 03, FNV3,  36, 111S, 1326E,  70,  980, XX,  50, NEQ,   21,   23,   19,   17,     ,     ,  12,
IO, 05, 2025111918, 03, FNV3,  36, 111S, 1326E,  70,  980, XX,  64, NEQ,    9,    8,    7,    6,     ,     ,  12,
IO, 05, 2025111918, 03, FNV3,  42, 116S, 1322E,  68,  981, XX,  34, NEQ,   43,   53,   46,   35,     ,     ,  15,
IO, 05, 2025111918, 03, FNV3,  42, 116S, 1322E,  68,  981, XX,  50, NEQ,   14,   16,   14,   11,     ,     ,  15,
IO, 05, 2025111918, 03, FNV3,  42, 116S, 1322E,  68,  981, XX,  64, NEQ,    6,    7,    6,    4,     ,     ,  15,
IO, 05, 2025111918, 03, FNV3,  48, 120S, 1320E,  70,  979, XX,  34, NEQ,   44,   57,   51,   37,     ,     ,  13,
IO, 05, 2025111918, 03, FNV3,  48, 120S, 1320E,  70,  979, XX,  50, NEQ,   17,   20,   17,   13,     ,     ,  13,
