# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
SH, 30, 2026040906, 03, FNV3,   0,  85S, 1547E,  99,  954, XX,  34, NEQ,  110,  100,  120,  105,     ,     ,  15,
SH, 30, 2026040906, 03, FNV3,   6,  83S, 1543E,  97,  957, XX,  34, NEQ,   86,  109,  120,   94,     ,     ,  21,
SH, 30, 2026040906, 03, FNV3,   6,  83S, 1543E,  97,  957, XX,  50, NEQ,   46,   54,   56,   46,     ,     ,  21,
SH, 30, 2026040906, 03, FNV3,   6,  83S, 1543E,  97,  957, XX,  64, NEQ,   28,   33,   29,   27,     ,     ,  21,
SH, 30, 2026040906, 03, FNV3,  12,  82S, 1541E,  88,  963, XX,  34, NEQ,   98,  114,  123,  101,     ,     ,  17,
SH, 30, 2026040906, 03, FNV3,  12,  82S, 1541E,  88,  963, XX,  50, NEQ,   55,   61,   60,   52,     ,     ,  17,
SH, 30, 2026040906, 03, FNV3,  12,  82S, 1541E,  88,  963, XX,  64, NEQ,   30,   32,   29,   28,     ,     ,  17,
SH, 30, 2026040906, 03, FNV3,  18,  84S, 1538E,  77,  973, XX,  34, NEQ,   98,  112,  113,   96,     ,     ,  19,
SH, 30, 2026040906, 03, FNV3,  18,  84S, 1538E,  77,  973, XX,  50, NEQ,   47,   51,   48,   43,     ,     ,  19,
SH, 30, 2026040906, 03, FNV3,  18,  84S, 1538E,  77,  973, XX,  64, NEQ,   20,   22,   19,   18,     ,     ,  19,
SH, 30, 2026040906, 03, FNV3,  24,  85S, 1537E,  65,  981, XX,  34, NEQ,   93,  104,  105,   87,     ,     ,  21,
SH, 30, 2026040906, 03, FNV3,  24,  85S, 1537E,  65,  981, XX,  50, NEQ,   42,   46,   43,   37,     ,     ,  21,
SH, 30, 2026040906, 03, FNV3,  24,  85S, 1537E,  65,  981, XX,  64, NEQ,   10,   12,   11,    9,     ,     ,  21,
SH, 30, 2026040906, 03, FNV3,  30,  87S, 1535E,  58,  986, XX,  34, NEQ,   87,   94,   92,   83,     ,     ,  24,
SH, 30, 2026040906, 03, FNV3,  30,  87S, 1535E,  58,  986, XX,  50, NEQ,   26,   29,   28,   23,     ,     ,  24,
SH, 30, 2026040906, 03, FNV3,  30,  87S, 1535E,  58,  986, XX,  64, NEQ,    8,    8,    8,    7,     ,     ,  24,
SH, 30, 2026040906, 03, FNV3,  36,  86S, 1534E,  50,  992, XX,  34, NEQ,   74,   75,   70,   67,     ,     ,  28,
SH, 30, 2026040906, 03, FNV3,  36,  86S, 1534E,  50,  992, XX,  50, NEQ,   15,   15,   13,   13,     ,     ,  28,
SH, 30, 2026040906, 03, FNV3,  36,  86S, 1534E,  50,  992, XX,  64, NEQ,    3,    3,    3,    3,     ,     ,  28,
SH, 30, 2026040906, 03, FNV3,  42,  88S, 1534E,  43,  994, XX,  34, NEQ,   51,   53,   49,   45,     ,     ,  30,
SH, 30, 2026040906, 03, FNV3,  42,  88S, 1534E,  43,  994, XX,  50, NEQ,    5,    6,    5,    4,     ,     ,  30,
SH, 30, 2026040906, 03, FNV3,  48,  90S, 1533E,  39,  995, XX,  34, NEQ,   34,   34,   30,   29,     ,     ,  31,
SH, 30, 2026040906, 03, FNV3,  48,  90S, 1533E,  39,  995, XX,  50, NEQ,    2,    2,    1,    1,     ,     ,  31,
SH, 30, 2026040906, 03, FNV3,  54,  90S, 1532E,  36,  997, XX,  34, NEQ,   26,   27,   24,   24,     ,     ,  30,
SH, 30, 2026040906, 03, FNV3,  54,  90S, 1532E,  36,  997, XX,  50, NEQ,    2,    2,    2,    2,     ,     ,  30,
SH, 30, 2026040906, 03, FNV3,  60,  91S, 1529E,  35,  997, XX,  34, NEQ,   15,   17,   19,   14,     ,     ,  29,
SH, 30, 2026040906, 03, FNV3,  60,  91S, 1529E,  35,  997, XX,  50, NEQ,    0,    1,    0,    0,     ,     ,  29,
SH, 30, 2026040906, 03, FNV3,  66,  93S, 1529E,  35,  999, XX,  34, NEQ,   18,   19,   17,   19,     ,     ,  29,
SH, 30, 2026040906, 03, FNV3,  66,  93S, 1529E,  35,  999, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  29,
SH, 30, 2026040906, 03, FNV3,  72,  94S, 1526E,  31,  999, XX,  34, NEQ,    6,    4,    7,    5,     ,     ,  32,
SH, 30, 2026040906, 03, FNV3,  78,  95S, 1522E,  29, 1001, XX,  34, NEQ,    6,    6,    7,    5,     ,     ,  30,
SH, 30, 2026040906, 03, FNV3,  78,  95S, 1522E,  29, 1001, XX,  50, NEQ,    1,    1,    0,    0,     ,     ,  30,
SH, 30, 2026040906, 03, FNV3,  84,  95S, 1515E,  28, 1002, XX,  34, NEQ,    8,    4,    5,    6,     ,     ,  38,
SH, 31, 2026040906, 03, FNV3,   0, 268S, 1790E,  54,  981, XX,  34, NEQ,  170,  200,  170,  140,     ,     ,  45,
SH, 31, 2026040906, 03, FNV3,   6, 275S, 1790E,  51,  980, XX,  34, NEQ,  180,  188,  165,  154,     ,     ,  58,
SH, 31, 2026040906, 03, FNV3,   6, 275S, 1790E,  51,  980, XX,  50, NEQ,   38,   45,   29,   29,     ,     ,  58,
SH, 31, 2026040906, 03, FNV3,  12, 282S, 1789E,  51,  979, XX,  34, NEQ,  171,  183,  159,  143,     ,     ,  62,
SH, 31, 2026040906, 03, FNV3,  12, 282S, 1789E,  51,  979, XX,  50, NEQ,   27,   39,   22,   21,     ,     ,  62,
SH, 31, 2026040906, 03, FNV3,  18, 287S, 1786E,  52,  978, XX,  34, NEQ,  146,  163,  142,  125,     ,     ,  60,
SH, 31, 2026040906, 03, FNV3,  18, 287S, 1786E,  52,  978, XX,  50, NEQ,   33,   48,   28,   26,     ,     ,  60,
SH, 31, 2026040906, 03, FNV3,  24, 292S, 1786E,  52,  977, XX,  34, NEQ,  172,  181,  160,  145,     ,     ,  66,
SH, 31, 2026040906, 03, FNV3,  24, 292S, 1786E,  52,  977, XX,  50, NEQ,   33,   38,   27,   22,     ,     ,  66,
SH, 31, 2026040906, 03, FNV3,  30, 301S, 1782E,  50,  979, XX,  34, NEQ,  143,  161,  138,  120,     ,     ,  58,
SH, 31, 2026040906, 03, FNV3,  30, 301S, 1782E,  50,  979, XX,  50, NEQ,   24,   28,   21,   18,     ,     ,  58,
SH, 31, 2026040906, 03, FNV3,  30, 301S, 1782E,  50,  979, XX,  64, NEQ,    2,    0,    0,    0,     ,     ,  58,
SH, 31, 2026040906, 03, FNV3,  36, 308S, 1775E,  50,  981, XX,  34, NEQ,  139,  157,  133,  115,     ,     ,  64,
SH, 31, 2026040906, 03, FNV3,  36, 308S, 1775E,  50,  981, XX,  50, NEQ,   12,   20,   21,    6,     ,     ,  64,
SH, 31, 2026040906, 03, FNV3,  42, 315S, 1769E,  48,  983, XX,  34, NEQ,   93,  114,   90,   75,     ,     ,  66,
SH, 31, 2026040906, 03, FNV3,  42, 315S, 1769E,  48,  983, XX,  50, NEQ,    3,    9,    8,    2,     ,     ,  66,
SH, 31, 2026040906, 03, FNV3,  48, 324S, 1762E,  44,  984, XX,  34, NEQ,   88,  106,   80,   69,     ,     ,  70,
SH, 31, 2026040906, 03, FNV3,  48, 324S, 1762E,  44,  984, XX,  50, NEQ,    3,    3,    3,    1,     ,     ,  70,
SH, 31, 2026040906, 03, FNV3,  54, 336S, 1756E,  43,  986, XX,  34, NEQ,   81,   96,   67,   60,     ,     ,  64,
SH, 31, 2026040906, 03, FNV3,  54, 336S, 1756E,  43,  986, XX,  50, NEQ,    5,    0,    1,    0,     ,     ,  64,
SH, 31, 2026040906, 03, FNV3,  60, 352S, 1753E,  40,  987, XX,  34, NEQ,   41,   48,   26,   22,     ,     ,  58,
SH, 31, 2026040906, 03, FNV3,  66, 371S, 1755E,  40,  987, XX,  34, NEQ,   25,   32,   10,   11,     ,     ,  50,
SH, 31, 2026040906, 03, FNV3,  66, 371S, 1755E,  40,  987, XX,  50, NEQ,    1,    2,    0,    0,     ,     ,  50,
SH, 31, 2026040906, 03, FNV3,  72, 394S, 1764E,  39,  988, XX,  34, NEQ,   37,   23,   12,    7,     ,     ,  58,
SH, 31, 2026040906, 03, FNV3,  72, 394S, 1764E,  39,  988, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  58,
SH, 31, 2026040906, 03, FNV3,  78, 421S, 1776E,  41,  985, XX,  34, NEQ,   41,   28,    8,    9,     ,     ,  59,
