# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
SH, 27, 2026032418, 03, FNV3,   0, 170S, 1215E,  51,  990, XX,  34, NEQ,   80,   60,   60,   90,     ,     ,  50,
SH, 27, 2026032418, 03, FNV3,   6, 170S, 1201E,  56,  986, XX,  34, NEQ,  125,  137,  123,  110,     ,     ,  36,
SH, 27, 2026032418, 03, FNV3,   6, 170S, 1201E,  56,  986, XX,  50, NEQ,   27,   33,   29,   22,     ,     ,  36,
SH, 27, 2026032418, 03, FNV3,   6, 170S, 1201E,  56,  986, XX,  64, NEQ,    1,    2,    1,    1,     ,     ,  36,
SH, 27, 2026032418, 03, FNV3,  12, 175S, 1190E,  75,  974, XX,  34, NEQ,  122,  146,  131,  105,     ,     ,  21,
SH, 27, 2026032418, 03, FNV3,  12, 175S, 1190E,  75,  974, XX,  50, NEQ,   61,   67,   59,   52,     ,     ,  21,
SH, 27, 2026032418, 03, FNV3,  12, 175S, 1190E,  75,  974, XX,  64, NEQ,   24,   27,   21,   20,     ,     ,  21,
SH, 27, 2026032418, 03, FNV3,  18, 178S, 1179E,  89,  964, XX,  34, NEQ,  128,  157,  144,  112,     ,     ,  17,
SH, 27, 2026032418, 03, FNV3,  18, 178S, 1179E,  89,  964, XX,  50, NEQ,   68,   77,   70,   60,     ,     ,  17,
SH, 27, 2026032418, 03, FNV3,  18, 178S, 1179E,  89,  964, XX,  64, NEQ,   35,   38,   33,   31,     ,     ,  17,
SH, 27, 2026032418, 03, FNV3,  24, 181S, 1169E, 104,  952, XX,  34, NEQ,  134,  173,  162,  119,     ,     ,  15,
SH, 27, 2026032418, 03, FNV3,  24, 181S, 1169E, 104,  952, XX,  50, NEQ,   75,   89,   83,   67,     ,     ,  15,
SH, 27, 2026032418, 03, FNV3,  24, 181S, 1169E, 104,  952, XX,  64, NEQ,   44,   47,   42,   39,     ,     ,  15,
SH, 27, 2026032418, 03, FNV3,  30, 186S, 1159E, 110,  946, XX,  34, NEQ,  150,  193,  179,  133,     ,     ,  17,
SH, 27, 2026032418, 03, FNV3,  30, 186S, 1159E, 110,  946, XX,  50, NEQ,   80,   94,   87,   71,     ,     ,  17,
SH, 27, 2026032418, 03, FNV3,  30, 186S, 1159E, 110,  946, XX,  64, NEQ,   46,   51,   44,   41,     ,     ,  17,
SH, 27, 2026032418, 03, FNV3,  36, 193S, 1149E, 113,  943, XX,  34, NEQ,  148,  195,  178,  131,     ,     ,  18,
SH, 27, 2026032418, 03, FNV3,  36, 193S, 1149E, 113,  943, XX,  50, NEQ,   85,   99,   90,   75,     ,     ,  18,
SH, 27, 2026032418, 03, FNV3,  36, 193S, 1149E, 113,  943, XX,  64, NEQ,   51,   54,   48,   45,     ,     ,  18,
SH, 27, 2026032418, 03, FNV3,  42, 200S, 1141E, 106,  947, XX,  34, NEQ,  142,  187,  171,  123,     ,     ,  17,
SH, 27, 2026032418, 03, FNV3,  42, 200S, 1141E, 106,  947, XX,  50, NEQ,   82,   96,   87,   73,     ,     ,  17,
SH, 27, 2026032418, 03, FNV3,  42, 200S, 1141E, 106,  947, XX,  64, NEQ,   50,   54,   47,   44,     ,     ,  17,
SH, 27, 2026032418, 03, FNV3,  48, 209S, 1134E, 102,  951, XX,  34, NEQ,  133,  178,  158,  111,     ,     ,  16,
SH, 27, 2026032418, 03, FNV3,  48, 209S, 1134E, 102,  951, XX,  50, NEQ,   77,   88,   80,   66,     ,     ,  16,
SH, 27, 2026032418, 03, FNV3,  48, 209S, 1134E, 102,  951, XX,  64, NEQ,   45,   48,   42,   40,     ,     ,  16,
SH, 27, 2026032418, 03, FNV3,  54, 219S, 1132E,  91,  960, XX,  34, NEQ,  135,  163,  137,  107,     ,     ,  16,
SH, 27, 2026032418, 03, FNV3,  54, 219S, 1132E,  91,  960, XX,  50, NEQ,   67,   72,   62,   55,     ,     ,  16,
SH, 27, 2026032418, 03, FNV3,  54, 219S, 1132E,  91,  960, XX,  64, NEQ,   35,   37,   30,   30,     ,     ,  16,
SH, 27, 2026032418, 03, FNV3,  60, 233S, 1133E,  82,  964, XX,  34, NEQ,  148,  166,  134,  114,     ,     ,  21,
SH, 27, 2026032418, 03, FNV3,  60, 233S, 1133E,  82,  964, XX,  50, NEQ,   78,   81,   67,   65,     ,     ,  21,
SH, 27, 2026032418, 03, FNV3,  60, 233S, 1133E,  82,  964, XX,  64, NEQ,   40,   40,   33,   34,     ,     ,  21,
