# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 01, 2025071906, 03, FNV3,   0, 130S,  815E,  29, 1005, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  65,
WP, 09, 2025071906, 03, FNV3,   0, 205N, 1189E,  51,  980, XX,  34, NEQ,  150,  100,  120,  105,     ,     ,  50,
WP, 09, 2025071906, 03, FNV3,   6, 211N, 1175E,  62,  975, XX,  34, NEQ,  105,   96,   88,   96,     ,     ,  25,
WP, 09, 2025071906, 03, FNV3,   6, 211N, 1175E,  62,  975, XX,  50, NEQ,   47,   43,   36,   40,     ,     ,  25,
WP, 09, 2025071906, 03, FNV3,   6, 211N, 1175E,  62,  975, XX,  64, NEQ,   12,   11,    9,   10,     ,     ,  25,
WP, 09, 2025071906, 03, FNV3,  12, 214N, 1160E,  66,  972, XX,  34, NEQ,   97,   87,   80,   88,     ,     ,  21,
WP, 09, 2025071906, 03, FNV3,  12, 214N, 1160E,  66,  972, XX,  50, NEQ,   48,   44,   37,   42,     ,     ,  21,
WP, 09, 2025071906, 03, FNV3,  12, 214N, 1160E,  66,  972, XX,  64, NEQ,   17,   16,   13,   15,     ,     ,  21,
WP, 09, 2025071906, 03, FNV3,  18, 218N, 1146E,  72,  968, XX,  34, NEQ,   84,   77,   72,   78,     ,     ,  18,
WP, 09, 2025071906, 03, FNV3,  18, 218N, 1146E,  72,  968, XX,  50, NEQ,   42,   38,   33,   37,     ,     ,  18,
WP, 09, 2025071906, 03, FNV3,  18, 218N, 1146E,  72,  968, XX,  64, NEQ,   19,   18,   15,   17,     ,     ,  18,
WP, 09, 2025071906, 03, FNV3,  24, 220N, 1130E,  73,  967, XX,  34, NEQ,   70,   63,   59,   63,     ,     ,  16,
WP, 09, 2025071906, 03, FNV3,  24, 220N, 1130E,  73,  967, XX,  50, NEQ,   34,   31,   27,   30,     ,     ,  16,
WP, 09, 2025071906, 03, FNV3,  24, 220N, 1130E,  73,  967, XX,  64, NEQ,   16,   14,   12,   14,     ,     ,  16,
WP, 09, 2025071906, 03, FNV3,  30, 218N, 1115E,  62,  974, XX,  34, NEQ,   68,   62,   56,   61,     ,     ,  19,
WP, 09, 2025071906, 03, FNV3,  30, 218N, 1115E,  62,  974, XX,  50, NEQ,   27,   25,   21,   24,     ,     ,  19,
