# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
WP, 32, 2025111000, 03, FNV3,   0, 173N, 1192E,  84,  967, XX,  34, NEQ,  300,  225,  180,  260,     ,     ,  15,
WP, 32, 2025111000, 03, FNV3,   6, 175N, 1189E,  74,  972, XX,  34, NEQ,  216,  186,  169,  199,     ,     ,  29,
WP, 32, 2025111000, 03, FNV3,   6, 175N, 1189E,  74,  972, XX,  50, NEQ,  120,  110,   95,  107,     ,     ,  29,
WP, 32, 2025111000, 03, FNV3,   6, 175N, 1189E,  74,  972, XX,  64, NEQ,   50,   44,   38,   42,     ,     ,  29,
WP, 32, 2025111000, 03, FNV3,  12, 181N, 1185E,  72,  973, XX,  34, NEQ,  217,  192,  170,  198,     ,     ,  30,
WP, 32, 2025111000, 03, FNV3,  12, 181N, 1185E,  72,  973, XX,  50, NEQ,  117,  107,   91,  102,     ,     ,  30,
WP, 32, 2025111000, 03, FNV3,  12, 181N, 1185E,  72,  973, XX,  64, NEQ,   48,   41,   35,   39,     ,     ,  30,
WP, 32, 2025111000, 03, FNV3,  18, 188N, 1184E,  73,  973, XX,  34, NEQ,  195,  175,  157,  177,     ,     ,  25,
WP, 32, 2025111000, 03, FNV3,  18, 188N, 1184E,  73,  973, XX,  50, NEQ,  107,  100,   86,   95,     ,     ,  25,
WP, 32, 2025111000, 03, FNV3,  18, 188N, 1184E,  73,  973, XX,  64, NEQ,   47,   43,   36,   40,     ,     ,  25,
WP, 32, 2025111000, 03, FNV3,  24, 194N, 1184E,  73,  975, XX,  34, NEQ,  195,  185,  165,  176,     ,     ,  28,
WP, 32, 2025111000, 03, FNV3,  24, 194N, 1184E,  73,  975, XX,  50, NEQ,  105,  101,   85,   91,     ,     ,  28,
WP, 32, 2025111000, 03, FNV3,  24, 194N, 1184E,  73,  975, XX,  64, NEQ,   36,   35,   29,   30,     ,     ,  28,
WP, 32, 2025111000, 03, FNV3,  30, 202N, 1186E,  68,  978, XX,  34, NEQ,  184,  179,  156,  162,     ,     ,  25,
WP, 32, 2025111000, 03, FNV3,  30, 202N, 1186E,  68,  978, XX,  50, NEQ,   97,   94,   76,   81,     ,     ,  25,
WP, 32, 2025111000, 03, FNV3,  30, 202N, 1186E,  68,  978, XX,  64, NEQ,   26,   23,   19,   20,     ,     ,  25,
WP, 32, 2025111000, 03, FNV3,  36, 208N, 1189E,  61,  983, XX,  34, NEQ,  186,  181,  157,  163,     ,     ,  30,
WP, 32, 2025111000, 03, FNV3,  36, 208N, 1189E,  61,  983, XX,  50, NEQ,   79,   76,   61,   65,     ,     ,  30,
WP, 32, 2025111000, 03, FNV3,  36, 208N, 1189E,  61,  983, XX,  64, NEQ,   13,   12,    9,   10,     ,     ,  30,
WP, 32, 2025111000, 03, FNV3,  42, 214N, 1191E,  54,  988, XX,  34, NEQ,  169,  164,  139,  146,     ,     ,  36,
WP, 32, 2025111000, 03, FNV3,  42, 214N, 1191E,  54,  988, XX,  50, NEQ,   47,   42,   34,   36,     ,     ,  36,
WP, 32, 2025111000, 03, FNV3,  42, 214N, 1191E,  54,  988, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  36,
WP, 32, 2025111000, 03, FNV3,  48, 218N, 1196E,  46,  993, XX,  34, NEQ,  130,  126,  103,  110,     ,     ,  40,
WP, 32, 2025111000, 03, FNV3,  48, 218N, 1196E,  46,  993, XX,  50, NEQ,   12,   13,    9,   10,     ,     ,  40,
WP, 32, 2025111000, 03, FNV3,  54, 224N, 1202E,  41,  997, XX,  34, NEQ,   99,   93,   74,   80,     ,     ,  39,
WP, 32, 2025111000, 03, FNV3,  54, 224N, 1202E,  41,  997, XX,  50, NEQ,    2,    1,    1,    1,     ,     ,  39,
WP, 32, 2025111000, 03, FNV3,  60, 233N, 1211E,  33, 1000, XX,  34, NEQ,   28,   28,   22,   22,     ,     ,  37,
WP, 32, 2025111000, 03, FNV3,  66, 244N, 1221E,  33, 1000, XX,  34, NEQ,   27,   26,   21,   22,     ,     ,  52,
WP, 32, 2025111000, 03, FNV3,  72, 253N, 1236E,  31, 1002, XX,  34, NEQ,   21,   19,   15,   17,     ,     ,  46,
WP, 32, 2025111000, 03, FNV3,  78, 255N, 1252E,  33, 1001, XX,  34, NEQ,   38,   35,   28,   30,     ,     ,  46,
WP, 32, 2025111000, 03, FNV3,  84, 253N, 1265E,  29, 1003, XX,  34, NEQ,    8,    5,    4,    7,     ,     ,  46,
WP, 32, 2025111000, 03, FNV3,  90, 251N, 1276E,  26, 1005, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  48,
