# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 07, 2025121800, 03, FNV3,   0, 106S,  915E,  29, 1004, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  60,
IO, 07, 2025121800, 03, FNV3,   6, 100S,  915E,  22, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  51,
IO, 93, 2025121800, 03, FNV3,   0, 125S, 1115E,  29, 1001, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  20,
IO, 93, 2025121800, 03, FNV3,   6, 121S, 1105E,  33, 1000, XX,  34, NEQ,    4,    3,    5,    5,     ,     ,  37,
IO, 93, 2025121800, 03, FNV3,  12, 121S, 1102E,  35,  999, XX,  34, NEQ,   12,   13,   15,   14,     ,     ,  36,
IO, 93, 2025121800, 03, FNV3,  18, 120S, 1096E,  34,  998, XX,  34, NEQ,   16,   15,   19,   16,     ,     ,  39,
IO, 93, 2025121800, 03, FNV3,  24, 120S, 1092E,  34,  999, XX,  34, NEQ,   15,   19,   14,   16,     ,     ,  38,
IO, 93, 2025121800, 03, FNV3,  30, 121S, 1089E,  32,  999, XX,  34, NEQ,    7,    9,    8,    5,     ,     ,  42,
IO, 93, 2025121800, 03, FNV3,  36, 122S, 1086E,  32,  999, XX,  34, NEQ,   11,    9,    9,    7,     ,     ,  39,
IO, 93, 2025121800, 03, FNV3,  42, 124S, 1082E,  34,  998, XX,  34, NEQ,   18,   20,   16,   16,     ,     ,  39,
IO, 93, 2025121800, 03, FNV3,  48, 126S, 1076E,  33,  999, XX,  34, NEQ,    4,    6,    7,    3,     ,     ,  36,
IO, 93, 2025121800, 03, FNV3,  54, 127S, 1069E,  34,  999, XX,  34, NEQ,    7,    9,    9,    8,     ,     ,  35,
IO, 93, 2025121800, 03, FNV3,  54, 127S, 1069E,  34,  999, XX,  50, NEQ,    1,    1,    1,    0,     ,     ,  35,
IO, 93, 2025121800, 03, FNV3,  60, 128S, 1062E,  36,  998, XX,  34, NEQ,   22,   25,   19,   19,     ,     ,  35,
IO, 93, 2025121800, 03, FNV3,  66, 129S, 1055E,  39,  997, XX,  34, NEQ,   29,   31,   27,   26,     ,     ,  31,
IO, 93, 2025121800, 03, FNV3,  66, 129S, 1055E,  39,  997, XX,  50, NEQ,    2,    3,    3,    2,     ,     ,  31,
IO, 93, 2025121800, 03, FNV3,  72, 130S, 1048E,  45,  996, XX,  34, NEQ,   31,   34,   32,   25,     ,     ,  26,
IO, 93, 2025121800, 03, FNV3,  72, 130S, 1048E,  45,  996, XX,  50, NEQ,    5,    6,    5,    3,     ,     ,  26,
IO, 93, 2025121800, 03, FNV3,  72, 130S, 1048E,  45,  996, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  26,
IO, 93, 2025121800, 03, FNV3,  78, 131S, 1043E,  51,  992, XX,  34, NEQ,   33,   42,   39,   30,     ,     ,  24,
IO, 93, 2025121800, 03, FNV3,  78, 131S, 1043E,  51,  992, XX,  50, NEQ,    9,   11,    9,    8,     ,     ,  24,
IO, 93, 2025121800, 03, FNV3,  78, 131S, 1043E,  51,  992, XX,  64, NEQ,    3,    3,    2,    2,     ,     ,  24,
IO, 93, 2025121800, 03, FNV3,  84, 131S, 1037E,  54,  990, XX,  34, NEQ,   40,   46,   44,   37,     ,     ,  22,
