# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 97, 2026021806, 03, FNV3,   0, 118S,  752E,  25, 1002, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  55,
IO, 97, 2026021806, 03, FNV3,   6, 125S,  755E,  29, 1000, XX,  34, NEQ,    3,    2,    0,    3,     ,     ,  51,
IO, 97, 2026021806, 03, FNV3,  12, 128S,  757E,  33, 1000, XX,  34, NEQ,    5,    4,    0,    2,     ,     ,  46,
IO, 97, 2026021806, 03, FNV3,  18, 133S,  760E,  32, 1000, XX,  34, NEQ,    8,    7,    9,   10,     ,     ,  51,
IO, 97, 2026021806, 03, FNV3,  24, 139S,  759E,  34,  998, XX,  34, NEQ,   16,    4,    2,    4,     ,     ,  48,
IO, 97, 2026021806, 03, FNV3,  30, 143S,  757E,  34,  998, XX,  34, NEQ,   12,   11,   17,    8,     ,     ,  38,
IO, 97, 2026021806, 03, FNV3,  36, 149S,  752E,  35,  999, XX,  34, NEQ,   18,   17,   10,   12,     ,     ,  41,
IO, 97, 2026021806, 03, FNV3,  42, 154S,  750E,  36,  998, XX,  34, NEQ,   18,   18,   12,   11,     ,     ,  38,
IO, 97, 2026021806, 03, FNV3,  48, 159S,  746E,  42,  997, XX,  34, NEQ,   29,   38,   29,   26,     ,     ,  35,
IO, 97, 2026021806, 03, FNV3,  48, 159S,  746E,  42,  997, XX,  50, NEQ,    2,    3,    2,    2,     ,     ,  35,
IO, 97, 2026021806, 03, FNV3,  54, 163S,  740E,  44,  996, XX,  34, NEQ,   33,   36,   33,   28,     ,     ,  29,
IO, 97, 2026021806, 03, FNV3,  54, 163S,  740E,  44,  996, XX,  50, NEQ,    3,    6,    3,    2,     ,     ,  29,
IO, 97, 2026021806, 03, FNV3,  54, 163S,  740E,  44,  996, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  29,
IO, 97, 2026021806, 03, FNV3,  60, 168S,  734E,  50,  994, XX,  34, NEQ,   36,   45,   36,   30,     ,     ,  24,
IO, 97, 2026021806, 03, FNV3,  60, 168S,  734E,  50,  994, XX,  50, NEQ,    8,    9,    7,    6,     ,     ,  24,
IO, 97, 2026021806, 03, FNV3,  60, 168S,  734E,  50,  994, XX,  64, NEQ,    2,    2,    2,    2,     ,     ,  24,
IO, 97, 2026021806, 03, FNV3,  66, 172S,  726E,  50,  993, XX,  34, NEQ,   49,   57,   46,   40,     ,     ,  22,
IO, 97, 2026021806, 03, FNV3,  66, 172S,  726E,  50,  993, XX,  50, NEQ,    9,   13,    8,    7,     ,     ,  22,
IO, 97, 2026021806, 03, FNV3,  66, 172S,  726E,  50,  993, XX,  64, NEQ,    2,    3,    2,    2,     ,     ,  22,
IO, 97, 2026021806, 03, FNV3,  72, 176S,  718E,  54,  991, XX,  34, NEQ,   42,   53,   50,   37,     ,     ,  19,
IO, 97, 2026021806, 03, FNV3,  72, 176S,  718E,  54,  991, XX,  50, NEQ,   13,   15,   13,   11,     ,     ,  19,
IO, 97, 2026021806, 03, FNV3,  72, 176S,  718E,  54,  991, XX,  64, NEQ,    4,    4,    4,    3,     ,     ,  19,
IO, 97, 2026021806, 03, FNV3,  78, 180S,  711E,  64,  985, XX,  34, NEQ,   48,   65,   57,   41,     ,     ,  15,
IO, 97, 2026021806, 03, FNV3,  78, 180S,  711E,  64,  985, XX,  50, NEQ,   18,   22,   18,   14,     ,     ,  15,
IO, 97, 2026021806, 03, FNV3,  78, 180S,  711E,  64,  985, XX,  64, NEQ,    6,    6,    5,    5,     ,     ,  15,
IO, 97, 2026021806, 03, FNV3,  84, 184S,  702E,  69,  982, XX,  34, NEQ,   55,   69,   67,   48,     ,     ,  16,
IO, 97, 2026021806, 03, FNV3,  84, 184S,  702E,  69,  982, XX,  50, NEQ,   24,   27,   25,   20,     ,     ,  16,
IO, 97, 2026021806, 03, FNV3,  84, 184S,  702E,  69,  982, XX,  64, NEQ,    8,   10,    8,    7,     ,     ,  16,
IO, 97, 2026021806, 03, FNV3,  90, 188S,  694E,  77,  977, XX,  34, NEQ,   59,   76,   71,   52,     ,     ,  10,
IO, 97, 2026021806, 03, FNV3,  90, 188S,  694E,  77,  977, XX,  50, NEQ,   30,   35,   30,   26,     ,     ,  10,
IO, 97, 2026021806, 03, FNV3,  90, 188S,  694E,  77,  977, XX,  64, NEQ,   13,   13,   12,   11,     ,     ,  10,
IO, 97, 2026021806, 03, FNV3,  96, 194S,  685E,  74,  978, XX,  34, NEQ,   48,   67,   65,   41,     ,     ,  11,
IO, 97, 2026021806, 03, FNV3,  96, 194S,  685E,  74,  978, XX,  50, NEQ,   27,   32,   29,   23,     ,     ,  11,
IO, 97, 2026021806, 03, FNV3,  96, 194S,  685E,  74,  978, XX,  64, NEQ,   14,   15,   13,   12,     ,     ,  11,
IO, 97, 2026021806, 03, FNV3, 102, 199S,  678E,  74,  977, XX,  34, NEQ,   54,   76,   70,   43,     ,     ,  14,
IO, 97, 2026021806, 03, FNV3, 102, 199S,  678E,  74,  977, XX,  50, NEQ,   30,   35,   31,   25,     ,     ,  14,
