# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 97, 2026021812, 03, FNV3,   0, 117S,  754E,  29, 1000, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  55,
IO, 97, 2026021812, 03, FNV3,   6, 128S,  757E,  33,  999, XX,  34, NEQ,    7,    7,    7,    5,     ,     ,  45,
IO, 97, 2026021812, 03, FNV3,  12, 133S,  760E,  34,  998, XX,  34, NEQ,   12,    9,    9,    7,     ,     ,  42,
IO, 97, 2026021812, 03, FNV3,  18, 139S,  760E,  36,  997, XX,  34, NEQ,   17,   16,   13,    9,     ,     ,  42,
IO, 97, 2026021812, 03, FNV3,  24, 145S,  759E,  37,  997, XX,  34, NEQ,   20,   23,   19,   18,     ,     ,  39,
IO, 97, 2026021812, 03, FNV3,  30, 150S,  756E,  38,  998, XX,  34, NEQ,   23,   24,   18,   17,     ,     ,  37,
IO, 97, 2026021812, 03, FNV3,  30, 150S,  756E,  38,  998, XX,  50, NEQ,    0,    0,    1,    0,     ,     ,  37,
IO, 97, 2026021812, 03, FNV3,  36, 157S,  752E,  42,  996, XX,  34, NEQ,   30,   38,   27,   24,     ,     ,  33,
IO, 97, 2026021812, 03, FNV3,  36, 157S,  752E,  42,  996, XX,  50, NEQ,    2,    3,    0,    0,     ,     ,  33,
IO, 97, 2026021812, 03, FNV3,  42, 162S,  747E,  48,  994, XX,  34, NEQ,   52,   57,   47,   41,     ,     ,  29,
IO, 97, 2026021812, 03, FNV3,  42, 162S,  747E,  48,  994, XX,  50, NEQ,    6,    6,    5,    4,     ,     ,  29,
IO, 97, 2026021812, 03, FNV3,  42, 162S,  747E,  48,  994, XX,  64, NEQ,    0,    0,    1,    0,     ,     ,  29,
IO, 97, 2026021812, 03, FNV3,  48, 166S,  742E,  53,  992, XX,  34, NEQ,   54,   62,   51,   44,     ,     ,  23,
IO, 97, 2026021812, 03, FNV3,  48, 166S,  742E,  53,  992, XX,  50, NEQ,   13,   13,   11,    9,     ,     ,  23,
IO, 97, 2026021812, 03, FNV3,  48, 166S,  742E,  53,  992, XX,  64, NEQ,    3,    3,    3,    2,     ,     ,  23,
IO, 97, 2026021812, 03, FNV3,  54, 170S,  735E,  56,  990, XX,  34, NEQ,   52,   61,   54,   43,     ,     ,  21,
IO, 97, 2026021812, 03, FNV3,  54, 170S,  735E,  56,  990, XX,  50, NEQ,   13,   15,   13,   10,     ,     ,  21,
IO, 97, 2026021812, 03, FNV3,  54, 170S,  735E,  56,  990, XX,  64, NEQ,    3,    3,    3,    3,     ,     ,  21,
IO, 97, 2026021812, 03, FNV3,  60, 175S,  729E,  62,  986, XX,  34, NEQ,   52,   67,   60,   45,     ,     ,  13,
IO, 97, 2026021812, 03, FNV3,  60, 175S,  729E,  62,  986, XX,  50, NEQ,   18,   22,   19,   15,     ,     ,  13,
IO, 97, 2026021812, 03, FNV3,  60, 175S,  729E,  62,  986, XX,  64, NEQ,    7,    7,    6,    6,     ,     ,  13,
IO, 97, 2026021812, 03, FNV3,  66, 179S,  721E,  66,  983, XX,  34, NEQ,   54,   72,   67,   47,     ,     ,  15,
IO, 97, 2026021812, 03, FNV3,  66, 179S,  721E,  66,  983, XX,  50, NEQ,   21,   26,   22,   18,     ,     ,  15,
IO, 97, 2026021812, 03, FNV3,  66, 179S,  721E,  66,  983, XX,  64, NEQ,    9,   10,    9,    8,     ,     ,  15,
IO, 97, 2026021812, 03, FNV3,  72, 183S,  714E,  72,  979, XX,  34, NEQ,   58,   78,   70,   50,     ,     ,  14,
IO, 97, 2026021812, 03, FNV3,  72, 183S,  714E,  72,  979, XX,  50, NEQ,   21,   26,   23,   18,     ,     ,  14,
IO, 97, 2026021812, 03, FNV3,  72, 183S,  714E,  72,  979, XX,  64, NEQ,   11,   12,   10,   10,     ,     ,  14,
IO, 97, 2026021812, 03, FNV3,  78, 187S,  705E,  77,  976, XX,  34, NEQ,   52,   72,   70,   49,     ,     ,  15,
IO, 97, 2026021812, 03, FNV3,  78, 187S,  705E,  77,  976, XX,  50, NEQ,   25,   31,   28,   22,     ,     ,  15,
IO, 97, 2026021812, 03, FNV3,  78, 187S,  705E,  77,  976, XX,  64, NEQ,   13,   15,   13,   12,     ,     ,  15,
IO, 97, 2026021812, 03, FNV3,  84, 191S,  697E,  81,  973, XX,  34, NEQ,   61,   84,   76,   51,     ,     ,  12,
IO, 97, 2026021812, 03, FNV3,  84, 191S,  697E,  81,  973, XX,  50, NEQ,   27,   33,   30,   22,     ,     ,  12,
IO, 97, 2026021812, 03, FNV3,  84, 191S,  697E,  81,  973, XX,  64, NEQ,   14,   15,   13,   12,     ,     ,  12,
IO, 97, 2026021812, 03, FNV3,  90, 197S,  689E,  82,  973, XX,  34, NEQ,   66,   88,   81,   57,     ,     ,  11,
IO, 97, 2026021812, 03, FNV3,  90, 197S,  689E,  82,  973, XX,  50, NEQ,   32,   37,   33,   27,     ,     ,  11,
IO, 97, 2026021812, 03, FNV3,  90, 197S,  689E,  82,  973, XX,  64, NEQ,   16,   17,   15,   14,     ,     ,  11,
IO, 97, 2026021812, 03, FNV3,  96, 202S,  682E,  83,  970, XX,  34, NEQ,   64,   89,   81,   54,     ,     ,  12,
IO, 97, 2026021812, 03, FNV3,  96, 202S,  682E,  83,  970, XX,  50, NEQ,   32,   38,   35,   28,     ,     ,  12,
IO, 97, 2026021812, 03, FNV3,  96, 202S,  682E,  83,  970, XX,  64, NEQ,   17,   19,   17,   15,     ,     ,  12,
IO, 97, 2026021812, 03, FNV3, 102, 208S,  676E,  84,  971, XX,  34, NEQ,   58,   79,   73,   50,     ,     ,  13,
IO, 97, 2026021812, 03, FNV3, 102, 208S,  676E,  84,  971, XX,  50, NEQ,   29,   34,   32,   26,     ,     ,  13,
IO, 97, 2026021812, 03, FNV3, 102, 208S,  676E,  84,  971, XX,  64, NEQ,   18,   20,   17,   16,     ,     ,  13,
IO, 97, 2026021812, 03, FNV3, 108, 214S,  669E,  81,  971, XX,  34, NEQ,   58,   80,   72,   48,     ,     ,  14,
IO, 97, 2026021812, 03, FNV3, 108, 214S,  669E,  81,  971, XX,  50, NEQ,   28,   32,   29,   23,     ,     ,  14,
IO, 97, 2026021812, 03, FNV3, 108, 214S,  669E,  81,  971, XX,  64, NEQ,   16,   17,   14,   13,     ,     ,  14,
IO, 97, 2026021812, 03, FNV3, 114, 220S,  663E,  75,  976, XX,  34, NEQ,   58,   79,   71,   48,     ,     ,  13,
IO, 97, 2026021812, 03, FNV3, 114, 220S,  663E,  75,  976, XX,  50, NEQ,   31,   35,   32,   27,     ,     ,  13,
IO, 97, 2026021812, 03, FNV3, 114, 220S,  663E,  75,  976, XX,  64, NEQ,   17,   18,   16,   15,     ,     ,  13,
IO, 97, 2026021812, 03, FNV3, 120, 226S,  657E,  69,  978, XX,  34, NEQ,   58,   73,   63,   45,     ,     ,  16,
IO, 97, 2026021812, 03, FNV3, 120, 226S,  657E,  69,  978, XX,  50, NEQ,   24,   27,   23,   20,     ,     ,  16,
IO, 97, 2026021812, 03, FNV3, 120, 226S,  657E,  69,  978, XX,  64, NEQ,   12,   12,   10,   10,     ,     ,  16,
IO, 97, 2026021812, 03, FNV3, 126, 233S,  652E,  65,  982, XX,  34, NEQ,   54,   68,   58,   44,     ,     ,  20,
IO, 97, 2026021812, 03, FNV3, 126, 233S,  652E,  65,  982, XX,  50, NEQ,   23,   25,   22,   19,     ,     ,  20,
IO, 97, 2026021812, 03, FNV3, 126, 233S,  652E,  65,  982, XX,  64, NEQ,   11,   11,   10,    9,     ,     ,  20,
IO, 97, 2026021812, 03, FNV3, 132, 240S,  647E,  55,  988, XX,  34, NEQ,   46,   57,   47,   36,     ,     ,  21,
IO, 97, 2026021812, 03, FNV3, 132, 240S,  647E,  55,  988, XX,  50, NEQ,   17,   18,   15,   13,     ,     ,  21,
IO, 97, 2026021812, 03, FNV3, 132, 240S,  647E,  55,  988, XX,  64, NEQ,    7,    6,    5,    5,     ,     ,  21,
IO, 97, 2026021812, 03, FNV3, 138, 248S,  644E,  50,  992, XX,  34, NEQ,   39,   44,   37,   30,     ,     ,  24,
IO, 97, 2026021812, 03, FNV3, 138, 248S,  644E,  50,  992, XX,  50, NEQ,   14,   14,   12,   11,     ,     ,  24,
IO, 97, 2026021812, 03, FNV3, 138, 248S,  644E,  50,  992, XX,  64, NEQ,    7,    6,    5,    5,     ,     ,  24,
IO, 97, 2026021812, 03, FNV3, 144, 256S,  642E,  44,  996, XX,  34, NEQ,   35,   38,   30,   27,     ,     ,  26,
IO, 97, 2026021812, 03, FNV3, 144, 256S,  642E,  44,  996, XX,  50, NEQ,   10,   10,    9,    8,     ,     ,  26,
IO, 97, 2026021812, 03, FNV3, 144, 256S,  642E,  44,  996, XX,  64, NEQ,    4,    4,    3,    4,     ,     ,  26,
IO, 97, 2026021812, 03, FNV3, 150, 264S,  643E,  39, 1000, XX,  34, NEQ,   35,   35,   27,   27,     ,     ,  32,
IO, 97, 2026021812, 03, FNV3, 150, 264S,  643E,  39, 1000, XX,  50, NEQ,    6,    6,    5,    5,     ,     ,  32,
IO, 97, 2026021812, 03, FNV3, 150, 264S,  643E,  39, 1000, XX,  64, NEQ,    2,    2,    1,    2,     ,     ,  32,
IO, 97, 2026021812, 03, FNV3, 156, 272S,  645E,  35, 1003, XX,  34, NEQ,   24,   21,   18,   17,     ,     ,  32,
IO, 97, 2026021812, 03, FNV3, 156, 272S,  645E,  35, 1003, XX,  50, NEQ,    4,    3,    3,    3,     ,     ,  32,
IO, 97, 2026021812, 03, FNV3, 156, 272S,  645E,  35, 1003, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  32,
IO, 97, 2026021812, 03, FNV3, 162, 278S,  649E,  33, 1004, XX,  34, NEQ,   24,   20,   16,   16,     ,     ,  36,
IO, 97, 2026021812, 03, FNV3, 162, 278S,  649E,  33, 1004, XX,  50, NEQ,    3,    3,    2,    2,     ,     ,  36,
IO, 97, 2026021812, 03, FNV3, 168, 284S,  654E,  31, 1006, XX,  34, NEQ,   14,   11,   10,    9,     ,     ,  41,
IO, 97, 2026021812, 03, FNV3, 174, 287S,  658E,  30, 1005, XX,  34, NEQ,   13,   10,    8,    8,     ,     ,  42,
IO, 97, 2026021812, 03, FNV3, 180, 287S,  655E,  30, 1006, XX,  34, NEQ,    4,    5,    1,    4,     ,     ,  40,
IO, 97, 2026021812, 03, FNV3, 186, 289S,  660E,  28, 1006, XX,  34, NEQ,    0,    0,    1,    0,     ,     ,  39,
