# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
EP, 11, 2025090200, 03, FNV3,   0, 138N, 1270W,  54,  993, XX,  34, NEQ,   40,   30,   30,   40,     ,     ,  15,
EP, 11, 2025090200, 03, FNV3,   0, 138N, 1270W,  54,  993, XX,  50, NEQ,   20,    0,    0,   20,     ,     ,  15,
EP, 11, 2025090200, 03, FNV3,   6, 138N, 1275W,  67,  987, XX,  34, NEQ,   42,   36,   28,   38,     ,     ,  17,
EP, 11, 2025090200, 03, FNV3,   6, 138N, 1275W,  67,  987, XX,  50, NEQ,   17,   14,   11,   14,     ,     ,  17,
EP, 11, 2025090200, 03, FNV3,   6, 138N, 1275W,  67,  987, XX,  64, NEQ,    5,    4,    4,    5,     ,     ,  17,
EP, 11, 2025090200, 03, FNV3,  12, 136N, 1280W,  70,  986, XX,  34, NEQ,   42,   35,   28,   37,     ,     ,  17,
EP, 11, 2025090200, 03, FNV3,  12, 136N, 1280W,  70,  986, XX,  50, NEQ,   19,   15,   12,   16,     ,     ,  17,
EP, 11, 2025090200, 03, FNV3,  12, 136N, 1280W,  70,  986, XX,  64, NEQ,    7,    6,    5,    6,     ,     ,  17,
EP, 11, 2025090200, 03, FNV3,  18, 136N, 1285W,  76,  982, XX,  34, NEQ,   44,   37,   29,   39,     ,     ,  17,
EP, 11, 2025090200, 03, FNV3,  18, 136N, 1285W,  76,  982, XX,  50, NEQ,   20,   17,   14,   18,     ,     ,  17,
EP, 11, 2025090200, 03, FNV3,  18, 136N, 1285W,  76,  982, XX,  64, NEQ,    9,    8,    6,    8,     ,     ,  17,
EP, 11, 2025090200, 03, FNV3,  24, 136N, 1290W,  73,  983, XX,  34, NEQ,   49,   43,   35,   43,     ,     ,  18,
EP, 11, 2025090200, 03, FNV3,  24, 136N, 1290W,  73,  983, XX,  50, NEQ,   19,   16,   13,   17,     ,     ,  18,
EP, 11, 2025090200, 03, FNV3,  24, 136N, 1290W,  73,  983, XX,  64, NEQ,    8,    7,    6,    7,     ,     ,  18,
EP, 11, 2025090200, 03, FNV3,  30, 136N, 1296W,  72,  985, XX,  34, NEQ,   48,   41,   33,   43,     ,     ,  16,
EP, 11, 2025090200, 03, FNV3,  30, 136N, 1296W,  72,  985, XX,  50, NEQ,   22,   19,   15,   20,     ,     ,  16,
EP, 11, 2025090200, 03, FNV3,  30, 136N, 1296W,  72,  985, XX,  64, NEQ,   10,    8,    7,    9,     ,     ,  16,
EP, 11, 2025090200, 03, FNV3,  36, 136N, 1301W,  70,  986, XX,  34, NEQ,   49,   41,   33,   43,     ,     ,  17,
EP, 11, 2025090200, 03, FNV3,  36, 136N, 1301W,  70,  986, XX,  50, NEQ,   23,   19,   15,   20,     ,     ,  17,
EP, 11, 2025090200, 03, FNV3,  36, 136N, 1301W,  70,  986, XX,  64, NEQ,   10,    8,    7,    8,     ,     ,  17,
