# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
CP, 01, 2026081918, 03, GENC,   0, 218N, 1708W,  74,  979, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC,   6, 223N, 1713W,  74,  979, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC,  12, 228N, 1718W,  74,  978, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC,  18, 235N, 1721W,  74,  979, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC,  24, 242N, 1724W,  73,  979, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC,  30, 249N, 1722W,  75,  978, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC,  36, 256N, 1720W,  76,  977, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC,  42, 266N, 1714W,  77,  976, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC,  48, 277N, 1708W,  79,  975, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC,  54, 288N, 1711W,  78,  975, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC,  60, 299N, 1714W,  78,  976, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC,  66, 304N, 1723W,  76,  977, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC,  72, 308N, 1732W,  75,  978, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC,  78, 312N, 1736W,  72,  980, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC,  84, 315N, 1740W,  69,  982, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC,  90, 318N, 1745W,  67,  984, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC,  96, 321N, 1750W,  64,  986, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC, 102, 324N, 1755W,  62,  987, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC, 108, 326N, 1760W,  61,  988, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC, 114, 328N, 1764W,  59,  990, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC, 120, 330N, 1768W,  57,  991, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC, 126, 334N, 1772W,  56,  992, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC, 132, 337N, 1775W,  54,  993, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC, 138, 342N, 1780W,  53,  994, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC, 144, 347N, 1784W,  51,  995, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC, 150, 352N, 1788W,  49,  996, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC, 156, 357N, 1793W,  48,  997, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC, 162, 363N, 1796W,  47,  998, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC, 168, 369N, 1800E,  46,  998, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC, 174, 376N, 1796E,  45,  999, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC, 180, 384N, 1792E,  44, 1000, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC, 186, 391N, 1790E,  42, 1001, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC, 192, 398N, 1786E,  41, 1002, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC, 198, 405N, 1781E,  40, 1002, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC, 204, 414N, 1778E,  38, 1003, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC, 210, 420N, 1774E,  38, 1003, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC, 216, 429N, 1769E,  36, 1004, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC, 222, 424N, 1759E,  37, 1003, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081918, 03, GENC, 228, 431N, 1753E,  37, 1003, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC,   0, 108N, 1528E,  45,  999, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC,   6, 115N, 1520E,  46,  998, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC,  12, 123N, 1511E,  47,  998, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC,  18, 130N, 1505E,  50,  996, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC,  24, 137N, 1499E,  53,  994, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC,  30, 145N, 1494E,  55,  992, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC,  36, 153N, 1489E,  58,  990, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC,  42, 162N, 1484E,  61,  988, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC,  48, 170N, 1479E,  65,  986, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC,  54, 178N, 1471E,  69,  982, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC,  60, 186N, 1464E,  73,  979, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC,  66, 194N, 1454E,  78,  975, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC,  72, 201N, 1444E,  83,  972, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC,  78, 208N, 1431E,  87,  968, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC,  84, 215N, 1418E,  91,  965, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC,  90, 221N, 1404E,  93,  963, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC,  96, 227N, 1391E,  95,  961, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC, 102, 231N, 1377E,  96,  960, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC, 108, 235N, 1364E,  97,  960, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC, 114, 239N, 1352E,  98,  959, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC, 120, 243N, 1341E,  99,  958, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC, 126, 247N, 1331E,  99,  958, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC, 132, 251N, 1322E,  99,  958, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC, 138, 255N, 1315E,  99,  957, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC, 144, 259N, 1308E, 100,  957, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 17, 2026081918, 03, GENC, 150, 263N, 1302E,  99,  957, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
