# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 21, 2026021100, 03, FNV3,   0, 182S,  483E,  70,  985, XX,  34, NEQ,   60,   55,   45,   50,     ,     ,   5,
IO, 21, 2026021100, 03, FNV3,   6, 187S,  461E,  47,  996, XX,  34, NEQ,   47,   49,   39,   38,     ,     ,  15,
IO, 21, 2026021100, 03, FNV3,   6, 187S,  461E,  47,  996, XX,  50, NEQ,    4,    5,    4,    3,     ,     ,  15,
IO, 21, 2026021100, 03, FNV3,  12, 189S,  448E,  39, 1000, XX,  34, NEQ,   27,   31,   22,   22,     ,     ,  19,
IO, 21, 2026021100, 03, FNV3,  12, 189S,  448E,  39, 1000, XX,  50, NEQ,    0,    1,    0,    0,     ,     ,  19,
IO, 21, 2026021100, 03, FNV3,  18, 193S,  432E,  44, 1000, XX,  34, NEQ,   33,   42,   28,   27,     ,     ,  20,
IO, 21, 2026021100, 03, FNV3,  18, 193S,  432E,  44, 1000, XX,  50, NEQ,    2,    4,    2,    2,     ,     ,  20,
IO, 21, 2026021100, 03, FNV3,  18, 193S,  432E,  44, 1000, XX,  64, NEQ,    1,    1,    0,    1,     ,     ,  20,
IO, 21, 2026021100, 03, FNV3,  24, 197S,  420E,  52,  996, XX,  34, NEQ,   40,   49,   36,   30,     ,     ,  14,
IO, 21, 2026021100, 03, FNV3,  24, 197S,  420E,  52,  996, XX,  50, NEQ,    9,   12,    7,    7,     ,     ,  14,
IO, 21, 2026021100, 03, FNV3,  24, 197S,  420E,  52,  996, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  14,
IO, 21, 2026021100, 03, FNV3,  30, 201S,  408E,  58,  994, XX,  34, NEQ,   50,   63,   52,   41,     ,     ,  12,
IO, 21, 2026021100, 03, FNV3,  30, 201S,  408E,  58,  994, XX,  50, NEQ,   15,   17,   13,   11,     ,     ,  12,
IO, 21, 2026021100, 03, FNV3,  30, 201S,  408E,  58,  994, XX,  64, NEQ,    2,    2,    2,    2,     ,     ,  12,
IO, 21, 2026021100, 03, FNV3,  36, 205S,  399E,  63,  989, XX,  34, NEQ,   44,   65,   51,   35,     ,     ,  14,
IO, 21, 2026021100, 03, FNV3,  36, 205S,  399E,  63,  989, XX,  50, NEQ,   15,   21,   15,   11,     ,     ,  14,
IO, 21, 2026021100, 03, FNV3,  36, 205S,  399E,  63,  989, XX,  64, NEQ,    4,    6,    5,    4,     ,     ,  14,
IO, 21, 2026021100, 03, FNV3,  42, 207S,  389E,  66,  988, XX,  34, NEQ,   51,   68,   63,   45,     ,     ,  12,
IO, 21, 2026021100, 03, FNV3,  42, 207S,  389E,  66,  988, XX,  50, NEQ,   23,   28,   23,   19,     ,     ,  12,
IO, 21, 2026021100, 03, FNV3,  42, 207S,  389E,  66,  988, XX,  64, NEQ,    7,    9,    7,    6,     ,     ,  12,
IO, 21, 2026021100, 03, FNV3,  48, 211S,  378E,  70,  985, XX,  34, NEQ,   51,   75,   65,   41,     ,     ,  12,
IO, 21, 2026021100, 03, FNV3,  48, 211S,  378E,  70,  985, XX,  50, NEQ,   24,   30,   25,   19,     ,     ,  12,
IO, 21, 2026021100, 03, FNV3,  48, 211S,  378E,  70,  985, XX,  64, NEQ,    7,   10,    7,    6,     ,     ,  12,
IO, 21, 2026021100, 03, FNV3,  54, 216S,  369E,  72,  982, XX,  34, NEQ,   57,   81,   73,   46,     ,     ,  14,
IO, 21, 2026021100, 03, FNV3,  54, 216S,  369E,  72,  982, XX,  50, NEQ,   28,   34,   29,   23,     ,     ,  14,
IO, 21, 2026021100, 03, FNV3,  54, 216S,  369E,  72,  982, XX,  64, NEQ,   11,   14,   11,    9,     ,     ,  14,
IO, 21, 2026021100, 03, FNV3,  60, 222S,  363E,  79,  976, XX,  34, NEQ,   64,   91,   77,   47,     ,     ,  12,
IO, 21, 2026021100, 03, FNV3,  60, 222S,  363E,  79,  976, XX,  50, NEQ,   28,   33,   28,   22,     ,     ,  12,
IO, 21, 2026021100, 03, FNV3,  60, 222S,  363E,  79,  976, XX,  64, NEQ,   12,   15,   11,   10,     ,     ,  12,
IO, 21, 2026021100, 03, FNV3,  66, 230S,  359E,  80,  973, XX,  34, NEQ,   60,   81,   70,   46,     ,     ,  12,
