# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 09, 2026010318, 03, FNV3,   0, 153S,  636E,  29, 1002, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  40,
IO, 09, 2026010318, 03, FNV3,   6, 154S,  624E,  29, 1004, XX,  34, NEQ,    2,    4,    2,    2,     ,     ,  37,
IO, 09, 2026010318, 03, FNV3,  12, 155S,  614E,  26, 1005, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  35,
IO, 09, 2026010318, 03, FNV3,  18, 158S,  603E,  28, 1003, XX,  34, NEQ,    2,    3,    2,    2,     ,     ,  35,
IO, 09, 2026010318, 03, FNV3,  24, 158S,  590E,  28, 1003, XX,  34, NEQ,    4,    3,    3,    3,     ,     ,  34,
IO, 09, 2026010318, 03, FNV3,  30, 161S,  579E,  27, 1004, XX,  34, NEQ,    1,    3,    2,    1,     ,     ,  37,
IO, 09, 2026010318, 03, FNV3,  36, 163S,  567E,  25, 1005, XX,  34, NEQ,    2,    2,    2,    2,     ,     ,  36,
IO, 09, 2026010318, 03, FNV3,  42, 165S,  555E,  27, 1004, XX,  34, NEQ,    1,    3,    1,    1,     ,     ,  36,
IO, 09, 2026010318, 03, FNV3,  48, 167S,  544E,  28, 1005, XX,  34, NEQ,    4,    4,    3,    4,     ,     ,  38,
IO, 09, 2026010318, 03, FNV3,  48, 167S,  544E,  28, 1005, XX,  50, NEQ,    1,    1,    0,    0,     ,     ,  38,
IO, 09, 2026010318, 03, FNV3,  54, 171S,  533E,  28, 1005, XX,  34, NEQ,    6,    7,    5,    6,     ,     ,  35,
IO, 09, 2026010318, 03, FNV3,  54, 171S,  533E,  28, 1005, XX,  50, NEQ,    0,    0,    1,    0,     ,     ,  35,
IO, 09, 2026010318, 03, FNV3,  60, 172S,  523E,  27, 1005, XX,  34, NEQ,    5,    6,    5,    5,     ,     ,  30,
IO, 09, 2026010318, 03, FNV3,  66, 175S,  515E,  27, 1005, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  39,
IO, 11, 2026010318, 03, FNV3,   0, 168S, 1033E,  25, 1007, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  25,
IO, 11, 2026010318, 03, FNV3,   6, 168S, 1021E,  21, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  40,
IO, 91, 2026010318, 03, FNV3,   0,  81S,  917E,  29, 1002, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  35,
IO, 91, 2026010318, 03, FNV3,   6,  79S,  930E,  36, 1000, XX,  34, NEQ,   46,   38,   32,   36,     ,     ,  43,
IO, 91, 2026010318, 03, FNV3,  12,  82S,  943E,  38, 1000, XX,  34, NEQ,   60,   51,   42,   50,     ,     ,  40,
IO, 91, 2026010318, 03, FNV3,  18,  88S,  955E,  38, 1000, XX,  34, NEQ,   56,   44,   35,   42,     ,     ,  39,
IO, 91, 2026010318, 03, FNV3,  24,  96S,  964E,  39,  999, XX,  34, NEQ,   73,   66,   53,   59,     ,     ,  42,
IO, 91, 2026010318, 03, FNV3,  24,  96S,  964E,  39,  999, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  42,
IO, 91, 2026010318, 03, FNV3,  30, 105S,  968E,  44,  997, XX,  34, NEQ,   72,   67,   51,   57,     ,     ,  36,
IO, 91, 2026010318, 03, FNV3,  30, 105S,  968E,  44,  997, XX,  50, NEQ,    4,    4,    3,    3,     ,     ,  36,
IO, 91, 2026010318, 03, FNV3,  36, 116S,  970E,  46,  996, XX,  34, NEQ,   81,   80,   64,   64,     ,     ,  33,
IO, 91, 2026010318, 03, FNV3,  36, 116S,  970E,  46,  996, XX,  50, NEQ,    7,    6,    4,    5,     ,     ,  33,
IO, 91, 2026010318, 03, FNV3,  36, 116S,  970E,  46,  996, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  33,
