# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 93, 2026011006, 03, FNV3,   0, 128S,  761E,  29, 1004, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  60,
IO, 93, 2026011006, 03, FNV3,   6, 134S,  761E,  29, 1002, XX,  34, NEQ,    4,    0,    0,    0,     ,     ,  39,
IO, 93, 2026011006, 03, FNV3,  12, 140S,  765E,  32, 1003, XX,  34, NEQ,   10,    6,    4,    5,     ,     ,  32,
IO, 93, 2026011006, 03, FNV3,  18, 146S,  768E,  36, 1002, XX,  34, NEQ,   23,   16,   12,   14,     ,     ,  32,
IO, 93, 2026011006, 03, FNV3,  24, 152S,  771E,  41,  999, XX,  34, NEQ,   26,   27,   20,   19,     ,     ,  26,
IO, 93, 2026011006, 03, FNV3,  24, 152S,  771E,  41,  999, XX,  50, NEQ,    2,    2,    1,    1,     ,     ,  26,
IO, 93, 2026011006, 03, FNV3,  30, 158S,  775E,  45,  997, XX,  34, NEQ,   43,   39,   31,   33,     ,     ,  22,
IO, 93, 2026011006, 03, FNV3,  30, 158S,  775E,  45,  997, XX,  50, NEQ,    6,    3,    2,    3,     ,     ,  22,
IO, 93, 2026011006, 03, FNV3,  36, 163S,  779E,  53,  993, XX,  34, NEQ,   44,   41,   35,   38,     ,     ,  16,
IO, 93, 2026011006, 03, FNV3,  36, 163S,  779E,  53,  993, XX,  50, NEQ,   13,   10,    8,    9,     ,     ,  16,
IO, 93, 2026011006, 03, FNV3,  36, 163S,  779E,  53,  993, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  16,
IO, 93, 2026011006, 03, FNV3,  42, 167S,  781E,  59,  989, XX,  34, NEQ,   54,   50,   40,   43,     ,     ,  19,
IO, 93, 2026011006, 03, FNV3,  42, 167S,  781E,  59,  989, XX,  50, NEQ,   19,   14,   11,   12,     ,     ,  19,
IO, 93, 2026011006, 03, FNV3,  42, 167S,  781E,  59,  989, XX,  64, NEQ,    5,    4,    4,    4,     ,     ,  19,
IO, 93, 2026011006, 03, FNV3,  48, 171S,  783E,  70,  983, XX,  34, NEQ,   53,   54,   45,   44,     ,     ,  12,
IO, 93, 2026011006, 03, FNV3,  48, 171S,  783E,  70,  983, XX,  50, NEQ,   23,   20,   16,   18,     ,     ,  12,
IO, 93, 2026011006, 03, FNV3,  48, 171S,  783E,  70,  983, XX,  64, NEQ,    9,    7,    6,    6,     ,     ,  12,
IO, 93, 2026011006, 03, FNV3,  54, 174S,  784E,  71,  982, XX,  34, NEQ,   52,   50,   43,   45,     ,     ,  14,
IO, 93, 2026011006, 03, FNV3,  54, 174S,  784E,  71,  982, XX,  50, NEQ,   26,   21,   17,   20,     ,     ,  14,
IO, 93, 2026011006, 03, FNV3,  54, 174S,  784E,  71,  982, XX,  64, NEQ,   10,    8,    7,    7,     ,     ,  14,
