# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
SH, 27, 2026031918, 03, FNV3,   0, 138S, 1440E, 124,  932, XX,  34, NEQ,  100,  110,  145,  105,     ,     ,   5,
SH, 27, 2026031918, 03, FNV3,   6, 134S, 1431E, 100,  956, XX,  34, NEQ,   78,   94,   96,   78,     ,     ,   9,
SH, 27, 2026031918, 03, FNV3,   6, 134S, 1431E, 100,  956, XX,  50, NEQ,   40,   47,   46,   39,     ,     ,   9,
SH, 27, 2026031918, 03, FNV3,   6, 134S, 1431E, 100,  956, XX,  64, NEQ,   24,   26,   23,   23,     ,     ,   9,
SH, 27, 2026031918, 03, FNV3,  12, 133S, 1423E,  76,  976, XX,  34, NEQ,   73,   88,   87,   67,     ,     ,  14,
SH, 27, 2026031918, 03, FNV3,  12, 133S, 1423E,  76,  976, XX,  50, NEQ,   38,   44,   40,   34,     ,     ,  14,
SH, 27, 2026031918, 03, FNV3,  12, 133S, 1423E,  76,  976, XX,  64, NEQ,   16,   19,   16,   15,     ,     ,  14,
SH, 27, 2026031918, 03, FNV3,  18, 134S, 1414E,  66,  983, XX,  34, NEQ,   78,   90,   90,   75,     ,     ,  20,
SH, 27, 2026031918, 03, FNV3,  18, 134S, 1414E,  66,  983, XX,  50, NEQ,   33,   38,   35,   29,     ,     ,  20,
SH, 27, 2026031918, 03, FNV3,  18, 134S, 1414E,  66,  983, XX,  64, NEQ,    9,   11,    9,    7,     ,     ,  20,
SH, 27, 2026031918, 03, FNV3,  24, 134S, 1403E,  74,  980, XX,  34, NEQ,   71,   94,   93,   68,     ,     ,  17,
SH, 27, 2026031918, 03, FNV3,  24, 134S, 1403E,  74,  980, XX,  50, NEQ,   37,   45,   41,   33,     ,     ,  17,
SH, 27, 2026031918, 03, FNV3,  24, 134S, 1403E,  74,  980, XX,  64, NEQ,   15,   21,   16,   14,     ,     ,  17,
SH, 27, 2026031918, 03, FNV3,  30, 135S, 1391E,  80,  975, XX,  34, NEQ,   87,  110,  111,   83,     ,     ,  14,
SH, 27, 2026031918, 03, FNV3,  30, 135S, 1391E,  80,  975, XX,  50, NEQ,   44,   51,   48,   39,     ,     ,  14,
SH, 27, 2026031918, 03, FNV3,  30, 135S, 1391E,  80,  975, XX,  64, NEQ,   19,   21,   19,   17,     ,     ,  14,
SH, 27, 2026031918, 03, FNV3,  36, 136S, 1380E,  83,  973, XX,  34, NEQ,   87,  117,  119,   84,     ,     ,  16,
SH, 27, 2026031918, 03, FNV3,  36, 136S, 1380E,  83,  973, XX,  50, NEQ,   52,   62,   58,   46,     ,     ,  16,
SH, 27, 2026031918, 03, FNV3,  36, 136S, 1380E,  83,  973, XX,  64, NEQ,   25,   28,   25,   23,     ,     ,  16,
SH, 27, 2026031918, 03, FNV3,  42, 137S, 1369E,  81,  974, XX,  34, NEQ,   88,  111,  112,   86,     ,     ,  17,
SH, 27, 2026031918, 03, FNV3,  42, 137S, 1369E,  81,  974, XX,  50, NEQ,   49,   57,   54,   45,     ,     ,  17,
SH, 27, 2026031918, 03, FNV3,  42, 137S, 1369E,  81,  974, XX,  64, NEQ,   22,   26,   23,   20,     ,     ,  17,
SH, 27, 2026031918, 03, FNV3,  48, 138S, 1357E,  72,  978, XX,  34, NEQ,   84,  102,   96,   75,     ,     ,  19,
SH, 27, 2026031918, 03, FNV3,  48, 138S, 1357E,  72,  978, XX,  50, NEQ,   40,   47,   43,   35,     ,     ,  19,
SH, 27, 2026031918, 03, FNV3,  48, 138S, 1357E,  72,  978, XX,  64, NEQ,   15,   18,   15,   14,     ,     ,  19,
SH, 27, 2026031918, 03, FNV3,  54, 140S, 1344E,  56,  987, XX,  34, NEQ,   65,   74,   69,   58,     ,     ,  21,
SH, 27, 2026031918, 03, FNV3,  54, 140S, 1344E,  56,  987, XX,  50, NEQ,   19,   22,   18,   15,     ,     ,  21,
SH, 27, 2026031918, 03, FNV3,  54, 140S, 1344E,  56,  987, XX,  64, NEQ,    3,    4,    4,    3,     ,     ,  21,
SH, 27, 2026031918, 03, FNV3,  60, 141S, 1330E,  42,  993, XX,  34, NEQ,   38,   41,   35,   32,     ,     ,  23,
SH, 27, 2026031918, 03, FNV3,  60, 141S, 1330E,  42,  993, XX,  50, NEQ,    3,    4,    3,    3,     ,     ,  23,
SH, 27, 2026031918, 03, FNV3,  60, 141S, 1330E,  42,  993, XX,  64, NEQ,    0,    1,    0,    0,     ,     ,  23,
SH, 27, 2026031918, 03, FNV3,  66, 143S, 1318E,  33,  997, XX,  34, NEQ,   22,   22,   18,   20,     ,     ,  33,
SH, 27, 2026031918, 03, FNV3,  66, 143S, 1318E,  33,  997, XX,  50, NEQ,    1,    1,    0,    0,     ,     ,  33,
SH, 27, 2026031918, 03, FNV3,  72, 144S, 1305E,  30,  998, XX,  34, NEQ,    9,   10,    7,    6,     ,     ,  34,
SH, 27, 2026031918, 03, FNV3,  78, 147S, 1294E,  30,  998, XX,  34, NEQ,    4,    4,    4,    4,     ,     ,  35,
SH, 27, 2026031918, 03, FNV3,  84, 151S, 1283E,  29,  998, XX,  34, NEQ,    3,    5,    3,    3,     ,     ,  33,
SH, 27, 2026031918, 03, FNV3,  90, 154S, 1268E,  29,  998, XX,  34, NEQ,    9,   10,    7,    7,     ,     ,  39,
SH, 27, 2026031918, 03, FNV3,  96, 157S, 1254E,  31,  997, XX,  34, NEQ,    8,   10,    6,    6,     ,     ,  36,
SH, 27, 2026031918, 03, FNV3, 102, 159S, 1244E,  33,  997, XX,  34, NEQ,   21,   22,   18,   17,     ,     ,  34,
SH, 27, 2026031918, 03, FNV3, 102, 159S, 1244E,  33,  997, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  34,
SH, 27, 2026031918, 03, FNV3, 108, 165S, 1235E,  40,  992, XX,  34, NEQ,   37,   43,   37,   32,     ,     ,  32,
SH, 27, 2026031918, 03, FNV3, 108, 165S, 1235E,  40,  992, XX,  50, NEQ,    4,    5,    4,    3,     ,     ,  32,
SH, 27, 2026031918, 03, FNV3, 114, 168S, 1224E,  45,  991, XX,  34, NEQ,   51,   56,   49,   44,     ,     ,  33,
SH, 27, 2026031918, 03, FNV3, 114, 168S, 1224E,  45,  991, XX,  50, NEQ,    9,   11,    9,    7,     ,     ,  33,
SH, 27, 2026031918, 03, FNV3, 114, 168S, 1224E,  45,  991, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  33,
SH, 27, 2026031918, 03, FNV3, 120, 171S, 1213E,  53,  988, XX,  34, NEQ,   74,   83,   76,   66,     ,     ,  27,
SH, 27, 2026031918, 03, FNV3, 120, 171S, 1213E,  53,  988, XX,  50, NEQ,   17,   19,   17,   14,     ,     ,  27,
SH, 27, 2026031918, 03, FNV3, 120, 171S, 1213E,  53,  988, XX,  64, NEQ,    3,    3,    3,    3,     ,     ,  27,
SH, 27, 2026031918, 03, FNV3, 126, 174S, 1203E,  64,  983, XX,  34, NEQ,   74,   88,   82,   67,     ,     ,  21,
SH, 27, 2026031918, 03, FNV3, 126, 174S, 1203E,  64,  983, XX,  50, NEQ,   29,   34,   29,   24,     ,     ,  21,
SH, 27, 2026031918, 03, FNV3, 126, 174S, 1203E,  64,  983, XX,  64, NEQ,    8,    9,    8,    6,     ,     ,  21,
SH, 27, 2026031918, 03, FNV3, 132, 179S, 1193E,  76,  974, XX,  34, NEQ,   90,  113,  105,   77,     ,     ,  16,
SH, 27, 2026031918, 03, FNV3, 132, 179S, 1193E,  76,  974, XX,  50, NEQ,   42,   49,   46,   37,     ,     ,  16,
SH, 27, 2026031918, 03, FNV3, 132, 179S, 1193E,  76,  974, XX,  64, NEQ,   19,   21,   18,   16,     ,     ,  16,
SH, 27, 2026031918, 03, FNV3, 138, 182S, 1183E,  87,  966, XX,  34, NEQ,   94,  119,  113,   84,     ,     ,  14,
SH, 27, 2026031918, 03, FNV3, 138, 182S, 1183E,  87,  966, XX,  50, NEQ,   48,   56,   52,   43,     ,     ,  14,
SH, 27, 2026031918, 03, FNV3, 138, 182S, 1183E,  87,  966, XX,  64, NEQ,   27,   29,   25,   24,     ,     ,  14,
SH, 27, 2026031918, 03, FNV3, 144, 183S, 1173E,  96,  960, XX,  34, NEQ,   95,  126,  119,   88,     ,     ,  14,
SH, 27, 2026031918, 03, FNV3, 144, 183S, 1173E,  96,  960, XX,  50, NEQ,   52,   62,   58,   46,     ,     ,  14,
SH, 27, 2026031918, 03, FNV3, 144, 183S, 1173E,  96,  960, XX,  64, NEQ,   29,   32,   28,   26,     ,     ,  14,
SH, 27, 2026031918, 03, FNV3, 150, 187S, 1163E, 101,  954, XX,  34, NEQ,  106,  138,  129,   97,     ,     ,  13,
SH, 27, 2026031918, 03, FNV3, 150, 187S, 1163E, 101,  954, XX,  50, NEQ,   53,   62,   58,   47,     ,     ,  13,
SH, 27, 2026031918, 03, FNV3, 150, 187S, 1163E, 101,  954, XX,  64, NEQ,   31,   34,   30,   28,     ,     ,  13,
SH, 27, 2026031918, 03, FNV3, 156, 191S, 1155E, 101,  953, XX,  34, NEQ,  103,  138,  130,   91,     ,     ,  15,
SH, 27, 2026031918, 03, FNV3, 156, 191S, 1155E, 101,  953, XX,  50, NEQ,   57,   69,   63,   51,     ,     ,  15,
SH, 27, 2026031918, 03, FNV3, 156, 191S, 1155E, 101,  953, XX,  64, NEQ,   34,   37,   32,   30,     ,     ,  15,
SH, 27, 2026031918, 03, FNV3, 162, 195S, 1147E,  97,  957, XX,  34, NEQ,  107,  142,  132,   94,     ,     ,  19,
SH, 27, 2026031918, 03, FNV3, 162, 195S, 1147E,  97,  957, XX,  50, NEQ,   57,   68,   63,   51,     ,     ,  19,
SH, 27, 2026031918, 03, FNV3, 162, 195S, 1147E,  97,  957, XX,  64, NEQ,   36,   38,   34,   32,     ,     ,  19,
SH, 27, 2026031918, 03, FNV3, 168, 200S, 1139E,  97,  957, XX,  34, NEQ,   95,  129,  122,   84,     ,     ,  17,
SH, 27, 2026031918, 03, FNV3, 168, 200S, 1139E,  97,  957, XX,  50, NEQ,   52,   63,   59,   47,     ,     ,  17,
SH, 27, 2026031918, 03, FNV3, 168, 200S, 1139E,  97,  957, XX,  64, NEQ,   32,   35,   30,   28,     ,     ,  17,
SH, 27, 2026031918, 03, FNV3, 174, 206S, 1133E,  90,  962, XX,  34, NEQ,   97,  127,  115,   84,     ,     ,  18,
SH, 27, 2026031918, 03, FNV3, 174, 206S, 1133E,  90,  962, XX,  50, NEQ,   51,   59,   54,   44,     ,     ,  18,
