# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 05, 2025112400, 03, FNV3,   0, 141S, 1282E,  99,  960, XX,  34, NEQ,   50,   50,   55,   60,     ,     ,   5,
IO, 05, 2025112400, 03, FNV3,   6, 142S, 1282E,  77,  973, XX,  34, NEQ,   38,   51,   55,   36,     ,     ,  11,
IO, 05, 2025112400, 03, FNV3,   6, 142S, 1282E,  77,  973, XX,  50, NEQ,   18,   22,   23,   16,     ,     ,  11,
IO, 05, 2025112400, 03, FNV3,   6, 142S, 1282E,  77,  973, XX,  64, NEQ,    8,   11,   11,    8,     ,     ,  11,
IO, 05, 2025112400, 03, FNV3,  12, 143S, 1280E,  55,  989, XX,  34, NEQ,   32,   39,   38,   27,     ,     ,  16,
IO, 05, 2025112400, 03, FNV3,  12, 143S, 1280E,  55,  989, XX,  50, NEQ,    9,    9,    8,    6,     ,     ,  16,
IO, 05, 2025112400, 03, FNV3,  12, 143S, 1280E,  55,  989, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  16,
IO, 05, 2025112400, 03, FNV3,  18, 144S, 1277E,  43,  994, XX,  34, NEQ,   29,   28,   28,   24,     ,     ,  19,
IO, 05, 2025112400, 03, FNV3,  18, 144S, 1277E,  43,  994, XX,  50, NEQ,    2,    3,    1,    1,     ,     ,  19,
IO, 05, 2025112400, 03, FNV3,  24, 144S, 1276E,  37,  998, XX,  34, NEQ,   15,   14,   14,   11,     ,     ,  25,
IO, 05, 2025112400, 03, FNV3,  24, 144S, 1276E,  37,  998, XX,  50, NEQ,    2,    1,    1,    1,     ,     ,  25,
IO, 05, 2025112400, 03, FNV3,  30, 146S, 1274E,  33,  998, XX,  34, NEQ,   10,    9,    8,    8,     ,     ,  31,
IO, 05, 2025112400, 03, FNV3,  30, 146S, 1274E,  33,  998, XX,  50, NEQ,    2,    1,    1,    1,     ,     ,  31,
IO, 05, 2025112400, 03, FNV3,  36, 149S, 1273E,  26, 1001, XX,  34, NEQ,    2,    1,    1,    1,     ,     ,  32,
IO, 05, 2025112400, 03, FNV3,  42, 151S, 1274E,  23, 1002, XX,  34, NEQ,    1,    0,    0,    1,     ,     ,  38,
IO, 05, 2025112400, 03, FNV3,  48, 154S, 1274E,  20, 1004, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  40,
IO, 05, 2025112400, 03, FNV3,  54, 158S, 1273E,  23, 1001, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  37,
WP, 92, 2025112400, 03, FNV3,   0,  92N, 1285E,  19, 1004, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  60,
WP, 92, 2025112400, 03, FNV3,   6,  92N, 1262E,  25, 1002, XX,  34, NEQ,    3,    3,    2,    2,     ,     ,  38,
WP, 92, 2025112400, 03, FNV3,  12,  93N, 1249E,  32, 1000, XX,  34, NEQ,   17,   13,   12,   14,     ,     ,  37,
WP, 92, 2025112400, 03, FNV3,  18,  97N, 1237E,  31, 1000, XX,  34, NEQ,   13,   10,    8,   12,     ,     ,  30,
WP, 92, 2025112400, 03, FNV3,  24, 101N, 1224E,  37,  999, XX,  34, NEQ,   46,   37,   30,   39,     ,     ,  31,
WP, 92, 2025112400, 03, FNV3,  24, 101N, 1224E,  37,  999, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  31,
WP, 92, 2025112400, 03, FNV3,  30, 105N, 1212E,  40,  996, XX,  34, NEQ,   53,   42,   37,   47,     ,     ,  32,
WP, 92, 2025112400, 03, FNV3,  30, 105N, 1212E,  40,  996, XX,  50, NEQ,    2,    2,    1,    2,     ,     ,  32,
WP, 92, 2025112400, 03, FNV3,  36, 109N, 1201E,  40,  996, XX,  34, NEQ,   41,   32,   28,   38,     ,     ,  32,
WP, 92, 2025112400, 03, FNV3,  36, 109N, 1201E,  40,  996, XX,  50, NEQ,    4,    3,    2,    3,     ,     ,  32,
WP, 92, 2025112400, 03, FNV3,  36, 109N, 1201E,  40,  996, XX,  64, NEQ,    1,    1,    0,    0,     ,     ,  32,
