# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
CP, 01, 2025072718, 03, FNV3,   0, 110N, 1470W,  29, 1008, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  30,
CP, 01, 2025072718, 03, FNV3,   6, 112N, 1478W,  34, 1004, XX,  34, NEQ,    8,    5,    4,    7,     ,     ,  38,
CP, 01, 2025072718, 03, FNV3,  12, 111N, 1488W,  39, 1003, XX,  34, NEQ,   15,   10,    7,   12,     ,     ,  34,
CP, 01, 2025072718, 03, FNV3,  12, 111N, 1488W,  39, 1003, XX,  50, NEQ,    1,    1,    0,    1,     ,     ,  34,
CP, 01, 2025072718, 03, FNV3,  18, 110N, 1497W,  41, 1002, XX,  34, NEQ,   18,   13,    8,   14,     ,     ,  35,
CP, 01, 2025072718, 03, FNV3,  18, 110N, 1497W,  41, 1002, XX,  50, NEQ,    2,    1,    1,    1,     ,     ,  35,
CP, 01, 2025072718, 03, FNV3,  24, 109N, 1508W,  46, 1000, XX,  34, NEQ,   29,   22,   16,   24,     ,     ,  26,
CP, 01, 2025072718, 03, FNV3,  24, 109N, 1508W,  46, 1000, XX,  50, NEQ,    4,    3,    2,    3,     ,     ,  26,
CP, 01, 2025072718, 03, FNV3,  30, 109N, 1518W,  48,  999, XX,  34, NEQ,   31,   23,   16,   25,     ,     ,  27,
CP, 01, 2025072718, 03, FNV3,  30, 109N, 1518W,  48,  999, XX,  50, NEQ,    5,    4,    2,    4,     ,     ,  27,
CP, 01, 2025072718, 03, FNV3,  30, 109N, 1518W,  48,  999, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  27,
CP, 01, 2025072718, 03, FNV3,  36, 109N, 1529W,  53,  995, XX,  34, NEQ,   36,   27,   19,   30,     ,     ,  27,
CP, 01, 2025072718, 03, FNV3,  36, 109N, 1529W,  53,  995, XX,  50, NEQ,    9,    7,    5,    7,     ,     ,  27,
CP, 01, 2025072718, 03, FNV3,  36, 109N, 1529W,  53,  995, XX,  64, NEQ,    2,    1,    1,    2,     ,     ,  27,
CP, 01, 2025072718, 03, FNV3,  42, 108N, 1542W,  60,  991, XX,  34, NEQ,   39,   29,   20,   33,     ,     ,  25,
CP, 01, 2025072718, 03, FNV3,  42, 108N, 1542W,  60,  991, XX,  50, NEQ,   13,   10,    7,   10,     ,     ,  25,
CP, 01, 2025072718, 03, FNV3,  42, 108N, 1542W,  60,  991, XX,  64, NEQ,    4,    3,    2,    3,     ,     ,  25,
CP, 01, 2025072718, 03, FNV3,  48, 108N, 1555W,  62,  990, XX,  34, NEQ,   46,   35,   24,   39,     ,     ,  25,
CP, 01, 2025072718, 03, FNV3,  48, 108N, 1555W,  62,  990, XX,  50, NEQ,   14,   11,    8,   12,     ,     ,  25,
CP, 01, 2025072718, 03, FNV3,  48, 108N, 1555W,  62,  990, XX,  64, NEQ,    5,    4,    3,    4,     ,     ,  25,
CP, 01, 2025072718, 03, FNV3,  54, 109N, 1569W,  63,  989, XX,  34, NEQ,   44,   33,   22,   37,     ,     ,  24,
CP, 01, 2025072718, 03, FNV3,  54, 109N, 1569W,  63,  989, XX,  50, NEQ,   15,   12,    9,   13,     ,     ,  24,
CP, 01, 2025072718, 03, FNV3,  54, 109N, 1569W,  63,  989, XX,  64, NEQ,    6,    4,    4,    5,     ,     ,  24,
CP, 01, 2025072718, 03, FNV3,  60, 109N, 1586W,  58,  992, XX,  34, NEQ,   43,   31,   21,   36,     ,     ,  28,
CP, 01, 2025072718, 03, FNV3,  60, 109N, 1586W,  58,  992, XX,  50, NEQ,   13,    9,    7,   11,     ,     ,  28,
CP, 01, 2025072718, 03, FNV3,  60, 109N, 1586W,  58,  992, XX,  64, NEQ,    4,    3,    2,    3,     ,     ,  28,
CP, 01, 2025072718, 03, FNV3,  66, 108N, 1603W,  56,  994, XX,  34, NEQ,   42,   30,   20,   35,     ,     ,  29,
CP, 01, 2025072718, 03, FNV3,  66, 108N, 1603W,  56,  994, XX,  50, NEQ,   13,    9,    7,   10,     ,     ,  29,
CP, 01, 2025072718, 03, FNV3,  66, 108N, 1603W,  56,  994, XX,  64, NEQ,    4,    3,    2,    3,     ,     ,  29,
CP, 01, 2025072718, 03, FNV3,  72, 109N, 1624W,  46, 1000, XX,  34, NEQ,   38,   28,   19,   31,     ,     ,  35,
CP, 01, 2025072718, 03, FNV3,  72, 109N, 1624W,  46, 1000, XX,  50, NEQ,    5,    4,    3,    4,     ,     ,  35,
CP, 01, 2025072718, 03, FNV3,  72, 109N, 1624W,  46, 1000, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  35,
