# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
WP, 09, 2026070312, 03, FNV3,   0, 128N, 1531E, 124,  939, XX,  34, NEQ,  130,   90,   90,  130,     ,     ,  15,
WP, 09, 2026070312, 03, FNV3,   6, 126N, 1523E, 139,  921, XX,  34, NEQ,  131,  104,  105,  133,     ,     ,   8,
WP, 09, 2026070312, 03, FNV3,   6, 126N, 1523E, 139,  921, XX,  50, NEQ,   59,   49,   44,   56,     ,     ,   8,
WP, 09, 2026070312, 03, FNV3,   6, 126N, 1523E, 139,  921, XX,  64, NEQ,   35,   30,   26,   32,     ,     ,   8,
WP, 09, 2026070312, 03, FNV3,  12, 125N, 1517E, 135,  925, XX,  34, NEQ,  136,  112,  110,  135,     ,     ,   8,
WP, 09, 2026070312, 03, FNV3,  12, 125N, 1517E, 135,  925, XX,  50, NEQ,   62,   53,   47,   59,     ,     ,   8,
WP, 09, 2026070312, 03, FNV3,  12, 125N, 1517E, 135,  925, XX,  64, NEQ,   36,   32,   27,   33,     ,     ,   8,
WP, 09, 2026070312, 03, FNV3,  18, 126N, 1510E, 133,  925, XX,  34, NEQ,  148,  128,  120,  140,     ,     ,  10,
WP, 09, 2026070312, 03, FNV3,  18, 126N, 1510E, 133,  925, XX,  50, NEQ,   68,   59,   51,   61,     ,     ,  10,
WP, 09, 2026070312, 03, FNV3,  18, 126N, 1510E, 133,  925, XX,  64, NEQ,   38,   34,   30,   34,     ,     ,  10,
WP, 09, 2026070312, 03, FNV3,  24, 126N, 1504E, 135,  924, XX,  34, NEQ,  149,  124,  119,  144,     ,     ,  10,
WP, 09, 2026070312, 03, FNV3,  24, 126N, 1504E, 135,  924, XX,  50, NEQ,   71,   61,   54,   66,     ,     ,  10,
WP, 09, 2026070312, 03, FNV3,  24, 126N, 1504E, 135,  924, XX,  64, NEQ,   41,   37,   32,   37,     ,     ,  10,
