# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 07, 2025121806, 03, FNV3,   0, 101S,  918E,  25, 1004, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  70,
IO, 09, 2025121806, 03, FNV3,   0, 122S, 1104E,  35, 1001, XX,  34, NEQ,   30,     ,   80,   70,     ,     ,  25,
IO, 09, 2025121806, 03, FNV3,   6, 121S, 1100E,  35,  998, XX,  34, NEQ,   13,   16,   17,   15,     ,     ,  37,
IO, 09, 2025121806, 03, FNV3,  12, 120S, 1094E,  34,  998, XX,  34, NEQ,   11,   15,   11,   11,     ,     ,  37,
IO, 09, 2025121806, 03, FNV3,  18, 120S, 1089E,  34, 1000, XX,  34, NEQ,   13,   15,   12,   14,     ,     ,  37,
IO, 09, 2025121806, 03, FNV3,  24, 121S, 1085E,  35,  999, XX,  34, NEQ,   12,   14,   13,   10,     ,     ,  37,
IO, 09, 2025121806, 03, FNV3,  24, 121S, 1085E,  35,  999, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  37,
IO, 09, 2025121806, 03, FNV3,  30, 123S, 1083E,  34,  999, XX,  34, NEQ,   14,   15,   13,   12,     ,     ,  41,
IO, 09, 2025121806, 03, FNV3,  36, 125S, 1079E,  34,  999, XX,  34, NEQ,   13,   13,   12,   11,     ,     ,  40,
IO, 09, 2025121806, 03, FNV3,  42, 126S, 1073E,  32, 1000, XX,  34, NEQ,    7,    8,    9,    6,     ,     ,  41,
IO, 09, 2025121806, 03, FNV3,  48, 127S, 1066E,  34,  998, XX,  34, NEQ,   15,   14,   14,   12,     ,     ,  37,
IO, 09, 2025121806, 03, FNV3,  48, 127S, 1066E,  34,  998, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  37,
IO, 09, 2025121806, 03, FNV3,  54, 128S, 1060E,  32, 1000, XX,  34, NEQ,   11,   13,   10,   11,     ,     ,  37,
IO, 09, 2025121806, 03, FNV3,  54, 128S, 1060E,  32, 1000, XX,  50, NEQ,    1,    1,    0,    0,     ,     ,  37,
IO, 09, 2025121806, 03, FNV3,  60, 129S, 1052E,  36,  998, XX,  34, NEQ,   16,   17,   16,   15,     ,     ,  33,
IO, 09, 2025121806, 03, FNV3,  60, 129S, 1052E,  36,  998, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  33,
IO, 09, 2025121806, 03, FNV3,  66, 130S, 1046E,  38,  998, XX,  34, NEQ,   27,   30,   27,   24,     ,     ,  30,
IO, 09, 2025121806, 03, FNV3,  66, 130S, 1046E,  38,  998, XX,  50, NEQ,    3,    3,    2,    2,     ,     ,  30,
IO, 09, 2025121806, 03, FNV3,  72, 131S, 1040E,  42,  996, XX,  34, NEQ,   33,   37,   32,   28,     ,     ,  28,
IO, 09, 2025121806, 03, FNV3,  72, 131S, 1040E,  42,  996, XX,  50, NEQ,    4,    6,    4,    3,     ,     ,  28,
IO, 09, 2025121806, 03, FNV3,  72, 131S, 1040E,  42,  996, XX,  64, NEQ,    1,    1,    0,    0,     ,     ,  28,
IO, 09, 2025121806, 03, FNV3,  78, 131S, 1035E,  43,  996, XX,  34, NEQ,   28,   32,   26,   24,     ,     ,  25,
IO, 09, 2025121806, 03, FNV3,  78, 131S, 1035E,  43,  996, XX,  50, NEQ,    4,    5,    4,    3,     ,     ,  25,
IO, 09, 2025121806, 03, FNV3,  78, 131S, 1035E,  43,  996, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  25,
IO, 09, 2025121806, 03, FNV3,  84, 131S, 1030E,  48,  993, XX,  34, NEQ,   39,   46,   40,   37,     ,     ,  25,
IO, 09, 2025121806, 03, FNV3,  84, 131S, 1030E,  48,  993, XX,  50, NEQ,    9,   11,    9,    8,     ,     ,  25,
IO, 09, 2025121806, 03, FNV3,  84, 131S, 1030E,  48,  993, XX,  64, NEQ,    3,    3,    3,    2,     ,     ,  25,
IO, 09, 2025121806, 03, FNV3,  90, 130S, 1025E,  52,  992, XX,  34, NEQ,   37,   43,   39,   33,     ,     ,  23,
IO, 09, 2025121806, 03, FNV3,  90, 130S, 1025E,  52,  992, XX,  50, NEQ,   10,   12,   10,    9,     ,     ,  23,
IO, 09, 2025121806, 03, FNV3,  90, 130S, 1025E,  52,  992, XX,  64, NEQ,    4,    4,    4,    3,     ,     ,  23,
IO, 09, 2025121806, 03, FNV3,  96, 131S, 1021E,  61,  985, XX,  34, NEQ,   45,   52,   54,   40,     ,     ,  18,
IO, 09, 2025121806, 03, FNV3,  96, 131S, 1021E,  61,  985, XX,  50, NEQ,   17,   18,   16,   14,     ,     ,  18,
IO, 09, 2025121806, 03, FNV3,  96, 131S, 1021E,  61,  985, XX,  64, NEQ,    6,    6,    6,    5,     ,     ,  18,
IO, 09, 2025121806, 03, FNV3, 102, 132S, 1018E,  60,  985, XX,  34, NEQ,   38,   46,   47,   36,     ,     ,  20,
IO, 09, 2025121806, 03, FNV3, 102, 132S, 1018E,  60,  985, XX,  50, NEQ,   16,   17,   16,   14,     ,     ,  20,
IO, 09, 2025121806, 03, FNV3, 102, 132S, 1018E,  60,  985, XX,  64, NEQ,    6,    7,    6,    6,     ,     ,  20,
IO, 09, 2025121806, 03, FNV3, 108, 132S, 1014E,  65,  982, XX,  34, NEQ,   50,   58,   58,   46,     ,     ,  18,
IO, 09, 2025121806, 03, FNV3, 108, 132S, 1014E,  65,  982, XX,  50, NEQ,   18,   20,   19,   16,     ,     ,  18,
IO, 09, 2025121806, 03, FNV3, 108, 132S, 1014E,  65,  982, XX,  64, NEQ,    8,    8,    8,    7,     ,     ,  18,
IO, 09, 2025121806, 03, FNV3, 114, 132S, 1011E,  61,  985, XX,  34, NEQ,   46,   52,   51,   44,     ,     ,  18,
IO, 09, 2025121806, 03, FNV3, 114, 132S, 1011E,  61,  985, XX,  50, NEQ,   16,   17,   15,   14,     ,     ,  18,
IO, 09, 2025121806, 03, FNV3, 114, 132S, 1011E,  61,  985, XX,  64, NEQ,    6,    7,    6,    6,     ,     ,  18,
IO, 09, 2025121806, 03, FNV3, 120, 133S, 1007E,  63,  983, XX,  34, NEQ,   46,   56,   56,   42,     ,     ,  20,
IO, 09, 2025121806, 03, FNV3, 120, 133S, 1007E,  63,  983, XX,  50, NEQ,   17,   20,   18,   15,     ,     ,  20,
IO, 09, 2025121806, 03, FNV3, 120, 133S, 1007E,  63,  983, XX,  64, NEQ,    6,    7,    7,    6,     ,     ,  20,
IO, 09, 2025121806, 03, FNV3, 126, 133S, 1005E,  61,  985, XX,  34, NEQ,   44,   48,   48,   41,     ,     ,  18,
IO, 09, 2025121806, 03, FNV3, 126, 133S, 1005E,  61,  985, XX,  50, NEQ,   16,   18,   16,   14,     ,     ,  18,
IO, 09, 2025121806, 03, FNV3, 126, 133S, 1005E,  61,  985, XX,  64, NEQ,    6,    7,    6,    6,     ,     ,  18,
IO, 09, 2025121806, 03, FNV3, 132, 133S, 1002E,  58,  987, XX,  34, NEQ,   44,   51,   50,   43,     ,     ,  17,
