# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
WP, 12, 2026080612, 03, FNV3,   0, 265N, 1315E,  80,  957, XX,  34, NEQ,  270,  180,  180,  210,     ,     ,   5,
WP, 12, 2026080612, 03, FNV3,   6, 268N, 1303E,  71,  962, XX,  34, NEQ,  240,  215,  191,  215,     ,     ,  38,
WP, 12, 2026080612, 03, FNV3,   6, 268N, 1303E,  71,  962, XX,  50, NEQ,  120,  109,   91,  104,     ,     ,  38,
WP, 12, 2026080612, 03, FNV3,   6, 268N, 1303E,  71,  962, XX,  64, NEQ,   51,   41,   35,   41,     ,     ,  38,
WP, 12, 2026080612, 03, FNV3,  12, 270N, 1291E,  77,  956, XX,  34, NEQ,  236,  214,  193,  214,     ,     ,  39,
WP, 12, 2026080612, 03, FNV3,  12, 270N, 1291E,  77,  956, XX,  50, NEQ,  109,   99,   84,   94,     ,     ,  39,
WP, 12, 2026080612, 03, FNV3,  12, 270N, 1291E,  77,  956, XX,  64, NEQ,   47,   36,   30,   38,     ,     ,  39,
WP, 12, 2026080612, 03, FNV3,  18, 270N, 1279E,  77,  956, XX,  34, NEQ,  234,  213,  193,  214,     ,     ,  36,
WP, 12, 2026080612, 03, FNV3,  18, 270N, 1279E,  77,  956, XX,  50, NEQ,  113,  103,   88,  100,     ,     ,  36,
WP, 12, 2026080612, 03, FNV3,  18, 270N, 1279E,  77,  956, XX,  64, NEQ,   49,   40,   34,   42,     ,     ,  36,
WP, 12, 2026080612, 03, FNV3,  24, 269N, 1271E,  79,  955, XX,  34, NEQ,  239,  218,  204,  224,     ,     ,  30,
WP, 12, 2026080612, 03, FNV3,  24, 269N, 1271E,  79,  955, XX,  50, NEQ,  124,  119,  104,  113,     ,     ,  30,
WP, 12, 2026080612, 03, FNV3,  24, 269N, 1271E,  79,  955, XX,  64, NEQ,   59,   53,   45,   49,     ,     ,  30,
WP, 12, 2026080612, 03, FNV3,  30, 267N, 1264E,  74,  959, XX,  34, NEQ,  229,  212,  199,  214,     ,     ,  35,
WP, 12, 2026080612, 03, FNV3,  30, 267N, 1264E,  74,  959, XX,  50, NEQ,  116,  109,   94,  102,     ,     ,  35,
WP, 12, 2026080612, 03, FNV3,  30, 267N, 1264E,  74,  959, XX,  64, NEQ,   47,   40,   33,   38,     ,     ,  35,
WP, 12, 2026080612, 03, FNV3,  36, 266N, 1259E,  73,  959, XX,  34, NEQ,  241,  228,  214,  224,     ,     ,  39,
WP, 12, 2026080612, 03, FNV3,  36, 266N, 1259E,  73,  959, XX,  50, NEQ,  109,  104,   90,   96,     ,     ,  39,
WP, 12, 2026080612, 03, FNV3,  36, 266N, 1259E,  73,  959, XX,  64, NEQ,   50,   38,   32,   37,     ,     ,  39,
WP, 12, 2026080612, 03, FNV3,  42, 266N, 1254E,  71,  960, XX,  34, NEQ,  242,  228,  211,  221,     ,     ,  46,
WP, 12, 2026080612, 03, FNV3,  42, 266N, 1254E,  71,  960, XX,  50, NEQ,  111,  102,   88,   94,     ,     ,  46,
WP, 12, 2026080612, 03, FNV3,  42, 266N, 1254E,  71,  960, XX,  64, NEQ,   42,   31,   26,   30,     ,     ,  46,
WP, 12, 2026080612, 03, FNV3,  48, 266N, 1249E,  71,  961, XX,  34, NEQ,  254,  239,  221,  236,     ,     ,  43,
WP, 12, 2026080612, 03, FNV3,  48, 266N, 1249E,  71,  961, XX,  50, NEQ,  128,  123,  106,  113,     ,     ,  43,
WP, 12, 2026080612, 03, FNV3,  48, 266N, 1249E,  71,  961, XX,  64, NEQ,   51,   43,   37,   41,     ,     ,  43,
WP, 12, 2026080612, 03, FNV3,  54, 268N, 1243E,  68,  963, XX,  34, NEQ,  247,  232,  210,  225,     ,     ,  48,
WP, 12, 2026080612, 03, FNV3,  54, 268N, 1243E,  68,  963, XX,  50, NEQ,  107,  100,   84,   91,     ,     ,  48,
WP, 12, 2026080612, 03, FNV3,  54, 268N, 1243E,  68,  963, XX,  64, NEQ,   31,   25,   19,   22,     ,     ,  48,
WP, 12, 2026080612, 03, FNV3,  60, 269N, 1236E,  69,  962, XX,  34, NEQ,  233,  219,  198,  212,     ,     ,  41,
WP, 12, 2026080612, 03, FNV3,  60, 269N, 1236E,  69,  962, XX,  50, NEQ,  112,  103,   88,   97,     ,     ,  41,
WP, 12, 2026080612, 03, FNV3,  60, 269N, 1236E,  69,  962, XX,  64, NEQ,   41,   33,   28,   32,     ,     ,  41,
WP, 12, 2026080612, 03, FNV3,  66, 271N, 1229E,  70,  962, XX,  34, NEQ,  214,  197,  181,  194,     ,     ,  36,
WP, 12, 2026080612, 03, FNV3,  66, 271N, 1229E,  70,  962, XX,  50, NEQ,  108,   97,   86,   92,     ,     ,  36,
WP, 12, 2026080612, 03, FNV3,  66, 271N, 1229E,  70,  962, XX,  64, NEQ,   40,   33,   30,   32,     ,     ,  36,
WP, 12, 2026080612, 03, FNV3,  72, 272N, 1222E,  68,  964, XX,  34, NEQ,  200,  186,  169,  183,     ,     ,  33,
WP, 12, 2026080612, 03, FNV3,  72, 272N, 1222E,  68,  964, XX,  50, NEQ,   92,   84,   71,   80,     ,     ,  33,
WP, 12, 2026080612, 03, FNV3,  72, 272N, 1222E,  68,  964, XX,  64, NEQ,   31,   25,   21,   25,     ,     ,  33,
WP, 12, 2026080612, 03, FNV3,  78, 274N, 1214E,  62,  968, XX,  34, NEQ,  169,  154,  138,  151,     ,     ,  30,
WP, 12, 2026080612, 03, FNV3,  78, 274N, 1214E,  62,  968, XX,  50, NEQ,   61,   53,   43,   53,     ,     ,  30,
WP, 12, 2026080612, 03, FNV3,  78, 274N, 1214E,  62,  968, XX,  64, NEQ,   12,    9,    8,   11,     ,     ,  30,
WP, 12, 2026080612, 03, FNV3,  84, 277N, 1206E,  58,  971, XX,  34, NEQ,  143,  133,  118,  127,     ,     ,  26,
WP, 12, 2026080612, 03, FNV3,  84, 277N, 1206E,  58,  971, XX,  50, NEQ,   52,   46,   37,   43,     ,     ,  26,
WP, 12, 2026080612, 03, FNV3,  84, 277N, 1206E,  58,  971, XX,  64, NEQ,    7,    6,    5,    6,     ,     ,  26,
WP, 12, 2026080612, 03, FNV3,  90, 279N, 1198E,  50,  977, XX,  34, NEQ,  104,   96,   83,   89,     ,     ,  28,
WP, 12, 2026080612, 03, FNV3,  90, 279N, 1198E,  50,  977, XX,  50, NEQ,   21,   17,   14,   16,     ,     ,  28,
WP, 12, 2026080612, 03, FNV3,  90, 279N, 1198E,  50,  977, XX,  64, NEQ,    2,    1,    2,    2,     ,     ,  28,
WP, 12, 2026080612, 03, FNV3,  96, 282N, 1192E,  42,  982, XX,  34, NEQ,   84,   77,   65,   68,     ,     ,  38,
WP, 12, 2026080612, 03, FNV3,  96, 282N, 1192E,  42,  982, XX,  50, NEQ,    6,    5,    4,    6,     ,     ,  38,
WP, 12, 2026080612, 03, FNV3,  96, 282N, 1192E,  42,  982, XX,  64, NEQ,    0,    1,    0,    1,     ,     ,  38,
WP, 12, 2026080612, 03, FNV3, 102, 286N, 1187E,  33,  987, XX,  34, NEQ,   32,   29,   25,   25,     ,     ,  41,
WP, 12, 2026080612, 03, FNV3, 102, 286N, 1187E,  33,  987, XX,  50, NEQ,    2,    0,    1,    0,     ,     ,  41,
WP, 12, 2026080612, 03, FNV3, 108, 290N, 1181E,  29,  990, XX,  34, NEQ,   11,   10,    8,    8,     ,     ,  48,
WP, 12, 2026080612, 03, FNV3, 114, 293N, 1177E,  28,  990, XX,  34, NEQ,    7,    7,    6,    6,     ,     ,  47,
WP, 12, 2026080612, 03, FNV3, 120, 296N, 1177E,  24,  993, XX,  34, NEQ,    0,    0,    0,    1,     ,     ,  48,
WP, 12, 2026080612, 03, FNV3, 126, 298N, 1176E,  24,  993, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  41,
WP, 12, 2026080612, 03, FNV3, 132, 301N, 1179E,  24,  993, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  48,
WP, 12, 2026080612, 03, FNV3, 138, 305N, 1185E,  23,  993, XX,  34, NEQ,    2,    0,    0,    0,     ,     ,  53,
WP, 12, 2026080612, 03, FNV3, 144, 305N, 1192E,  24,  993, XX,  34, NEQ,    3,    3,    3,    2,     ,     ,  52,
