# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
WP, 12, 2026080606, 03, GENC,   0, 265N, 1328E, 100,  957, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC,   6, 267N, 1315E,  99,  957, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC,  12, 268N, 1302E,  98,  958, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC,  18, 270N, 1292E,  98,  959, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC,  24, 272N, 1281E,  97,  959, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC,  30, 271N, 1273E,  97,  960, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC,  36, 270N, 1264E,  96,  960, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC,  42, 270N, 1259E,  96,  960, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC,  48, 271N, 1253E,  96,  960, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC,  54, 272N, 1248E,  96,  960, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC,  60, 273N, 1243E,  95,  961, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC,  66, 276N, 1237E,  94,  962, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC,  72, 279N, 1230E,  93,  963, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC,  78, 281N, 1225E,  89,  966, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC,  84, 284N, 1219E,  85,  970, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC,  90, 289N, 1214E,  79,  975, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC,  96, 294N, 1209E,  72,  980, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC, 102, 300N, 1204E,  69,  982, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC, 108, 306N, 1199E,  65,  985, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC, 114, 311N, 1195E,  64,  986, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC, 120, 317N, 1192E,  62,  988, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC, 126, 320N, 1190E,  62,  988, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC, 132, 323N, 1188E,  61,  989, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC, 138, 326N, 1194E,  61,  989, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC, 144, 327N, 1199E,  60,  989, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC, 150, 328N, 1207E,  60,  989, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC, 156, 331N, 1212E,  60,  989, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC, 162, 333N, 1219E,  61,  988, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 12, 2026080606, 03, GENC, 168, 337N, 1225E,  61,  988, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 96, 2026080606, 03, GENC,   0, 262N, 1632E,  63,  987, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 96, 2026080606, 03, GENC,   6, 272N, 1628E,  62,  988, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 96, 2026080606, 03, GENC,  12, 282N, 1624E,  62,  988, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 96, 2026080606, 03, GENC,  18, 291N, 1615E,  60,  989, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 96, 2026080606, 03, GENC,  24, 301N, 1606E,  59,  990, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 96, 2026080606, 03, GENC,  30, 310N, 1596E,  58,  991, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 96, 2026080606, 03, GENC,  36, 319N, 1587E,  57,  991, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 96, 2026080606, 03, GENC,  42, 327N, 1574E,  57,  991, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 96, 2026080606, 03, GENC,  48, 335N, 1561E,  58,  991, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 96, 2026080606, 03, GENC,  54, 338N, 1545E,  59,  990, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 96, 2026080606, 03, GENC,  60, 341N, 1528E,  60,  989, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 96, 2026080606, 03, GENC,  66, 340N, 1523E,  61,  989, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 96, 2026080606, 03, GENC,  72, 339N, 1518E,  61,  989, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 96, 2026080606, 03, GENC,  78, 343N, 1512E,  61,  989, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 96, 2026080606, 03, GENC,  84, 345N, 1509E,  60,  989, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 96, 2026080606, 03, GENC,  90, 352N, 1509E,  60,  989, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 96, 2026080606, 03, GENC,  96, 359N, 1508E,  60,  989, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 96, 2026080606, 03, GENC, 102, 371N, 1499E,  62,  988, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 96, 2026080606, 03, GENC, 108, 384N, 1490E,  63,  986, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 96, 2026080606, 03, GENC, 114, 384N, 1482E,  62,  987, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 96, 2026080606, 03, GENC, 120, 395N, 1468E,  60,  989, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 96, 2026080606, 03, GENC, 126, 390N, 1470E,  58,  990, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
WP, 96, 2026080606, 03, GENC, 132, 400N, 1452E,  54,  993, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
