# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
WP, 32, 2025110912, 03, FNV3,   0, 161N, 1218E,  99,  945, XX,  34, NEQ,  200,  180,  140,  200,     ,     ,  15,
WP, 32, 2025110912, 03, FNV3,   6, 165N, 1204E,  97,  952, XX,  34, NEQ,  266,  228,  202,  243,     ,     ,  19,
WP, 32, 2025110912, 03, FNV3,   6, 165N, 1204E,  97,  952, XX,  50, NEQ,  152,  142,  126,  142,     ,     ,  19,
WP, 32, 2025110912, 03, FNV3,   6, 165N, 1204E,  97,  952, XX,  64, NEQ,   86,   82,   71,   77,     ,     ,  19,
WP, 32, 2025110912, 03, FNV3,  12, 168N, 1195E,  84,  964, XX,  34, NEQ,  261,  222,  202,  248,     ,     ,  23,
WP, 32, 2025110912, 03, FNV3,  12, 168N, 1195E,  84,  964, XX,  50, NEQ,  153,  139,  123,  140,     ,     ,  23,
WP, 32, 2025110912, 03, FNV3,  12, 168N, 1195E,  84,  964, XX,  64, NEQ,   77,   73,   63,   70,     ,     ,  23,
WP, 32, 2025110912, 03, FNV3,  18, 173N, 1187E,  80,  968, XX,  34, NEQ,  241,  208,  186,  223,     ,     ,  29,
WP, 32, 2025110912, 03, FNV3,  18, 173N, 1187E,  80,  968, XX,  50, NEQ,  138,  128,  111,  125,     ,     ,  29,
WP, 32, 2025110912, 03, FNV3,  18, 173N, 1187E,  80,  968, XX,  64, NEQ,   64,   60,   52,   57,     ,     ,  29,
WP, 32, 2025110912, 03, FNV3,  24, 179N, 1182E,  76,  970, XX,  34, NEQ,  243,  211,  190,  224,     ,     ,  31,
WP, 32, 2025110912, 03, FNV3,  24, 179N, 1182E,  76,  970, XX,  50, NEQ,  140,  130,  114,  127,     ,     ,  31,
WP, 32, 2025110912, 03, FNV3,  24, 179N, 1182E,  76,  970, XX,  64, NEQ,   63,   59,   51,   55,     ,     ,  31,
WP, 32, 2025110912, 03, FNV3,  30, 185N, 1180E,  76,  971, XX,  34, NEQ,  217,  195,  175,  197,     ,     ,  30,
WP, 32, 2025110912, 03, FNV3,  30, 185N, 1180E,  76,  971, XX,  50, NEQ,  122,  115,   98,  108,     ,     ,  30,
WP, 32, 2025110912, 03, FNV3,  30, 185N, 1180E,  76,  971, XX,  64, NEQ,   47,   44,   37,   40,     ,     ,  30,
WP, 32, 2025110912, 03, FNV3,  36, 191N, 1179E,  73,  974, XX,  34, NEQ,  207,  193,  172,  187,     ,     ,  29,
WP, 32, 2025110912, 03, FNV3,  36, 191N, 1179E,  73,  974, XX,  50, NEQ,  116,  111,   94,  102,     ,     ,  29,
WP, 32, 2025110912, 03, FNV3,  36, 191N, 1179E,  73,  974, XX,  64, NEQ,   44,   41,   36,   38,     ,     ,  29,
WP, 32, 2025110912, 03, FNV3,  42, 199N, 1181E,  68,  977, XX,  34, NEQ,  203,  193,  169,  178,     ,     ,  27,
WP, 32, 2025110912, 03, FNV3,  42, 199N, 1181E,  68,  977, XX,  50, NEQ,  106,  102,   87,   91,     ,     ,  27,
WP, 32, 2025110912, 03, FNV3,  42, 199N, 1181E,  68,  977, XX,  64, NEQ,   36,   35,   30,   32,     ,     ,  27,
WP, 32, 2025110912, 03, FNV3,  48, 205N, 1182E,  63,  980, XX,  34, NEQ,  207,  202,  176,  183,     ,     ,  31,
WP, 32, 2025110912, 03, FNV3,  48, 205N, 1182E,  63,  980, XX,  50, NEQ,   98,   94,   77,   82,     ,     ,  31,
WP, 32, 2025110912, 03, FNV3,  48, 205N, 1182E,  63,  980, XX,  64, NEQ,   20,   20,   16,   18,     ,     ,  31,
WP, 32, 2025110912, 03, FNV3,  54, 212N, 1184E,  56,  986, XX,  34, NEQ,  190,  181,  153,  164,     ,     ,  35,
WP, 32, 2025110912, 03, FNV3,  54, 212N, 1184E,  56,  986, XX,  50, NEQ,   69,   63,   49,   54,     ,     ,  35,
WP, 32, 2025110912, 03, FNV3,  54, 212N, 1184E,  56,  986, XX,  64, NEQ,    5,    5,    4,    4,     ,     ,  35,
WP, 32, 2025110912, 03, FNV3,  60, 218N, 1188E,  50,  990, XX,  34, NEQ,  156,  153,  127,  133,     ,     ,  40,
WP, 32, 2025110912, 03, FNV3,  60, 218N, 1188E,  50,  990, XX,  50, NEQ,   22,   21,   17,   18,     ,     ,  40,
WP, 32, 2025110912, 03, FNV3,  60, 218N, 1188E,  50,  990, XX,  64, NEQ,    3,    2,    2,    2,     ,     ,  40,
WP, 32, 2025110912, 03, FNV3,  66, 225N, 1193E,  44,  994, XX,  34, NEQ,  114,  111,   91,   96,     ,     ,  36,
WP, 32, 2025110912, 03, FNV3,  66, 225N, 1193E,  44,  994, XX,  50, NEQ,    6,    6,    5,    5,     ,     ,  36,
