# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
EP, 94, 2026062318, 03, FNV3,   0, 163N, 1110W,  29, 1009, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  40,
WP, 07, 2026062318, 03, FNV3,   0, 202N, 1248E,  84,  965, XX,  34, NEQ,   95,  100,  120,  110,     ,     ,  15,
WP, 07, 2026062318, 03, FNV3,   6, 206N, 1246E,  72,  974, XX,  34, NEQ,  131,  129,  110,  111,     ,     ,  24,
WP, 07, 2026062318, 03, FNV3,   6, 206N, 1246E,  72,  974, XX,  50, NEQ,   68,   65,   52,   57,     ,     ,  24,
WP, 07, 2026062318, 03, FNV3,   6, 206N, 1246E,  72,  974, XX,  64, NEQ,   29,   28,   22,   24,     ,     ,  24,
WP, 07, 2026062318, 03, FNV3,  12, 214N, 1246E,  67,  978, XX,  34, NEQ,  129,  133,  107,  106,     ,     ,  23,
WP, 07, 2026062318, 03, FNV3,  12, 214N, 1246E,  67,  978, XX,  50, NEQ,   59,   58,   44,   48,     ,     ,  23,
WP, 07, 2026062318, 03, FNV3,  12, 214N, 1246E,  67,  978, XX,  64, NEQ,   19,   17,   13,   14,     ,     ,  23,
WP, 07, 2026062318, 03, FNV3,  18, 222N, 1246E,  61,  981, XX,  34, NEQ,  134,  133,  107,  111,     ,     ,  27,
WP, 07, 2026062318, 03, FNV3,  18, 222N, 1246E,  61,  981, XX,  50, NEQ,   54,   51,   40,   43,     ,     ,  27,
WP, 07, 2026062318, 03, FNV3,  18, 222N, 1246E,  61,  981, XX,  64, NEQ,    9,    6,    6,    6,     ,     ,  27,
WP, 07, 2026062318, 03, FNV3,  24, 229N, 1247E,  56,  984, XX,  34, NEQ,  121,  122,   98,   99,     ,     ,  34,
WP, 07, 2026062318, 03, FNV3,  24, 229N, 1247E,  56,  984, XX,  50, NEQ,   27,   31,   18,   20,     ,     ,  34,
WP, 07, 2026062318, 03, FNV3,  24, 229N, 1247E,  56,  984, XX,  64, NEQ,    3,    1,    1,    1,     ,     ,  34,
WP, 07, 2026062318, 03, FNV3,  30, 237N, 1249E,  51,  986, XX,  34, NEQ,  123,  128,  104,  101,     ,     ,  38,
WP, 07, 2026062318, 03, FNV3,  30, 237N, 1249E,  51,  986, XX,  50, NEQ,   22,   21,   14,   15,     ,     ,  38,
WP, 07, 2026062318, 03, FNV3,  30, 237N, 1249E,  51,  986, XX,  64, NEQ,    1,    1,    0,    0,     ,     ,  38,
WP, 07, 2026062318, 03, FNV3,  36, 246N, 1254E,  49,  987, XX,  34, NEQ,  123,  127,  103,  100,     ,     ,  39,
WP, 07, 2026062318, 03, FNV3,  36, 246N, 1254E,  49,  987, XX,  50, NEQ,   14,   15,   10,   10,     ,     ,  39,
WP, 07, 2026062318, 03, FNV3,  36, 246N, 1254E,  49,  987, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  39,
WP, 07, 2026062318, 03, FNV3,  42, 253N, 1259E,  45,  989, XX,  34, NEQ,  103,  107,   86,   83,     ,     ,  42,
WP, 07, 2026062318, 03, FNV3,  42, 253N, 1259E,  45,  989, XX,  50, NEQ,    9,    9,    6,    6,     ,     ,  42,
WP, 07, 2026062318, 03, FNV3,  48, 263N, 1264E,  44,  989, XX,  34, NEQ,   96,   96,   74,   74,     ,     ,  50,
WP, 07, 2026062318, 03, FNV3,  48, 263N, 1264E,  44,  989, XX,  50, NEQ,    7,   10,    4,    5,     ,     ,  50,
WP, 07, 2026062318, 03, FNV3,  48, 263N, 1264E,  44,  989, XX,  64, NEQ,    0,    1,    0,    0,     ,     ,  50,
WP, 07, 2026062318, 03, FNV3,  54, 271N, 1272E,  39,  991, XX,  34, NEQ,   66,   67,   53,   50,     ,     ,  50,
WP, 07, 2026062318, 03, FNV3,  54, 271N, 1272E,  39,  991, XX,  50, NEQ,    0,    1,    0,    0,     ,     ,  50,
WP, 07, 2026062318, 03, FNV3,  60, 280N, 1283E,  39,  991, XX,  34, NEQ,   56,   57,   43,   42,     ,     ,  50,
WP, 07, 2026062318, 03, FNV3,  60, 280N, 1283E,  39,  991, XX,  50, NEQ,    2,    5,    1,    1,     ,     ,  50,
WP, 07, 2026062318, 03, FNV3,  66, 292N, 1301E,  39,  990, XX,  34, NEQ,   49,   50,   35,   33,     ,     ,  47,
WP, 07, 2026062318, 03, FNV3,  66, 292N, 1301E,  39,  990, XX,  50, NEQ,    2,    4,    2,    1,     ,     ,  47,
WP, 07, 2026062318, 03, FNV3,  72, 306N, 1321E,  41,  989, XX,  34, NEQ,   68,   72,   51,   49,     ,     ,  48,
WP, 07, 2026062318, 03, FNV3,  72, 306N, 1321E,  41,  989, XX,  50, NEQ,    3,    6,    2,    2,     ,     ,  48,
WP, 07, 2026062318, 03, FNV3,  78, 321N, 1350E,  42,  988, XX,  34, NEQ,   70,   75,   55,   52,     ,     ,  45,
WP, 07, 2026062318, 03, FNV3,  78, 321N, 1350E,  42,  988, XX,  50, NEQ,    8,    9,    6,    6,     ,     ,  45,
WP, 07, 2026062318, 03, FNV3,  78, 321N, 1350E,  42,  988, XX,  64, NEQ,    1,    1,    0,    0,     ,     ,  45,
WP, 07, 2026062318, 03, FNV3,  84, 338N, 1383E,  43,  987, XX,  34, NEQ,   57,   68,   52,   46,     ,     ,  39,
WP, 07, 2026062318, 03, FNV3,  84, 338N, 1383E,  43,  987, XX,  50, NEQ,    4,    9,    4,    3,     ,     ,  39,
WP, 07, 2026062318, 03, FNV3,  90, 354N, 1420E,  41,  990, XX,  34, NEQ,   62,   67,   57,   48,     ,     ,  52,
WP, 07, 2026062318, 03, FNV3,  90, 354N, 1420E,  41,  990, XX,  50, NEQ,    2,    5,    2,    2,     ,     ,  52,
WP, 07, 2026062318, 03, FNV3,  96, 369N, 1463E,  42,  989, XX,  34, NEQ,   36,   51,   30,   26,     ,     ,  46,
WP, 07, 2026062318, 03, FNV3,  96, 369N, 1463E,  42,  989, XX,  50, NEQ,    3,    4,    1,    1,     ,     ,  46,
WP, 07, 2026062318, 03, FNV3, 102, 375N, 1503E,  40,  993, XX,  34, NEQ,   25,   35,   25,   10,     ,     ,  61,
WP, 07, 2026062318, 03, FNV3, 102, 375N, 1503E,  40,  993, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  61,
WP, 07, 2026062318, 03, FNV3, 108, 382N, 1542E,  35,  994, XX,  34, NEQ,   30,   30,   17,   11,     ,     ,  67,
WP, 08, 2026062318, 03, FNV3,   0, 149N, 1428E,  29, 1002, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  30,
WP, 08, 2026062318, 03, FNV3,   6, 155N, 1419E,  32, 1002, XX,  34, NEQ,   10,    4,    2,    7,     ,     ,  33,
WP, 08, 2026062318, 03, FNV3,  12, 159N, 1408E,  33, 1002, XX,  34, NEQ,   13,    5,    4,    8,     ,     ,  32,
WP, 08, 2026062318, 03, FNV3,  18, 165N, 1394E,  34, 1002, XX,  34, NEQ,   11,    6,    5,   11,     ,     ,  32,
WP, 08, 2026062318, 03, FNV3,  24, 173N, 1380E,  36, 1001, XX,  34, NEQ,   20,   11,    7,   15,     ,     ,  33,
WP, 08, 2026062318, 03, FNV3,  30, 183N, 1368E,  39,  999, XX,  34, NEQ,   23,   15,   11,   19,     ,     ,  27,
WP, 08, 2026062318, 03, FNV3,  30, 183N, 1368E,  39,  999, XX,  50, NEQ,    2,    0,    0,    1,     ,     ,  27,
WP, 08, 2026062318, 03, FNV3,  36, 194N, 1357E,  38, 1000, XX,  34, NEQ,   24,   14,    8,   15,     ,     ,  27,
WP, 08, 2026062318, 03, FNV3,  36, 194N, 1357E,  38, 1000, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  27,
WP, 08, 2026062318, 03, FNV3,  42, 208N, 1348E,  42,  997, XX,  34, NEQ,   31,   24,   16,   22,     ,     ,  25,
WP, 08, 2026062318, 03, FNV3,  42, 208N, 1348E,  42,  997, XX,  50, NEQ,    4,    3,    2,    2,     ,     ,  25,
WP, 08, 2026062318, 03, FNV3,  42, 208N, 1348E,  42,  997, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  25,
WP, 08, 2026062318, 03, FNV3,  48, 225N, 1343E,  41,  997, XX,  34, NEQ,   31,   27,   16,   21,     ,     ,  33,
WP, 08, 2026062318, 03, FNV3,  48, 225N, 1343E,  41,  997, XX,  50, NEQ,    4,    3,    2,    2,     ,     ,  33,
WP, 08, 2026062318, 03, FNV3,  48, 225N, 1343E,  41,  997, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  33,
WP, 08, 2026062318, 03, FNV3,  54, 247N, 1341E,  43,  995, XX,  34, NEQ,   28,   30,   18,   18,     ,     ,  26,
WP, 08, 2026062318, 03, FNV3,  54, 247N, 1341E,  43,  995, XX,  50, NEQ,    3,    4,    2,    2,     ,     ,  26,
WP, 08, 2026062318, 03, FNV3,  54, 247N, 1341E,  43,  995, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  26,
WP, 08, 2026062318, 03, FNV3,  60, 276N, 1347E,  40,  995, XX,  34, NEQ,   22,   27,   15,   14,     ,     ,  27,
WP, 08, 2026062318, 03, FNV3,  60, 276N, 1347E,  40,  995, XX,  50, NEQ,    2,    4,    2,    2,     ,     ,  27,
WP, 08, 2026062318, 03, FNV3,  66, 313N, 1361E,  41,  994, XX,  34, NEQ,   32,   44,   25,   22,     ,     ,  33,
WP, 08, 2026062318, 03, FNV3,  66, 313N, 1361E,  41,  994, XX,  50, NEQ,    1,    1,    0,    0,     ,     ,  33,
WP, 08, 2026062318, 03, FNV3,  72, 340N, 1385E,  39,  993, XX,  34, NEQ,   36,   38,   33,   23,     ,     ,  38,
