# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 99, 2026040112, 03, FNV3,   0, 116S,  748E,  25, 1004, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  40,
IO, 99, 2026040112, 03, FNV3,   6, 111S,  736E,  26, 1003, XX,  34, NEQ,    1,    0,    0,    0,     ,     ,  38,
IO, 99, 2026040112, 03, FNV3,  12, 114S,  734E,  33, 1001, XX,  34, NEQ,    4,    6,    5,    5,     ,     ,  36,
IO, 99, 2026040112, 03, FNV3,  18, 118S,  734E,  34, 1001, XX,  34, NEQ,   12,   10,    6,    6,     ,     ,  36,
IO, 99, 2026040112, 03, FNV3,  24, 123S,  733E,  38, 1000, XX,  34, NEQ,   19,   21,   11,   11,     ,     ,  27,
IO, 99, 2026040112, 03, FNV3,  24, 123S,  733E,  38, 1000, XX,  50, NEQ,    0,    1,    0,    0,     ,     ,  27,
IO, 99, 2026040112, 03, FNV3,  30, 132S,  730E,  45,  997, XX,  34, NEQ,   43,   46,   35,   34,     ,     ,  26,
IO, 99, 2026040112, 03, FNV3,  30, 132S,  730E,  45,  997, XX,  50, NEQ,    4,    4,    3,    3,     ,     ,  26,
IO, 99, 2026040112, 03, FNV3,  36, 142S,  725E,  51,  994, XX,  34, NEQ,   57,   65,   46,   43,     ,     ,  25,
IO, 99, 2026040112, 03, FNV3,  36, 142S,  725E,  51,  994, XX,  50, NEQ,   11,   12,    6,    7,     ,     ,  25,
IO, 99, 2026040112, 03, FNV3,  36, 142S,  725E,  51,  994, XX,  64, NEQ,    1,    0,    0,    1,     ,     ,  25,
IO, 99, 2026040112, 03, FNV3,  42, 153S,  719E,  59,  990, XX,  34, NEQ,   71,   80,   62,   56,     ,     ,  23,
IO, 99, 2026040112, 03, FNV3,  42, 153S,  719E,  59,  990, XX,  50, NEQ,   21,   23,   16,   15,     ,     ,  23,
IO, 99, 2026040112, 03, FNV3,  42, 153S,  719E,  59,  990, XX,  64, NEQ,    3,    2,    2,    1,     ,     ,  23,
IO, 99, 2026040112, 03, FNV3,  48, 165S,  712E,  67,  984, XX,  34, NEQ,   85,   97,   74,   65,     ,     ,  16,
IO, 99, 2026040112, 03, FNV3,  48, 165S,  712E,  67,  984, XX,  50, NEQ,   32,   33,   24,   23,     ,     ,  16,
