# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 99, 2026040118, 03, FNV3,   0, 111S,  739E,  25, 1004, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  40,
IO, 99, 2026040118, 03, FNV3,   6, 115S,  735E,  30, 1002, XX,  34, NEQ,    4,    4,    5,    2,     ,     ,  37,
IO, 99, 2026040118, 03, FNV3,  12, 120S,  734E,  33, 1001, XX,  34, NEQ,    8,    5,    5,    4,     ,     ,  34,
IO, 99, 2026040118, 03, FNV3,  18, 125S,  733E,  37, 1000, XX,  34, NEQ,   19,   18,   13,   12,     ,     ,  31,
IO, 99, 2026040118, 03, FNV3,  24, 131S,  731E,  42,  999, XX,  34, NEQ,   35,   39,   28,   27,     ,     ,  29,
IO, 99, 2026040118, 03, FNV3,  24, 131S,  731E,  42,  999, XX,  50, NEQ,    3,    4,    2,    2,     ,     ,  29,
IO, 99, 2026040118, 03, FNV3,  30, 141S,  727E,  50,  995, XX,  34, NEQ,   50,   57,   39,   38,     ,     ,  27,
IO, 99, 2026040118, 03, FNV3,  30, 141S,  727E,  50,  995, XX,  50, NEQ,    7,    9,    4,    4,     ,     ,  27,
IO, 99, 2026040118, 03, FNV3,  30, 141S,  727E,  50,  995, XX,  64, NEQ,    1,    1,    0,    0,     ,     ,  27,
IO, 99, 2026040118, 03, FNV3,  36, 152S,  723E,  57,  991, XX,  34, NEQ,   62,   70,   52,   47,     ,     ,  22,
IO, 99, 2026040118, 03, FNV3,  36, 152S,  723E,  57,  991, XX,  50, NEQ,   16,   14,   10,    9,     ,     ,  22,
IO, 99, 2026040118, 03, FNV3,  36, 152S,  723E,  57,  991, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  22,
IO, 99, 2026040118, 03, FNV3,  42, 163S,  716E,  63,  986, XX,  34, NEQ,   72,   83,   61,   54,     ,     ,  18,
IO, 99, 2026040118, 03, FNV3,  42, 163S,  716E,  63,  986, XX,  50, NEQ,   23,   25,   17,   16,     ,     ,  18,
IO, 99, 2026040118, 03, FNV3,  42, 163S,  716E,  63,  986, XX,  64, NEQ,    5,    6,    3,    3,     ,     ,  18,
IO, 99, 2026040118, 03, FNV3,  48, 176S,  709E,  69,  983, XX,  34, NEQ,   89,   99,   77,   68,     ,     ,  17,
IO, 99, 2026040118, 03, FNV3,  48, 176S,  709E,  69,  983, XX,  50, NEQ,   38,   37,   28,   28,     ,     ,  17,
IO, 99, 2026040118, 03, FNV3,  48, 176S,  709E,  69,  983, XX,  64, NEQ,   10,   10,    7,    7,     ,     ,  17,
IO, 99, 2026040118, 03, FNV3,  54, 188S,  704E,  75,  977, XX,  34, NEQ,   87,  100,   77,   65,     ,     ,  16,
IO, 99, 2026040118, 03, FNV3,  54, 188S,  704E,  75,  977, XX,  50, NEQ,   37,   38,   29,   28,     ,     ,  16,
IO, 99, 2026040118, 03, FNV3,  54, 188S,  704E,  75,  977, XX,  64, NEQ,   15,   15,   11,   12,     ,     ,  16,
IO, 99, 2026040118, 03, FNV3,  60, 202S,  700E,  83,  971, XX,  34, NEQ,   93,  107,   84,   71,     ,     ,  13,
IO, 99, 2026040118, 03, FNV3,  60, 202S,  700E,  83,  971, XX,  50, NEQ,   46,   47,   38,   37,     ,     ,  13,
IO, 99, 2026040118, 03, FNV3,  60, 202S,  700E,  83,  971, XX,  64, NEQ,   20,   20,   16,   16,     ,     ,  13,
IO, 99, 2026040118, 03, FNV3,  66, 218S,  699E,  86,  967, XX,  34, NEQ,  101,  108,   84,   74,     ,     ,  13,
IO, 99, 2026040118, 03, FNV3,  66, 218S,  699E,  86,  967, XX,  50, NEQ,   50,   49,   38,   40,     ,     ,  13,
IO, 99, 2026040118, 03, FNV3,  66, 218S,  699E,  86,  967, XX,  64, NEQ,   22,   22,   17,   18,     ,     ,  13,
IO, 99, 2026040118, 03, FNV3,  72, 237S,  701E,  84,  970, XX,  34, NEQ,  110,  114,   90,   83,     ,     ,  14,
IO, 99, 2026040118, 03, FNV3,  72, 237S,  701E,  84,  970, XX,  50, NEQ,   56,   53,   43,   45,     ,     ,  14,
IO, 99, 2026040118, 03, FNV3,  72, 237S,  701E,  84,  970, XX,  64, NEQ,   24,   22,   18,   20,     ,     ,  14,
IO, 99, 2026040118, 03, FNV3,  78, 256S,  705E,  82,  971, XX,  34, NEQ,  104,  107,   82,   78,     ,     ,  13,
IO, 99, 2026040118, 03, FNV3,  78, 256S,  705E,  82,  971, XX,  50, NEQ,   47,   45,   36,   38,     ,     ,  13,
IO, 99, 2026040118, 03, FNV3,  78, 256S,  705E,  82,  971, XX,  64, NEQ,   20,   19,   15,   17,     ,     ,  13,
IO, 99, 2026040118, 03, FNV3,  84, 276S,  711E,  74,  977, XX,  34, NEQ,  102,  106,   85,   77,     ,     ,  17,
IO, 99, 2026040118, 03, FNV3,  84, 276S,  711E,  74,  977, XX,  50, NEQ,   48,   46,   36,   38,     ,     ,  17,
IO, 99, 2026040118, 03, FNV3,  84, 276S,  711E,  74,  977, XX,  64, NEQ,   20,   15,   12,   14,     ,     ,  17,
IO, 99, 2026040118, 03, FNV3,  90, 295S,  720E,  66,  982, XX,  34, NEQ,  101,  102,   81,   76,     ,     ,  19,
IO, 99, 2026040118, 03, FNV3,  90, 295S,  720E,  66,  982, XX,  50, NEQ,   44,   41,   31,   33,     ,     ,  19,
IO, 99, 2026040118, 03, FNV3,  90, 295S,  720E,  66,  982, XX,  64, NEQ,   12,    8,    6,    7,     ,     ,  19,
IO, 99, 2026040118, 03, FNV3,  96, 314S,  729E,  57,  988, XX,  34, NEQ,   95,   92,   70,   72,     ,     ,  24,
IO, 99, 2026040118, 03, FNV3,  96, 314S,  729E,  57,  988, XX,  50, NEQ,   32,   27,   19,   21,     ,     ,  24,
IO, 99, 2026040118, 03, FNV3,  96, 314S,  729E,  57,  988, XX,  64, NEQ,    6,    3,    3,    3,     ,     ,  24,
IO, 99, 2026040118, 03, FNV3, 102, 328S,  737E,  47,  995, XX,  34, NEQ,   71,   68,   48,   50,     ,     ,  30,
IO, 99, 2026040118, 03, FNV3, 102, 328S,  737E,  47,  995, XX,  50, NEQ,    7,    6,    6,    4,     ,     ,  30,
IO, 99, 2026040118, 03, FNV3, 108, 342S,  745E,  39,  999, XX,  34, NEQ,   44,   47,   31,   31,     ,     ,  36,
IO, 99, 2026040118, 03, FNV3, 108, 342S,  745E,  39,  999, XX,  50, NEQ,    2,    2,    0,    0,     ,     ,  36,
IO, 99, 2026040118, 03, FNV3, 114, 355S,  754E,  34, 1002, XX,  34, NEQ,   19,   12,    8,    8,     ,     ,  41,
IO, 99, 2026040118, 03, FNV3, 120, 367S,  763E,  31, 1004, XX,  34, NEQ,    4,    4,    1,    1,     ,     ,  44,
IO, 99, 2026040118, 03, FNV3, 126, 370S,  772E,  26, 1006, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  52,
