# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
SH, 23, 2026022818, 03, FNV3,   0, 221S, 1751E,  54,  987, XX,  34, NEQ,   65,   80,   65,   70,     ,     ,  20,
SH, 23, 2026022818, 03, FNV3,   6, 237S, 1773E,  58,  982, XX,  34, NEQ,  139,  135,  110,  111,     ,     ,  36,
SH, 23, 2026022818, 03, FNV3,   6, 237S, 1773E,  58,  982, XX,  50, NEQ,   36,   33,   25,   25,     ,     ,  36,
SH, 23, 2026022818, 03, FNV3,   6, 237S, 1773E,  58,  982, XX,  64, NEQ,    6,    3,    2,    2,     ,     ,  36,
SH, 23, 2026022818, 03, FNV3,  12, 257S, 1796E,  57,  980, XX,  34, NEQ,  156,  157,  130,  126,     ,     ,  36,
SH, 23, 2026022818, 03, FNV3,  12, 257S, 1796E,  57,  980, XX,  50, NEQ,   40,   36,   27,   27,     ,     ,  36,
SH, 23, 2026022818, 03, FNV3,  12, 257S, 1796E,  57,  980, XX,  64, NEQ,    4,    3,    2,    2,     ,     ,  36,
SH, 23, 2026022818, 03, FNV3,  18, 275S, 1780W,  52,  981, XX,  34, NEQ,  179,  180,  152,  148,     ,     ,  50,
SH, 23, 2026022818, 03, FNV3,  18, 275S, 1780W,  52,  981, XX,  50, NEQ,   36,   29,   25,   23,     ,     ,  50,
SH, 23, 2026022818, 03, FNV3,  18, 275S, 1780W,  52,  981, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  50,
SH, 23, 2026022818, 03, FNV3,  24, 297S, 1750W,  51,  981, XX,  34, NEQ,  169,  167,  139,  137,     ,     ,  53,
SH, 23, 2026022818, 03, FNV3,  24, 297S, 1750W,  51,  981, XX,  50, NEQ,   29,   23,   16,   16,     ,     ,  53,
SH, 23, 2026022818, 03, FNV3,  30, 324S, 1716W,  46,  984, XX,  34, NEQ,   94,   85,   66,   66,     ,     ,  60,
SH, 23, 2026022818, 03, FNV3,  30, 324S, 1716W,  46,  984, XX,  50, NEQ,   11,    9,    3,    5,     ,     ,  60,
SH, 23, 2026022818, 03, FNV3,  36, 359S, 1676W,  42,  984, XX,  34, NEQ,   48,   49,   31,   24,     ,     ,  60,
SH, 23, 2026022818, 03, FNV3,  36, 359S, 1676W,  42,  984, XX,  50, NEQ,    6,    0,    0,    0,     ,     ,  60,
