# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 09, 2026010500, 03, FNV3,   0, 161S,  575E,  29, 1005, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  45,
IO, 09, 2026010500, 03, FNV3,   6, 166S,  567E,  25, 1005, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  35,
IO, 09, 2026010500, 03, FNV3,  12, 169S,  556E,  27, 1004, XX,  34, NEQ,    1,    1,    0,    0,     ,     ,  30,
IO, 09, 2026010500, 03, FNV3,  18, 172S,  544E,  29, 1004, XX,  34, NEQ,    3,    3,    2,    3,     ,     ,  30,
IO, 09, 2026010500, 03, FNV3,  24, 177S,  534E,  28, 1005, XX,  34, NEQ,    1,    2,    1,    1,     ,     ,  27,
IO, 09, 2026010500, 03, FNV3,  30, 181S,  522E,  26, 1006, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  34,
IO, 09, 2026010500, 03, FNV3,  36, 189S,  513E,  25, 1006, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  40,
IO, 09, 2026010500, 03, FNV3,  42, 198S,  503E,  23, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  37,
IO, 09, 2026010500, 03, FNV3,  48, 209S,  495E,  23, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  37,
IO, 12, 2026010500, 03, FNV3,   0, 107S,  976E,  39, 1001, XX,  34, NEQ,  125,   90,   50,  100,     ,     ,  35,
IO, 12, 2026010500, 03, FNV3,   6, 120S,  972E,  43,  999, XX,  34, NEQ,   69,   69,   49,   51,     ,     ,  39,
IO, 12, 2026010500, 03, FNV3,   6, 120S,  972E,  43,  999, XX,  50, NEQ,    2,    2,    1,    1,     ,     ,  39,
IO, 12, 2026010500, 03, FNV3,  12, 131S,  970E,  50,  994, XX,  34, NEQ,   78,   80,   63,   61,     ,     ,  27,
IO, 12, 2026010500, 03, FNV3,  12, 131S,  970E,  50,  994, XX,  50, NEQ,   14,   13,    9,    9,     ,     ,  27,
IO, 12, 2026010500, 03, FNV3,  12, 131S,  970E,  50,  994, XX,  64, NEQ,    1,    1,    0,    0,     ,     ,  27,
IO, 12, 2026010500, 03, FNV3,  18, 139S,  965E,  53,  993, XX,  34, NEQ,   77,   84,   66,   62,     ,     ,  23,
IO, 12, 2026010500, 03, FNV3,  18, 139S,  965E,  53,  993, XX,  50, NEQ,   20,   20,   13,   13,     ,     ,  23,
IO, 12, 2026010500, 03, FNV3,  18, 139S,  965E,  53,  993, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  23,
IO, 12, 2026010500, 03, FNV3,  24, 147S,  959E,  56,  990, XX,  34, NEQ,   80,   90,   72,   63,     ,     ,  20,
IO, 12, 2026010500, 03, FNV3,  24, 147S,  959E,  56,  990, XX,  50, NEQ,   23,   26,   18,   17,     ,     ,  20,
IO, 12, 2026010500, 03, FNV3,  24, 147S,  959E,  56,  990, XX,  64, NEQ,    2,    2,    1,    1,     ,     ,  20,
IO, 12, 2026010500, 03, FNV3,  30, 153S,  953E,  63,  987, XX,  34, NEQ,   88,  105,   88,   70,     ,     ,  17,
IO, 12, 2026010500, 03, FNV3,  30, 153S,  953E,  63,  987, XX,  50, NEQ,   39,   42,   33,   31,     ,     ,  17,
IO, 12, 2026010500, 03, FNV3,  30, 153S,  953E,  63,  987, XX,  64, NEQ,    7,    9,    6,    6,     ,     ,  17,
IO, 12, 2026010500, 03, FNV3,  36, 159S,  948E,  66,  984, XX,  34, NEQ,   86,  104,   88,   70,     ,     ,  16,
IO, 12, 2026010500, 03, FNV3,  36, 159S,  948E,  66,  984, XX,  50, NEQ,   40,   43,   34,   32,     ,     ,  16,
IO, 12, 2026010500, 03, FNV3,  36, 159S,  948E,  66,  984, XX,  64, NEQ,   10,   10,    9,    8,     ,     ,  16,
IO, 12, 2026010500, 03, FNV3,  42, 164S,  941E,  60,  988, XX,  34, NEQ,   90,  108,   94,   74,     ,     ,  18,
IO, 12, 2026010500, 03, FNV3,  42, 164S,  941E,  60,  988, XX,  50, NEQ,   36,   39,   33,   29,     ,     ,  18,
IO, 12, 2026010500, 03, FNV3,  42, 164S,  941E,  60,  988, XX,  64, NEQ,    7,    8,    6,    5,     ,     ,  18,
IO, 12, 2026010500, 03, FNV3,  48, 168S,  934E,  52,  992, XX,  34, NEQ,   84,   99,   84,   69,     ,     ,  22,
IO, 12, 2026010500, 03, FNV3,  48, 168S,  934E,  52,  992, XX,  50, NEQ,   18,   19,   15,   13,     ,     ,  22,
IO, 12, 2026010500, 03, FNV3,  48, 168S,  934E,  52,  992, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  22,
IO, 12, 2026010500, 03, FNV3,  54, 172S,  928E,  49,  994, XX,  34, NEQ,   81,   92,   78,   66,     ,     ,  25,
IO, 12, 2026010500, 03, FNV3,  54, 172S,  928E,  49,  994, XX,  50, NEQ,   15,   16,   13,   11,     ,     ,  25,
IO, 12, 2026010500, 03, FNV3,  54, 172S,  928E,  49,  994, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  25,
IO, 12, 2026010500, 03, FNV3,  60, 174S,  923E,  43,  996, XX,  34, NEQ,   51,   56,   49,   43,     ,     ,  29,
IO, 12, 2026010500, 03, FNV3,  60, 174S,  923E,  43,  996, XX,  50, NEQ,    6,    6,    5,    5,     ,     ,  29,
IO, 12, 2026010500, 03, FNV3,  66, 174S,  917E,  38,  999, XX,  34, NEQ,   40,   41,   39,   34,     ,     ,  35,
IO, 12, 2026010500, 03, FNV3,  66, 174S,  917E,  38,  999, XX,  50, NEQ,    2,    3,    3,    2,     ,     ,  35,
