# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
SH, 27, 2026031806, 03, FNV3,   0, 127S, 1520E,  74,  977, XX,  34, NEQ,   60,   70,   70,   60,     ,     ,  15,
SH, 27, 2026031806, 03, FNV3,   6, 129S, 1506E, 101,  961, XX,  34, NEQ,   65,   84,   82,   61,     ,     ,  10,
SH, 27, 2026031806, 03, FNV3,   6, 129S, 1506E, 101,  961, XX,  50, NEQ,   35,   40,   38,   31,     ,     ,  10,
SH, 27, 2026031806, 03, FNV3,   6, 129S, 1506E, 101,  961, XX,  64, NEQ,   21,   22,   19,   19,     ,     ,  10,
SH, 27, 2026031806, 03, FNV3,  12, 133S, 1491E, 102,  959, XX,  34, NEQ,   75,   99,   93,   69,     ,     ,   7,
SH, 27, 2026031806, 03, FNV3,  12, 133S, 1491E, 102,  959, XX,  50, NEQ,   42,   49,   45,   37,     ,     ,   7,
SH, 27, 2026031806, 03, FNV3,  12, 133S, 1491E, 102,  959, XX,  64, NEQ,   24,   27,   22,   22,     ,     ,   7,
SH, 27, 2026031806, 03, FNV3,  18, 135S, 1476E, 102,  959, XX,  34, NEQ,   72,   97,   95,   67,     ,     ,  10,
SH, 27, 2026031806, 03, FNV3,  18, 135S, 1476E, 102,  959, XX,  50, NEQ,   42,   49,   46,   37,     ,     ,  10,
SH, 27, 2026031806, 03, FNV3,  18, 135S, 1476E, 102,  959, XX,  64, NEQ,   27,   29,   25,   24,     ,     ,  10,
SH, 27, 2026031806, 03, FNV3,  24, 135S, 1462E, 109,  952, XX,  34, NEQ,   72,  102,  101,   70,     ,     ,  11,
SH, 27, 2026031806, 03, FNV3,  24, 135S, 1462E, 109,  952, XX,  50, NEQ,   45,   55,   52,   42,     ,     ,  11,
SH, 27, 2026031806, 03, FNV3,  24, 135S, 1462E, 109,  952, XX,  64, NEQ,   30,   32,   29,   28,     ,     ,  11,
SH, 27, 2026031806, 03, FNV3,  30, 134S, 1450E, 105,  956, XX,  34, NEQ,   76,  100,  105,   80,     ,     ,  12,
SH, 27, 2026031806, 03, FNV3,  30, 134S, 1450E, 105,  956, XX,  50, NEQ,   44,   53,   52,   42,     ,     ,  12,
SH, 27, 2026031806, 03, FNV3,  30, 134S, 1450E, 105,  956, XX,  64, NEQ,   30,   32,   29,   28,     ,     ,  12,
SH, 27, 2026031806, 03, FNV3,  36, 132S, 1438E,  99,  960, XX,  34, NEQ,   73,   96,  100,   74,     ,     ,  11,
SH, 27, 2026031806, 03, FNV3,  36, 132S, 1438E,  99,  960, XX,  50, NEQ,   42,   50,   48,   39,     ,     ,  11,
SH, 27, 2026031806, 03, FNV3,  36, 132S, 1438E,  99,  960, XX,  64, NEQ,   26,   28,   25,   24,     ,     ,  11,
SH, 27, 2026031806, 03, FNV3,  42, 131S, 1428E,  83,  969, XX,  34, NEQ,   67,   81,   82,   64,     ,     ,  14,
SH, 27, 2026031806, 03, FNV3,  42, 131S, 1428E,  83,  969, XX,  50, NEQ,   32,   39,   35,   29,     ,     ,  14,
SH, 27, 2026031806, 03, FNV3,  42, 131S, 1428E,  83,  969, XX,  64, NEQ,   16,   18,   14,   13,     ,     ,  14,
SH, 27, 2026031806, 03, FNV3,  48, 131S, 1419E,  69,  979, XX,  34, NEQ,   67,   81,   78,   63,     ,     ,  18,
SH, 27, 2026031806, 03, FNV3,  48, 131S, 1419E,  69,  979, XX,  50, NEQ,   30,   35,   32,   27,     ,     ,  18,
SH, 27, 2026031806, 03, FNV3,  48, 131S, 1419E,  69,  979, XX,  64, NEQ,   11,   13,   12,   10,     ,     ,  18,
SH, 27, 2026031806, 03, FNV3,  54, 130S, 1410E,  63,  985, XX,  34, NEQ,   69,   78,   79,   66,     ,     ,  23,
SH, 27, 2026031806, 03, FNV3,  54, 130S, 1410E,  63,  985, XX,  50, NEQ,   24,   27,   27,   22,     ,     ,  23,
SH, 27, 2026031806, 03, FNV3,  54, 130S, 1410E,  63,  985, XX,  64, NEQ,    7,    9,    8,    7,     ,     ,  23,
SH, 27, 2026031806, 03, FNV3,  60, 130S, 1398E,  71,  981, XX,  34, NEQ,   70,   88,   87,   67,     ,     ,  18,
SH, 27, 2026031806, 03, FNV3,  60, 130S, 1398E,  71,  981, XX,  50, NEQ,   33,   38,   36,   29,     ,     ,  18,
SH, 27, 2026031806, 03, FNV3,  60, 130S, 1398E,  71,  981, XX,  64, NEQ,   13,   16,   15,   12,     ,     ,  18,
SH, 27, 2026031806, 03, FNV3,  66, 130S, 1386E,  77,  976, XX,  34, NEQ,   81,  100,  102,   79,     ,     ,  19,
SH, 27, 2026031806, 03, FNV3,  66, 130S, 1386E,  77,  976, XX,  50, NEQ,   37,   45,   43,   34,     ,     ,  19,
SH, 27, 2026031806, 03, FNV3,  66, 130S, 1386E,  77,  976, XX,  64, NEQ,   16,   20,   19,   15,     ,     ,  19,
SH, 27, 2026031806, 03, FNV3,  72, 131S, 1375E,  75,  977, XX,  34, NEQ,   85,  107,  107,   81,     ,     ,  17,
SH, 27, 2026031806, 03, FNV3,  72, 131S, 1375E,  75,  977, XX,  50, NEQ,   40,   49,   45,   36,     ,     ,  17,
SH, 27, 2026031806, 03, FNV3,  72, 131S, 1375E,  75,  977, XX,  64, NEQ,   15,   19,   17,   14,     ,     ,  17,
SH, 27, 2026031806, 03, FNV3,  78, 131S, 1364E,  67,  981, XX,  34, NEQ,   84,   96,   94,   79,     ,     ,  19,
SH, 27, 2026031806, 03, FNV3,  78, 131S, 1364E,  67,  981, XX,  50, NEQ,   31,   36,   32,   27,     ,     ,  19,
SH, 27, 2026031806, 03, FNV3,  78, 131S, 1364E,  67,  981, XX,  64, NEQ,    8,   10,    9,    8,     ,     ,  19,
SH, 27, 2026031806, 03, FNV3,  84, 133S, 1352E,  55,  988, XX,  34, NEQ,   62,   74,   67,   56,     ,     ,  18,
SH, 27, 2026031806, 03, FNV3,  84, 133S, 1352E,  55,  988, XX,  50, NEQ,   18,   23,   19,   15,     ,     ,  18,
SH, 27, 2026031806, 03, FNV3,  84, 133S, 1352E,  55,  988, XX,  64, NEQ,    3,    5,    4,    3,     ,     ,  18,
SH, 27, 2026031806, 03, FNV3,  90, 135S, 1340E,  43,  994, XX,  34, NEQ,   42,   46,   39,   37,     ,     ,  29,
SH, 27, 2026031806, 03, FNV3,  90, 135S, 1340E,  43,  994, XX,  50, NEQ,    5,    5,    4,    4,     ,     ,  29,
SH, 27, 2026031806, 03, FNV3,  90, 135S, 1340E,  43,  994, XX,  64, NEQ,    0,    1,    0,    0,     ,     ,  29,
SH, 27, 2026031806, 03, FNV3,  96, 136S, 1326E,  36,  996, XX,  34, NEQ,   19,   22,   18,   16,     ,     ,  27,
SH, 27, 2026031806, 03, FNV3,  96, 136S, 1326E,  36,  996, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  27,
SH, 27, 2026031806, 03, FNV3, 102, 137S, 1312E,  32,  998, XX,  34, NEQ,   13,   13,   12,   12,     ,     ,  36,
SH, 27, 2026031806, 03, FNV3, 102, 137S, 1312E,  32,  998, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  36,
SH, 27, 2026031806, 03, FNV3, 108, 139S, 1300E,  35,  997, XX,  34, NEQ,   27,   27,   21,   21,     ,     ,  36,
SH, 27, 2026031806, 03, FNV3, 108, 139S, 1300E,  35,  997, XX,  50, NEQ,    0,    2,    0,    0,     ,     ,  36,
SH, 27, 2026031806, 03, FNV3, 114, 143S, 1289E,  34,  997, XX,  34, NEQ,   16,   17,   17,   13,     ,     ,  32,
SH, 27, 2026031806, 03, FNV3, 114, 143S, 1289E,  34,  997, XX,  50, NEQ,    0,    0,    1,    0,     ,     ,  32,
SH, 27, 2026031806, 03, FNV3, 120, 145S, 1278E,  32,  997, XX,  34, NEQ,   12,   15,   14,   11,     ,     ,  33,
SH, 27, 2026031806, 03, FNV3, 120, 145S, 1278E,  32,  997, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  33,
SH, 27, 2026031806, 03, FNV3, 126, 148S, 1265E,  34,  997, XX,  34, NEQ,   24,   26,   24,   21,     ,     ,  35,
SH, 27, 2026031806, 03, FNV3, 126, 148S, 1265E,  34,  997, XX,  50, NEQ,    1,    1,    2,    1,     ,     ,  35,
SH, 27, 2026031806, 03, FNV3, 132, 150S, 1252E,  36,  996, XX,  34, NEQ,   34,   37,   32,   29,     ,     ,  35,
SH, 27, 2026031806, 03, FNV3, 132, 150S, 1252E,  36,  996, XX,  50, NEQ,    2,    2,    1,    2,     ,     ,  35,
SH, 27, 2026031806, 03, FNV3, 138, 153S, 1241E,  42,  994, XX,  34, NEQ,   40,   44,   40,   37,     ,     ,  30,
SH, 27, 2026031806, 03, FNV3, 138, 153S, 1241E,  42,  994, XX,  50, NEQ,    7,    8,    7,    5,     ,     ,  30,
SH, 27, 2026031806, 03, FNV3, 138, 153S, 1241E,  42,  994, XX,  64, NEQ,    1,    0,    1,    0,     ,     ,  30,
SH, 27, 2026031806, 03, FNV3, 144, 156S, 1231E,  48,  990, XX,  34, NEQ,   64,   73,   65,   56,     ,     ,  29,
SH, 27, 2026031806, 03, FNV3, 144, 156S, 1231E,  48,  990, XX,  50, NEQ,   19,   23,   17,   15,     ,     ,  29,
SH, 27, 2026031806, 03, FNV3, 144, 156S, 1231E,  48,  990, XX,  64, NEQ,    2,    3,    2,    2,     ,     ,  29,
SH, 27, 2026031806, 03, FNV3, 150, 159S, 1220E,  57,  986, XX,  34, NEQ,   74,   82,   78,   68,     ,     ,  23,
SH, 27, 2026031806, 03, FNV3, 150, 159S, 1220E,  57,  986, XX,  50, NEQ,   28,   31,   27,   24,     ,     ,  23,
SH, 27, 2026031806, 03, FNV3, 150, 159S, 1220E,  57,  986, XX,  64, NEQ,    5,    6,    6,    5,     ,     ,  23,
SH, 27, 2026031806, 03, FNV3, 156, 160S, 1209E,  65,  983, XX,  34, NEQ,   80,   96,   93,   75,     ,     ,  23,
SH, 27, 2026031806, 03, FNV3, 156, 160S, 1209E,  65,  983, XX,  50, NEQ,   35,   40,   36,   31,     ,     ,  23,
SH, 27, 2026031806, 03, FNV3, 156, 160S, 1209E,  65,  983, XX,  64, NEQ,   12,   15,   12,   11,     ,     ,  23,
SH, 27, 2026031806, 03, FNV3, 162, 162S, 1198E,  75,  975, XX,  34, NEQ,   84,  102,   99,   78,     ,     ,  18,
SH, 27, 2026031806, 03, FNV3, 162, 162S, 1198E,  75,  975, XX,  50, NEQ,   39,   46,   41,   34,     ,     ,  18,
SH, 27, 2026031806, 03, FNV3, 162, 162S, 1198E,  75,  975, XX,  64, NEQ,   16,   20,   16,   15,     ,     ,  18,
SH, 27, 2026031806, 03, FNV3, 168, 165S, 1188E,  84,  969, XX,  34, NEQ,   93,  121,  117,   86,     ,     ,  16,
SH, 27, 2026031806, 03, FNV3, 168, 165S, 1188E,  84,  969, XX,  50, NEQ,   47,   57,   53,   42,     ,     ,  16,
SH, 27, 2026031806, 03, FNV3, 168, 165S, 1188E,  84,  969, XX,  64, NEQ,   26,   28,   25,   23,     ,     ,  16,
SH, 27, 2026031806, 03, FNV3, 174, 168S, 1177E,  92,  964, XX,  34, NEQ,  103,  134,  129,   95,     ,     ,  15,
SH, 27, 2026031806, 03, FNV3, 174, 168S, 1177E,  92,  964, XX,  50, NEQ,   56,   66,   62,   50,     ,     ,  15,
SH, 27, 2026031806, 03, FNV3, 174, 168S, 1177E,  92,  964, XX,  64, NEQ,   30,   33,   29,   27,     ,     ,  15,
SH, 27, 2026031806, 03, FNV3, 180, 170S, 1166E,  99,  958, XX,  34, NEQ,  103,  140,  134,   94,     ,     ,  13,
SH, 27, 2026031806, 03, FNV3, 180, 170S, 1166E,  99,  958, XX,  50, NEQ,   60,   71,   67,   54,     ,     ,  13,
SH, 27, 2026031806, 03, FNV3, 180, 170S, 1166E,  99,  958, XX,  64, NEQ,   36,   38,   34,   32,     ,     ,  13,
SH, 27, 2026031806, 03, FNV3, 186, 173S, 1155E, 103,  954, XX,  34, NEQ,  117,  152,  143,  107,     ,     ,  14,
SH, 27, 2026031806, 03, FNV3, 186, 173S, 1155E, 103,  954, XX,  50, NEQ,   63,   74,   68,   56,     ,     ,  14,
SH, 27, 2026031806, 03, FNV3, 186, 173S, 1155E, 103,  954, XX,  64, NEQ,   37,   40,   35,   33,     ,     ,  14,
SH, 27, 2026031806, 03, FNV3, 192, 178S, 1146E, 108,  950, XX,  34, NEQ,  121,  162,  151,  107,     ,     ,  13,
SH, 27, 2026031806, 03, FNV3, 192, 178S, 1146E, 108,  950, XX,  50, NEQ,   69,   81,   75,   61,     ,     ,  13,
SH, 27, 2026031806, 03, FNV3, 192, 178S, 1146E, 108,  950, XX,  64, NEQ,   41,   45,   39,   36,     ,     ,  13,
SH, 27, 2026031806, 03, FNV3, 198, 184S, 1137E, 105,  950, XX,  34, NEQ,  123,  161,  148,  108,     ,     ,  14,
SH, 27, 2026031806, 03, FNV3, 198, 184S, 1137E, 105,  950, XX,  50, NEQ,   70,   81,   74,   62,     ,     ,  14,
SH, 27, 2026031806, 03, FNV3, 198, 184S, 1137E, 105,  950, XX,  64, NEQ,   41,   44,   38,   36,     ,     ,  14,
SH, 27, 2026031806, 03, FNV3, 204, 189S, 1129E, 103,  952, XX,  34, NEQ,  126,  165,  150,  109,     ,     ,  16,
SH, 27, 2026031806, 03, FNV3, 204, 189S, 1129E, 103,  952, XX,  50, NEQ,   69,   81,   74,   60,     ,     ,  16,
SH, 27, 2026031806, 03, FNV3, 204, 189S, 1129E, 103,  952, XX,  64, NEQ,   39,   43,   37,   35,     ,     ,  16,
SH, 27, 2026031806, 03, FNV3, 210, 196S, 1123E,  96,  957, XX,  34, NEQ,  125,  161,  145,  107,     ,     ,  19,
SH, 27, 2026031806, 03, FNV3, 210, 196S, 1123E,  96,  957, XX,  50, NEQ,   65,   74,   68,   56,     ,     ,  19,
SH, 27, 2026031806, 03, FNV3, 210, 196S, 1123E,  96,  957, XX,  64, NEQ,   35,   38,   33,   31,     ,     ,  19,
SH, 27, 2026031806, 03, FNV3, 216, 205S, 1119E,  93,  957, XX,  34, NEQ,  123,  156,  138,  102,     ,     ,  19,
SH, 27, 2026031806, 03, FNV3, 216, 205S, 1119E,  93,  957, XX,  50, NEQ,   62,   72,   62,   53,     ,     ,  19,
SH, 27, 2026031806, 03, FNV3, 216, 205S, 1119E,  93,  957, XX,  64, NEQ,   35,   37,   32,   30,     ,     ,  19,
SH, 27, 2026031806, 03, FNV3, 222, 214S, 1116E,  85,  963, XX,  34, NEQ,  119,  144,  125,   98,     ,     ,  20,
SH, 27, 2026031806, 03, FNV3, 222, 214S, 1116E,  85,  963, XX,  50, NEQ,   63,   68,   60,   54,     ,     ,  20,
SH, 27, 2026031806, 03, FNV3, 222, 214S, 1116E,  85,  963, XX,  64, NEQ,   33,   33,   29,   28,     ,     ,  20,
SH, 27, 2026031806, 03, FNV3, 228, 224S, 1114E,  76,  971, XX,  34, NEQ,  107,  133,  114,   87,     ,     ,  22,
SH, 27, 2026031806, 03, FNV3, 228, 224S, 1114E,  76,  971, XX,  50, NEQ,   58,   63,   54,   48,     ,     ,  22,
SH, 27, 2026031806, 03, FNV3, 228, 224S, 1114E,  76,  971, XX,  64, NEQ,   28,   29,   24,   23,     ,     ,  22,
SH, 27, 2026031806, 03, FNV3, 234, 236S, 1114E,  69,  975, XX,  34, NEQ,  106,  127,  108,   85,     ,     ,  24,
SH, 27, 2026031806, 03, FNV3, 234, 236S, 1114E,  69,  975, XX,  50, NEQ,   50,   53,   45,   40,     ,     ,  24,
SH, 27, 2026031806, 03, FNV3, 234, 236S, 1114E,  69,  975, XX,  64, NEQ,   22,   21,   18,   17,     ,     ,  24,
SH, 27, 2026031806, 03, FNV3, 240, 247S, 1114E,  62,  978, XX,  34, NEQ,  112,  130,  108,   88,     ,     ,  31,
SH, 27, 2026031806, 03, FNV3, 240, 247S, 1114E,  62,  978, XX,  50, NEQ,   46,   48,   40,   36,     ,     ,  31,
SH, 27, 2026031806, 03, FNV3, 240, 247S, 1114E,  62,  978, XX,  64, NEQ,   17,   17,   14,   14,     ,     ,  31,
SH, 27, 2026031806, 03, FNV3, 246, 257S, 1116E,  60,  981, XX,  34, NEQ,  102,  114,   95,   80,     ,     ,  38,
SH, 27, 2026031806, 03, FNV3, 246, 257S, 1116E,  60,  981, XX,  50, NEQ,   38,   44,   34,   31,     ,     ,  38,
SH, 27, 2026031806, 03, FNV3, 246, 257S, 1116E,  60,  981, XX,  64, NEQ,   12,   13,   10,   10,     ,     ,  38,
SH, 27, 2026031806, 03, FNV3, 252, 269S, 1120E,  53,  985, XX,  34, NEQ,   85,   98,   81,   67,     ,     ,  37,
SH, 27, 2026031806, 03, FNV3, 252, 269S, 1120E,  53,  985, XX,  50, NEQ,   27,   28,   24,   21,     ,     ,  37,
SH, 27, 2026031806, 03, FNV3, 252, 269S, 1120E,  53,  985, XX,  64, NEQ,    9,    9,    8,    8,     ,     ,  37,
SH, 27, 2026031806, 03, FNV3, 258, 276S, 1122E,  49,  989, XX,  34, NEQ,   72,   79,   66,   55,     ,     ,  43,
