# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
EP, 11, 2025091012, 03, FNV3,   0, 227N, 1575W,  29, 1009, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  40,
EP, 11, 2025091012, 03, FNV3,   6, 237N, 1587W,  29, 1010, XX,  34, NEQ,    6,    3,    2,    4,     ,     ,  54,
EP, 95, 2025091012, 03, FNV3,   0, 135N,  963W,  25, 1008, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  80,
EP, 95, 2025091012, 03, FNV3,   6, 136N,  970W,  30, 1007, XX,  34, NEQ,    4,    2,    1,    2,     ,     ,  52,
EP, 95, 2025091012, 03, FNV3,  12, 140N,  978W,  32, 1006, XX,  34, NEQ,   10,    8,    6,    7,     ,     ,  46,
EP, 95, 2025091012, 03, FNV3,  18, 144N,  985W,  34, 1005, XX,  34, NEQ,   10,    8,    5,    7,     ,     ,  42,
EP, 95, 2025091012, 03, FNV3,  24, 148N,  991W,  38, 1004, XX,  34, NEQ,   19,   16,   10,   15,     ,     ,  33,
EP, 95, 2025091012, 03, FNV3,  24, 148N,  991W,  38, 1004, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  33,
EP, 95, 2025091012, 03, FNV3,  30, 154N,  997W,  40, 1003, XX,  34, NEQ,   23,   18,   12,   18,     ,     ,  33,
EP, 95, 2025091012, 03, FNV3,  30, 154N,  997W,  40, 1003, XX,  50, NEQ,    4,    3,    2,    3,     ,     ,  33,
EP, 95, 2025091012, 03, FNV3,  36, 159N, 1005W,  45, 1000, XX,  34, NEQ,   29,   24,   17,   23,     ,     ,  26,
EP, 95, 2025091012, 03, FNV3,  36, 159N, 1005W,  45, 1000, XX,  50, NEQ,    6,    5,    4,    5,     ,     ,  26,
EP, 95, 2025091012, 03, FNV3,  36, 159N, 1005W,  45, 1000, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  26,
EP, 95, 2025091012, 03, FNV3,  42, 163N, 1016W,  44, 1000, XX,  34, NEQ,   24,   20,   14,   20,     ,     ,  28,
EP, 95, 2025091012, 03, FNV3,  42, 163N, 1016W,  44, 1000, XX,  50, NEQ,    7,    5,    4,    5,     ,     ,  28,
EP, 95, 2025091012, 03, FNV3,  42, 163N, 1016W,  44, 1000, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  28,
EP, 95, 2025091012, 03, FNV3,  48, 166N, 1027W,  47,  999, XX,  34, NEQ,   31,   26,   18,   25,     ,     ,  26,
EP, 95, 2025091012, 03, FNV3,  48, 166N, 1027W,  47,  999, XX,  50, NEQ,   10,    8,    6,    8,     ,     ,  26,
EP, 95, 2025091012, 03, FNV3,  48, 166N, 1027W,  47,  999, XX,  64, NEQ,    3,    2,    2,    2,     ,     ,  26,
EP, 95, 2025091012, 03, FNV3,  54, 169N, 1039W,  53,  996, XX,  34, NEQ,   37,   30,   22,   31,     ,     ,  21,
EP, 95, 2025091012, 03, FNV3,  54, 169N, 1039W,  53,  996, XX,  50, NEQ,   13,   10,    7,   10,     ,     ,  21,
EP, 95, 2025091012, 03, FNV3,  54, 169N, 1039W,  53,  996, XX,  64, NEQ,    3,    3,    2,    3,     ,     ,  21,
EP, 95, 2025091012, 03, FNV3,  60, 171N, 1052W,  55,  994, XX,  34, NEQ,   36,   30,   21,   29,     ,     ,  24,
EP, 95, 2025091012, 03, FNV3,  60, 171N, 1052W,  55,  994, XX,  50, NEQ,   11,    9,    6,    9,     ,     ,  24,
