# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
EP, 11, 2025090406, 03, FNV3,   0, 138N, 1326W, 124,  944, XX,  34, NEQ,   60,   70,   60,   70,     ,     ,  10,
EP, 11, 2025090406, 03, FNV3,   0, 138N, 1326W, 124,  944, XX,  50, NEQ,   35,   35,   30,   35,     ,     ,  10,
EP, 11, 2025090406, 03, FNV3,   0, 138N, 1326W, 124,  944, XX,  64, NEQ,   15,   15,   20,     ,     ,     ,  10,
EP, 11, 2025090406, 03, FNV3,   6, 139N, 1332W,  90,  972, XX,  34, NEQ,   58,   49,   39,   52,     ,     ,  17,
EP, 11, 2025090406, 03, FNV3,   6, 139N, 1332W,  90,  972, XX,  50, NEQ,   29,   24,   20,   26,     ,     ,  17,
EP, 11, 2025090406, 03, FNV3,   6, 139N, 1332W,  90,  972, XX,  64, NEQ,   15,   13,   11,   13,     ,     ,  17,
EP, 11, 2025090406, 03, FNV3,  12, 140N, 1340W,  92,  971, XX,  34, NEQ,   59,   49,   40,   54,     ,     ,  15,
EP, 11, 2025090406, 03, FNV3,  12, 140N, 1340W,  92,  971, XX,  50, NEQ,   29,   24,   20,   26,     ,     ,  15,
EP, 11, 2025090406, 03, FNV3,  12, 140N, 1340W,  92,  971, XX,  64, NEQ,   16,   13,   11,   14,     ,     ,  15,
EP, 11, 2025090406, 03, FNV3,  18, 141N, 1349W,  92,  970, XX,  34, NEQ,   63,   54,   43,   56,     ,     ,  17,
EP, 11, 2025090406, 03, FNV3,  18, 141N, 1349W,  92,  970, XX,  50, NEQ,   29,   24,   20,   26,     ,     ,  17,
EP, 11, 2025090406, 03, FNV3,  18, 141N, 1349W,  92,  970, XX,  64, NEQ,   16,   14,   11,   14,     ,     ,  17,
EP, 11, 2025090406, 03, FNV3,  24, 142N, 1358W,  87,  974, XX,  34, NEQ,   62,   52,   41,   55,     ,     ,  16,
EP, 11, 2025090406, 03, FNV3,  24, 142N, 1358W,  87,  974, XX,  50, NEQ,   29,   24,   20,   26,     ,     ,  16,
EP, 11, 2025090406, 03, FNV3,  24, 142N, 1358W,  87,  974, XX,  64, NEQ,   15,   13,   11,   14,     ,     ,  16,
EP, 11, 2025090406, 03, FNV3,  30, 143N, 1367W,  85,  976, XX,  34, NEQ,   63,   53,   41,   55,     ,     ,  16,
