# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 09, 2025122118, 03, FNV3,   0, 120S, 1026E,  39,  997, XX,  34, NEQ,   70,   70,   90,   90,     ,     ,  35,
IO, 09, 2025122118, 03, FNV3,   6, 124S, 1022E,  36, 1000, XX,  34, NEQ,   14,   18,   14,   11,     ,     ,  30,
IO, 09, 2025122118, 03, FNV3,  12, 125S, 1016E,  40,  997, XX,  34, NEQ,   21,   26,   21,   18,     ,     ,  26,
IO, 09, 2025122118, 03, FNV3,  18, 125S, 1011E,  40,  997, XX,  34, NEQ,   26,   27,   23,   24,     ,     ,  26,
IO, 09, 2025122118, 03, FNV3,  18, 125S, 1011E,  40,  997, XX,  50, NEQ,    1,    2,    1,    1,     ,     ,  26,
IO, 09, 2025122118, 03, FNV3,  24, 123S, 1006E,  45,  995, XX,  34, NEQ,   33,   35,   31,   30,     ,     ,  23,
IO, 09, 2025122118, 03, FNV3,  24, 123S, 1006E,  45,  995, XX,  50, NEQ,    5,    6,    5,    4,     ,     ,  23,
IO, 09, 2025122118, 03, FNV3,  30, 123S, 1001E,  47,  994, XX,  34, NEQ,   41,   43,   39,   37,     ,     ,  23,
IO, 09, 2025122118, 03, FNV3,  30, 123S, 1001E,  47,  994, XX,  50, NEQ,    6,    7,    5,    5,     ,     ,  23,
IO, 09, 2025122118, 03, FNV3,  30, 123S, 1001E,  47,  994, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  23,
IO, 09, 2025122118, 03, FNV3,  36, 121S,  996E,  55,  990, XX,  34, NEQ,   41,   45,   43,   37,     ,     ,  19,
IO, 09, 2025122118, 03, FNV3,  36, 121S,  996E,  55,  990, XX,  50, NEQ,    9,   11,    9,    7,     ,     ,  19,
IO, 09, 2025122118, 03, FNV3,  36, 121S,  996E,  55,  990, XX,  64, NEQ,    2,    2,    2,    1,     ,     ,  19,
IO, 09, 2025122118, 03, FNV3,  42, 119S,  993E,  56,  988, XX,  34, NEQ,   38,   40,   41,   37,     ,     ,  17,
IO, 09, 2025122118, 03, FNV3,  42, 119S,  993E,  56,  988, XX,  50, NEQ,   11,   12,   11,   10,     ,     ,  17,
IO, 09, 2025122118, 03, FNV3,  42, 119S,  993E,  56,  988, XX,  64, NEQ,    4,    4,    3,    3,     ,     ,  17,
IO, 09, 2025122118, 03, FNV3,  48, 117S,  990E,  55,  989, XX,  34, NEQ,   44,   46,   46,   43,     ,     ,  16,
IO, 09, 2025122118, 03, FNV3,  48, 117S,  990E,  55,  989, XX,  50, NEQ,   12,   12,   11,   10,     ,     ,  16,
IO, 09, 2025122118, 03, FNV3,  48, 117S,  990E,  55,  989, XX,  64, NEQ,    3,    3,    3,    3,     ,     ,  16,
IO, 09, 2025122118, 03, FNV3,  54, 116S,  987E,  54,  990, XX,  34, NEQ,   36,   37,   36,   35,     ,     ,  17,
IO, 09, 2025122118, 03, FNV3,  54, 116S,  987E,  54,  990, XX,  50, NEQ,   11,   11,    9,    8,     ,     ,  17,
IO, 09, 2025122118, 03, FNV3,  54, 116S,  987E,  54,  990, XX,  64, NEQ,    3,    3,    3,    3,     ,     ,  17,
IO, 09, 2025122118, 03, FNV3,  60, 114S,  984E,  59,  988, XX,  34, NEQ,   38,   40,   42,   35,     ,     ,  19,
IO, 09, 2025122118, 03, FNV3,  60, 114S,  984E,  59,  988, XX,  50, NEQ,   12,   15,   12,   10,     ,     ,  19,
IO, 09, 2025122118, 03, FNV3,  60, 114S,  984E,  59,  988, XX,  64, NEQ,    4,    4,    3,    3,     ,     ,  19,
IO, 09, 2025122118, 03, FNV3,  66, 114S,  981E,  57,  988, XX,  34, NEQ,   40,   43,   42,   37,     ,     ,  17,
IO, 09, 2025122118, 03, FNV3,  66, 114S,  981E,  57,  988, XX,  50, NEQ,   13,   14,   12,   10,     ,     ,  17,
IO, 09, 2025122118, 03, FNV3,  66, 114S,  981E,  57,  988, XX,  64, NEQ,    3,    3,    3,    2,     ,     ,  17,
IO, 09, 2025122118, 03, FNV3,  72, 114S,  976E,  62,  986, XX,  34, NEQ,   45,   53,   52,   41,     ,     ,  15,
IO, 09, 2025122118, 03, FNV3,  72, 114S,  976E,  62,  986, XX,  50, NEQ,   16,   19,   16,   14,     ,     ,  15,
IO, 09, 2025122118, 03, FNV3,  72, 114S,  976E,  62,  986, XX,  64, NEQ,    5,    6,    5,    4,     ,     ,  15,
IO, 09, 2025122118, 03, FNV3,  78, 114S,  971E,  67,  982, XX,  34, NEQ,   39,   49,   49,   38,     ,     ,  13,
IO, 09, 2025122118, 03, FNV3,  78, 114S,  971E,  67,  982, XX,  50, NEQ,   15,   17,   15,   13,     ,     ,  13,
IO, 09, 2025122118, 03, FNV3,  78, 114S,  971E,  67,  982, XX,  64, NEQ,    6,    6,    5,    5,     ,     ,  13,
IO, 09, 2025122118, 03, FNV3,  84, 115S,  963E,  73,  977, XX,  34, NEQ,   39,   53,   57,   39,     ,     ,  14,
IO, 09, 2025122118, 03, FNV3,  84, 115S,  963E,  73,  977, XX,  50, NEQ,   18,   22,   22,   17,     ,     ,  14,
