# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
SH, 30, 2026040912, 03, FNV3,   0,  83S, 1544E,  84,  967, XX,  34, NEQ,  110,  100,  140,  135,     ,     ,  20,
SH, 30, 2026040912, 03, FNV3,   6,  82S, 1543E,  84,  966, XX,  34, NEQ,   94,  110,  118,   94,     ,     ,  15,
SH, 30, 2026040912, 03, FNV3,   6,  82S, 1543E,  84,  966, XX,  50, NEQ,   50,   57,   56,   47,     ,     ,  15,
SH, 30, 2026040912, 03, FNV3,   6,  82S, 1543E,  84,  966, XX,  64, NEQ,   24,   27,   24,   23,     ,     ,  15,
SH, 30, 2026040912, 03, FNV3,  12,  83S, 1542E,  76,  974, XX,  34, NEQ,   93,  106,  108,   89,     ,     ,  19,
SH, 30, 2026040912, 03, FNV3,  12,  83S, 1542E,  76,  974, XX,  50, NEQ,   45,   49,   47,   42,     ,     ,  19,
SH, 30, 2026040912, 03, FNV3,  12,  83S, 1542E,  76,  974, XX,  64, NEQ,   19,   22,   19,   18,     ,     ,  19,
SH, 30, 2026040912, 03, FNV3,  18,  85S, 1540E,  68,  979, XX,  34, NEQ,   90,  105,  104,   82,     ,     ,  21,
SH, 30, 2026040912, 03, FNV3,  18,  85S, 1540E,  68,  979, XX,  50, NEQ,   43,   49,   44,   38,     ,     ,  21,
SH, 30, 2026040912, 03, FNV3,  18,  85S, 1540E,  68,  979, XX,  64, NEQ,   14,   17,   15,   13,     ,     ,  21,
SH, 30, 2026040912, 03, FNV3,  24,  86S, 1537E,  63,  982, XX,  34, NEQ,   94,  104,  104,   90,     ,     ,  22,
SH, 30, 2026040912, 03, FNV3,  24,  86S, 1537E,  63,  982, XX,  50, NEQ,   35,   39,   35,   32,     ,     ,  22,
SH, 30, 2026040912, 03, FNV3,  24,  86S, 1537E,  63,  982, XX,  64, NEQ,   10,   11,   10,    9,     ,     ,  22,
SH, 30, 2026040912, 03, FNV3,  30,  86S, 1534E,  58,  987, XX,  34, NEQ,   79,   86,   86,   74,     ,     ,  23,
SH, 30, 2026040912, 03, FNV3,  30,  86S, 1534E,  58,  987, XX,  50, NEQ,   27,   29,   26,   23,     ,     ,  23,
SH, 30, 2026040912, 03, FNV3,  30,  86S, 1534E,  58,  987, XX,  64, NEQ,    7,    8,    7,    6,     ,     ,  23,
SH, 30, 2026040912, 03, FNV3,  36,  87S, 1531E,  52,  989, XX,  34, NEQ,   75,   80,   79,   70,     ,     ,  25,
SH, 30, 2026040912, 03, FNV3,  36,  87S, 1531E,  52,  989, XX,  50, NEQ,   16,   17,   16,   14,     ,     ,  25,
SH, 30, 2026040912, 03, FNV3,  36,  87S, 1531E,  52,  989, XX,  64, NEQ,    5,    6,    5,    5,     ,     ,  25,
SH, 30, 2026040912, 03, FNV3,  42,  87S, 1529E,  48,  991, XX,  34, NEQ,   55,   57,   54,   49,     ,     ,  27,
SH, 30, 2026040912, 03, FNV3,  42,  87S, 1529E,  48,  991, XX,  50, NEQ,   11,   13,   10,    9,     ,     ,  27,
SH, 30, 2026040912, 03, FNV3,  42,  87S, 1529E,  48,  991, XX,  64, NEQ,    2,    2,    2,    2,     ,     ,  27,
SH, 30, 2026040912, 03, FNV3,  48,  89S, 1527E,  46,  992, XX,  34, NEQ,   43,   49,   48,   43,     ,     ,  27,
SH, 30, 2026040912, 03, FNV3,  48,  89S, 1527E,  46,  992, XX,  50, NEQ,   11,   11,   10,    9,     ,     ,  27,
SH, 30, 2026040912, 03, FNV3,  48,  89S, 1527E,  46,  992, XX,  64, NEQ,    2,    2,    2,    2,     ,     ,  27,
SH, 30, 2026040912, 03, FNV3,  54,  92S, 1525E,  42,  995, XX,  34, NEQ,   27,   27,   26,   24,     ,     ,  24,
SH, 30, 2026040912, 03, FNV3,  54,  92S, 1525E,  42,  995, XX,  50, NEQ,    3,    3,    3,    2,     ,     ,  24,
SH, 30, 2026040912, 03, FNV3,  54,  92S, 1525E,  42,  995, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  24,
SH, 30, 2026040912, 03, FNV3,  60,  93S, 1523E,  34,  998, XX,  34, NEQ,   16,   17,   16,   14,     ,     ,  27,
SH, 30, 2026040912, 03, FNV3,  60,  93S, 1523E,  34,  998, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  27,
SH, 30, 2026040912, 03, FNV3,  66,  95S, 1520E,  30, 1000, XX,  34, NEQ,    7,    7,    8,    8,     ,     ,  30,
SH, 30, 2026040912, 03, FNV3,  72,  97S, 1514E,  27, 1001, XX,  34, NEQ,    7,    5,    5,    4,     ,     ,  34,
SH, 30, 2026040912, 03, FNV3,  72,  97S, 1514E,  27, 1001, XX,  50, NEQ,    0,    1,    1,    0,     ,     ,  34,
SH, 30, 2026040912, 03, FNV3,  78, 101S, 1504E,  28, 1001, XX,  34, NEQ,    8,    6,    6,    5,     ,     ,  32,
SH, 30, 2026040912, 03, FNV3,  84, 111S, 1492E,  29, 1002, XX,  34, NEQ,    9,   13,   11,    8,     ,     ,  31,
WP, 04, 2026040912, 03, FNV3,   0,  81N, 1518E,  29,  997, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  25,
WP, 04, 2026040912, 03, FNV3,   6,  82N, 1513E,  47,  991, XX,  34, NEQ,   85,   75,   62,   72,     ,     ,  32,
WP, 04, 2026040912, 03, FNV3,   6,  82N, 1513E,  47,  991, XX,  50, NEQ,    6,    4,    3,    4,     ,     ,  32,
WP, 04, 2026040912, 03, FNV3,  12,  81N, 1511E,  57,  986, XX,  34, NEQ,   86,   75,   67,   78,     ,     ,  25,
WP, 04, 2026040912, 03, FNV3,  12,  81N, 1511E,  57,  986, XX,  50, NEQ,   29,   25,   20,   23,     ,     ,  25,
WP, 04, 2026040912, 03, FNV3,  12,  81N, 1511E,  57,  986, XX,  64, NEQ,    2,    1,    1,    2,     ,     ,  25,
WP, 04, 2026040912, 03, FNV3,  18,  81N, 1510E,  59,  984, XX,  34, NEQ,  102,   97,   88,   92,     ,     ,  25,
WP, 04, 2026040912, 03, FNV3,  18,  81N, 1510E,  59,  984, XX,  50, NEQ,   36,   32,   26,   28,     ,     ,  25,
WP, 04, 2026040912, 03, FNV3,  18,  81N, 1510E,  59,  984, XX,  64, NEQ,    5,    3,    3,    3,     ,     ,  25,
WP, 04, 2026040912, 03, FNV3,  24,  81N, 1509E,  65,  981, XX,  34, NEQ,  107,  101,   95,   99,     ,     ,  22,
