# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
SH, 30, 2026040712, 03, FNV3,   0,  97S, 1563E, 109,  943, XX,  34, NEQ,  120,  100,  115,  115,     ,     ,  20,
SH, 30, 2026040712, 03, FNV3,   6,  94S, 1561E, 104,  950, XX,  34, NEQ,   92,  103,  116,  101,     ,     ,  12,
SH, 30, 2026040712, 03, FNV3,   6,  94S, 1561E, 104,  950, XX,  50, NEQ,   53,   57,   58,   51,     ,     ,  12,
SH, 30, 2026040712, 03, FNV3,   6,  94S, 1561E, 104,  950, XX,  64, NEQ,   31,   32,   29,   29,     ,     ,  12,
SH, 30, 2026040712, 03, FNV3,  12,  91S, 1560E, 100,  955, XX,  34, NEQ,   99,  109,  117,  105,     ,     ,  17,
SH, 30, 2026040712, 03, FNV3,  12,  91S, 1560E, 100,  955, XX,  50, NEQ,   54,   56,   55,   51,     ,     ,  17,
SH, 30, 2026040712, 03, FNV3,  12,  91S, 1560E, 100,  955, XX,  64, NEQ,   31,   31,   28,   28,     ,     ,  17,
SH, 30, 2026040712, 03, FNV3,  18,  89S, 1559E,  93,  959, XX,  34, NEQ,  100,  111,  119,  101,     ,     ,  18,
SH, 30, 2026040712, 03, FNV3,  18,  89S, 1559E,  93,  959, XX,  50, NEQ,   54,   59,   56,   51,     ,     ,  18,
SH, 30, 2026040712, 03, FNV3,  18,  89S, 1559E,  93,  959, XX,  64, NEQ,   28,   28,   26,   26,     ,     ,  18,
SH, 30, 2026040712, 03, FNV3,  24,  88S, 1557E,  94,  960, XX,  34, NEQ,   95,  107,  116,   97,     ,     ,  14,
SH, 30, 2026040712, 03, FNV3,  24,  88S, 1557E,  94,  960, XX,  50, NEQ,   52,   57,   56,   50,     ,     ,  14,
SH, 30, 2026040712, 03, FNV3,  24,  88S, 1557E,  94,  960, XX,  64, NEQ,   29,   31,   28,   27,     ,     ,  14,
