# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
CP, 90, 2025072706, 03, FNV3,   0, 109N, 1451W,  29, 1009, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  30,
CP, 90, 2025072706, 03, FNV3,   6, 110N, 1459W,  27, 1007, XX,  34, NEQ,    1,    0,    0,    1,     ,     ,  48,
CP, 90, 2025072706, 03, FNV3,  12, 110N, 1467W,  30, 1007, XX,  34, NEQ,    3,    2,    1,    2,     ,     ,  42,
CP, 90, 2025072706, 03, FNV3,  18, 111N, 1477W,  34, 1005, XX,  34, NEQ,    6,    4,    3,    5,     ,     ,  40,
CP, 90, 2025072706, 03, FNV3,  24, 110N, 1487W,  36, 1004, XX,  34, NEQ,   12,    9,    6,   10,     ,     ,  38,
CP, 90, 2025072706, 03, FNV3,  30, 110N, 1496W,  39, 1003, XX,  34, NEQ,   13,    9,    6,   11,     ,     ,  37,
CP, 90, 2025072706, 03, FNV3,  30, 110N, 1496W,  39, 1003, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  37,
CP, 90, 2025072706, 03, FNV3,  36, 109N, 1508W,  40, 1002, XX,  34, NEQ,   19,   14,   10,   16,     ,     ,  33,
CP, 90, 2025072706, 03, FNV3,  36, 109N, 1508W,  40, 1002, XX,  50, NEQ,    2,    1,    1,    1,     ,     ,  33,
CP, 90, 2025072706, 03, FNV3,  42, 110N, 1520W,  42, 1001, XX,  34, NEQ,   19,   14,    9,   15,     ,     ,  34,
CP, 90, 2025072706, 03, FNV3,  42, 110N, 1520W,  42, 1001, XX,  50, NEQ,    3,    2,    1,    2,     ,     ,  34,
CP, 90, 2025072706, 03, FNV3,  48, 109N, 1532W,  44, 1000, XX,  34, NEQ,   27,   20,   13,   21,     ,     ,  33,
CP, 90, 2025072706, 03, FNV3,  48, 109N, 1532W,  44, 1000, XX,  50, NEQ,    3,    2,    2,    3,     ,     ,  33,
CP, 90, 2025072706, 03, FNV3,  54, 108N, 1545W,  46,  999, XX,  34, NEQ,   32,   23,   15,   25,     ,     ,  31,
CP, 90, 2025072706, 03, FNV3,  54, 108N, 1545W,  46,  999, XX,  50, NEQ,    6,    4,    3,    5,     ,     ,  31,
CP, 90, 2025072706, 03, FNV3,  54, 108N, 1545W,  46,  999, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  31,
