# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
IO, 07, 2025121206, 03, FNV3,   0,  84S,  973E,  35, 1003, XX,  34, NEQ,   25,   60,   55,   10,     ,     ,  50,
IO, 07, 2025121206, 03, FNV3,   6,  86S,  966E,  36, 1000, XX,  34, NEQ,   13,   14,   13,   10,     ,     ,  28,
IO, 07, 2025121206, 03, FNV3,  12,  89S,  956E,  38,  999, XX,  34, NEQ,   12,   17,   14,   12,     ,     ,  25,
IO, 07, 2025121206, 03, FNV3,  12,  89S,  956E,  38,  999, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  25,
IO, 07, 2025121206, 03, FNV3,  18,  92S,  948E,  41,  998, XX,  34, NEQ,   21,   23,   19,   18,     ,     ,  22,
IO, 07, 2025121206, 03, FNV3,  18,  92S,  948E,  41,  998, XX,  50, NEQ,    2,    2,    1,    1,     ,     ,  22,
IO, 07, 2025121206, 03, FNV3,  24,  94S,  939E,  45,  996, XX,  34, NEQ,   16,   22,   16,   12,     ,     ,  23,
IO, 07, 2025121206, 03, FNV3,  24,  94S,  939E,  45,  996, XX,  50, NEQ,    2,    3,    2,    1,     ,     ,  23,
IO, 07, 2025121206, 03, FNV3,  30,  96S,  929E,  37, 1000, XX,  34, NEQ,   10,   12,   11,    7,     ,     ,  27,
IO, 07, 2025121206, 03, FNV3,  30,  96S,  929E,  37, 1000, XX,  50, NEQ,    1,    1,    1,    0,     ,     ,  27,
IO, 07, 2025121206, 03, FNV3,  36,  96S,  920E,  33, 1001, XX,  34, NEQ,    9,   10,   10,    6,     ,     ,  32,
IO, 07, 2025121206, 03, FNV3,  42,  96S,  915E,  33, 1001, XX,  34, NEQ,   10,   13,   11,   10,     ,     ,  32,
IO, 07, 2025121206, 03, FNV3,  42,  96S,  915E,  33, 1001, XX,  50, NEQ,    1,    1,    1,    0,     ,     ,  32,
IO, 07, 2025121206, 03, FNV3,  48,  98S,  911E,  34, 1000, XX,  34, NEQ,    8,   10,    8,    6,     ,     ,  33,
IO, 07, 2025121206, 03, FNV3,  48,  98S,  911E,  34, 1000, XX,  50, NEQ,    1,    2,    2,    1,     ,     ,  33,
IO, 07, 2025121206, 03, FNV3,  54,  99S,  912E,  32, 1000, XX,  34, NEQ,    8,    9,    9,    7,     ,     ,  32,
IO, 07, 2025121206, 03, FNV3,  54,  99S,  912E,  32, 1000, XX,  50, NEQ,    3,    2,    2,    2,     ,     ,  32,
IO, 07, 2025121206, 03, FNV3,  60, 101S,  916E,  29, 1003, XX,  34, NEQ,    8,    7,    4,    5,     ,     ,  38,
IO, 07, 2025121206, 03, FNV3,  66, 103S,  920E,  32, 1001, XX,  34, NEQ,   16,   14,   11,   13,     ,     ,  37,
IO, 07, 2025121206, 03, FNV3,  72, 103S,  923E,  30, 1003, XX,  34, NEQ,    9,    7,    6,    7,     ,     ,  36,
IO, 07, 2025121206, 03, FNV3,  72, 103S,  923E,  30, 1003, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  36,
IO, 07, 2025121206, 03, FNV3,  78, 103S,  927E,  30, 1002, XX,  34, NEQ,   17,   13,   11,   13,     ,     ,  36,
IO, 07, 2025121206, 03, FNV3,  78, 103S,  927E,  30, 1002, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  36,
IO, 07, 2025121206, 03, FNV3,  84, 105S,  931E,  33, 1001, XX,  34, NEQ,   18,   16,   14,   16,     ,     ,  34,
IO, 07, 2025121206, 03, FNV3,  84, 105S,  931E,  33, 1001, XX,  50, NEQ,    2,    2,    1,    1,     ,     ,  34,
IO, 07, 2025121206, 03, FNV3,  90, 104S,  933E,  32, 1002, XX,  34, NEQ,   18,   17,   14,   14,     ,     ,  31,
IO, 07, 2025121206, 03, FNV3,  96, 105S,  935E,  35,  999, XX,  34, NEQ,   35,   31,   28,   29,     ,     ,  36,
IO, 07, 2025121206, 03, FNV3,  96, 105S,  935E,  35,  999, XX,  50, NEQ,    3,    3,    2,    2,     ,     ,  36,
IO, 07, 2025121206, 03, FNV3, 102, 103S,  936E,  36, 1000, XX,  34, NEQ,   31,   27,   25,   26,     ,     ,  30,
IO, 07, 2025121206, 03, FNV3, 102, 103S,  936E,  36, 1000, XX,  50, NEQ,    4,    4,    4,    3,     ,     ,  30,
IO, 07, 2025121206, 03, FNV3, 108, 103S,  936E,  39,  999, XX,  34, NEQ,   35,   34,   31,   32,     ,     ,  32,
IO, 07, 2025121206, 03, FNV3, 108, 103S,  936E,  39,  999, XX,  50, NEQ,    3,    3,    3,    2,     ,     ,  32,
IO, 07, 2025121206, 03, FNV3, 108, 103S,  936E,  39,  999, XX,  64, NEQ,    0,    1,    1,    0,     ,     ,  32,
IO, 07, 2025121206, 03, FNV3, 114, 103S,  938E,  44,  996, XX,  34, NEQ,   45,   43,   38,   39,     ,     ,  27,
IO, 07, 2025121206, 03, FNV3, 114, 103S,  938E,  44,  996, XX,  50, NEQ,    8,    8,    7,    7,     ,     ,  27,
IO, 07, 2025121206, 03, FNV3, 114, 103S,  938E,  44,  996, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  27,
IO, 07, 2025121206, 03, FNV3, 120, 101S,  938E,  44,  996, XX,  34, NEQ,   48,   47,   46,   43,     ,     ,  30,
IO, 07, 2025121206, 03, FNV3, 120, 101S,  938E,  44,  996, XX,  50, NEQ,   12,   12,   11,   10,     ,     ,  30,
IO, 07, 2025121206, 03, FNV3, 120, 101S,  938E,  44,  996, XX,  64, NEQ,    4,    3,    3,    3,     ,     ,  30,
IO, 07, 2025121206, 03, FNV3, 126, 100S,  938E,  44,  995, XX,  34, NEQ,   38,   38,   37,   34,     ,     ,  26,
IO, 07, 2025121206, 03, FNV3, 126, 100S,  938E,  44,  995, XX,  50, NEQ,    9,    7,    6,    6,     ,     ,  26,
IO, 07, 2025121206, 03, FNV3, 126, 100S,  938E,  44,  995, XX,  64, NEQ,    1,    1,    2,    1,     ,     ,  26,
IO, 07, 2025121206, 03, FNV3, 132, 100S,  938E,  42,  997, XX,  34, NEQ,   35,   36,   34,   33,     ,     ,  29,
