# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
CP, 90, 2026071006, 03, FNV3,   0, 117N, 1513W,  25, 1009, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  90,
WP, 09, 2026071006, 03, FNV3,   0, 219N, 1269E,  74,  962, XX,  34, NEQ,  310,  320,  300,  280,     ,     ,  65,
WP, 09, 2026071006, 03, FNV3,   6, 227N, 1262E,  87,  951, XX,  34, NEQ,  282,  263,  223,  250,     ,     ,  36,
WP, 09, 2026071006, 03, FNV3,   6, 227N, 1262E,  87,  951, XX,  50, NEQ,  139,  131,  109,  121,     ,     ,  36,
WP, 09, 2026071006, 03, FNV3,   6, 227N, 1262E,  87,  951, XX,  64, NEQ,   60,   53,   44,   49,     ,     ,  36,
WP, 09, 2026071006, 03, FNV3,  12, 238N, 1253E,  75,  958, XX,  34, NEQ,  273,  258,  219,  237,     ,     ,  37,
WP, 09, 2026071006, 03, FNV3,  12, 238N, 1253E,  75,  958, XX,  50, NEQ,  124,  117,   97,  105,     ,     ,  37,
WP, 09, 2026071006, 03, FNV3,  12, 238N, 1253E,  75,  958, XX,  64, NEQ,   48,   40,   32,   36,     ,     ,  37,
WP, 09, 2026071006, 03, FNV3,  18, 251N, 1245E,  78,  957, XX,  34, NEQ,  267,  254,  213,  229,     ,     ,  39,
WP, 09, 2026071006, 03, FNV3,  18, 251N, 1245E,  78,  957, XX,  50, NEQ,  117,  112,   91,   99,     ,     ,  39,
WP, 09, 2026071006, 03, FNV3,  18, 251N, 1245E,  78,  957, XX,  64, NEQ,   47,   34,   27,   30,     ,     ,  39,
WP, 09, 2026071006, 03, FNV3,  24, 265N, 1233E,  79,  957, XX,  34, NEQ,  238,  223,  181,  201,     ,     ,  27,
WP, 09, 2026071006, 03, FNV3,  24, 265N, 1233E,  79,  957, XX,  50, NEQ,  112,  106,   86,   94,     ,     ,  27,
WP, 09, 2026071006, 03, FNV3,  24, 265N, 1233E,  79,  957, XX,  64, NEQ,   47,   38,   31,   35,     ,     ,  27,
WP, 09, 2026071006, 03, FNV3,  30, 275N, 1222E,  76,  960, XX,  34, NEQ,  209,  192,  161,  178,     ,     ,  31,
WP, 09, 2026071006, 03, FNV3,  30, 275N, 1222E,  76,  960, XX,  50, NEQ,   85,   76,   61,   69,     ,     ,  31,
WP, 09, 2026071006, 03, FNV3,  30, 275N, 1222E,  76,  960, XX,  64, NEQ,   33,   21,   17,   21,     ,     ,  31,
WP, 09, 2026071006, 03, FNV3,  36, 287N, 1210E,  66,  966, XX,  34, NEQ,  168,  158,  129,  140,     ,     ,  25,
WP, 09, 2026071006, 03, FNV3,  36, 287N, 1210E,  66,  966, XX,  50, NEQ,   64,   58,   44,   49,     ,     ,  25,
WP, 09, 2026071006, 03, FNV3,  36, 287N, 1210E,  66,  966, XX,  64, NEQ,   17,   10,    9,   10,     ,     ,  25,
WP, 09, 2026071006, 03, FNV3,  42, 300N, 1199E,  53,  975, XX,  34, NEQ,  121,  116,   92,   97,     ,     ,  38,
WP, 09, 2026071006, 03, FNV3,  42, 300N, 1199E,  53,  975, XX,  50, NEQ,   21,   16,    8,   11,     ,     ,  38,
WP, 09, 2026071006, 03, FNV3,  42, 300N, 1199E,  53,  975, XX,  64, NEQ,    2,    0,    0,    0,     ,     ,  38,
WP, 09, 2026071006, 03, FNV3,  48, 311N, 1191E,  43,  981, XX,  34, NEQ,   49,   42,   29,   30,     ,     ,  39,
WP, 09, 2026071006, 03, FNV3,  48, 311N, 1191E,  43,  981, XX,  50, NEQ,    2,    1,    0,    1,     ,     ,  39,
WP, 09, 2026071006, 03, FNV3,  48, 311N, 1191E,  43,  981, XX,  64, NEQ,    0,    1,    0,    0,     ,     ,  39,
WP, 09, 2026071006, 03, FNV3,  54, 321N, 1186E,  35,  985, XX,  34, NEQ,   17,   13,    6,    6,     ,     ,  42,
WP, 09, 2026071006, 03, FNV3,  54, 321N, 1186E,  35,  985, XX,  50, NEQ,    2,    0,    0,    0,     ,     ,  42,
WP, 09, 2026071006, 03, FNV3,  60, 330N, 1182E,  31,  988, XX,  34, NEQ,    8,    6,    2,    2,     ,     ,  43,
WP, 09, 2026071006, 03, FNV3,  66, 339N, 1183E,  29,  990, XX,  34, NEQ,    6,    6,    3,    3,     ,     ,  46,
WP, 09, 2026071006, 03, FNV3,  72, 347N, 1186E,  27,  991, XX,  34, NEQ,    1,    1,    1,    0,     ,     ,  46,
WP, 09, 2026071006, 03, FNV3,  78, 353N, 1192E,  28,  991, XX,  34, NEQ,    2,    1,    2,    0,     ,     ,  44,
WP, 09, 2026071006, 03, FNV3,  84, 361N, 1200E,  27,  992, XX,  34, NEQ,    0,    0,    1,    0,     ,     ,  49,
WP, 09, 2026071006, 03, FNV3,  90, 371N, 1214E,  27,  993, XX,  34, NEQ,    1,    1,    0,    0,     ,     ,  50,
WP, 09, 2026071006, 03, FNV3,  96, 380N, 1230E,  27,  992, XX,  34, NEQ,    4,    4,    3,    3,     ,     ,  56,
WP, 09, 2026071006, 03, FNV3, 102, 388N, 1249E,  25,  993, XX,  34, NEQ,    0,    1,    0,    0,     ,     ,  56,
WP, 09, 2026071006, 03, FNV3, 108, 395N, 1275E,  24,  994, XX,  34, NEQ,    0,    0,    0,    2,     ,     ,  58,
WP, 09, 2026071006, 03, FNV3, 114, 405N, 1307E,  26,  992, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  56,
